# Date : 2017-07-08
# Equipment : MACSQuant (Bjorkman lab)
# User : mrazomej
# Description :
# LacI titration for the 3 DNA binding domain mutants plus the wild-type for the O2 operator.
# The strains were grown in deep 96-well plates in 1 mL of LB + Kan + Spec and then
# diluted next morning 1:1000 into 0.5 mL of M9 + 0.5% glucose also in deep 96-well plates 
# Comments :
# Everything ran smoothly with this experiment.
date,username,operator,class,strain,repressors,IPTG_uM,mean_YFP,mean_YFP_bgcorr,fold_change
20170708,mrazomej,O2,NA,auto,0,0.0,3158.4333836859223,-15.091428943146639,-0.0010734339292619828
20170708,mrazomej,O2,NA,delta,0,0.0,17159.408212845723,13985.883400216655,0.9947978968096468
20170708,mrazomej,O2,NA,auto,0,0.0,3101.4449666871637,-72.0798459419052,-0.005126946728603491
20170708,mrazomej,O2,NA,delta,0,0.0,16825.812790486543,13652.287977857475,0.9710696835068605
20170708,mrazomej,O2,NA,auto,0,0.0,3207.7049145936576,34.18010196458863,0.00243118668832784
20170708,mrazomej,O2,NA,delta,0,0.0,15923.898984674981,12750.374172045911,0.9069177145929034
20170708,mrazomej,O2,NA,auto,0,0.0,3226.515985549531,52.99117292046185,0.0037691939695375367
20170708,mrazomej,O2,NA,delta,0,0.0,19021.05875190037,15847.533939271303,1.1272147050905896
20170708,mrazomej,O2,dna,Q21A,1220,0.0,3492.536639553274,319.01182692420525,0.02269090091775585
20170708,mrazomej,O2,dna,Q21M,1220,0.0,3308.884306981165,135.35949435209614,0.00962794672609644
20170708,mrazomej,O2,NA,wt,1220,0.0,3251.997082342711,78.47226971364216,0.005581631609183963
20170708,mrazomej,O2,dna,Y20I,1220,0.0,6582.363606678266,3408.8387940491966,0.24246631877616984
20170708,mrazomej,O2,dna,Q21A,124,0.0,26597.597778239815,23424.072965610747,1.6661241806537799
20170708,mrazomej,O2,dna,Q21M,124,0.0,4823.877141142882,1650.3523285138126,0.11738743834908644
20170708,mrazomej,O2,NA,wt,124,0.0,3539.347796132897,365.82298350382825,0.026020518274062043
20170708,mrazomej,O2,dna,Y20I,124,0.0,20216.760255468806,17043.235442839738,1.2122634150593559
20170708,mrazomej,O2,dna,Q21A,260,0.0,7990.364985890579,4816.84017326151,0.3426156458271728
20170708,mrazomej,O2,dna,Q21M,260,0.0,3428.9749281541212,255.4501155250523,0.018169838142663677
20170708,mrazomej,O2,NA,wt,260,0.0,3451.9497734652796,278.42496083621063,0.019804009338078705
20170708,mrazomej,O2,dna,Y20I,260,0.0,10561.040299995462,7387.515487366393,0.5254644743689867
20170708,mrazomej,O2,dna,Q21A,60,0.0,27303.818250277483,24130.293437648415,1.716356734448423
20170708,mrazomej,O2,dna,Q21M,60,0.0,24367.673624827763,21194.148812198695,1.5075125438783026
20170708,mrazomej,O2,NA,wt,60,0.0,3953.9191538417463,780.3943412126773,0.05550844570236407
20170708,mrazomej,O2,dna,Y20I,60,0.0,14813.566109995816,11640.041297366748,0.8279411653909896
