# Date : 2017-03-24
# Equipment : MACSQuant (Bjorkman lab)
# User : mrazomej
# Description :
# IPTG titration with all the O1+11 YFP DNA mutant strains 
# The strains were grown in deep 96-well plates in 1 mL of LB + Kan + Spec and then
# diluted next morning 1:1000 into 0.5 mL of M9 + 0.5% glucose also in deep 96-well plates with the following
# IPTG concentrations:
# 0uM, 0.1uM, 5uM, 10uM, 25uM, 50uM, 75uM, 100uM, 250uM, 500uM, 1000uM, 5000uM
# Comments :
# Nathan prepared the plate in the morning and I ran it over the flow cytometer. This was the first run
# after the machine went down and everything seemed okay. Good flow rates, no fatal-errors. Everything
# run smoothly
date,username,operator,class,strain,repressors,IPTG_uM,mean_YFP,mean_YFP_bgcorr,fold_change
20170324,mrazomej,O1,NA,auto,260,0.1,3210.1288949394184,0.0,0.0
20170324,mrazomej,O1,NA,auto,260,0.0,3350.8943517131283,0.0,0.0
20170324,mrazomej,O1,NA,auto,260,1000.0,3177.5683367752795,0.0,0.0
20170324,mrazomej,O1,NA,auto,260,100.0,3152.970622291423,0.0,0.0
20170324,mrazomej,O1,NA,auto,260,10.0,3139.400077165957,0.0,0.0
20170324,mrazomej,O1,NA,auto,260,250.0,3181.424983137927,0.0,0.0
20170324,mrazomej,O1,NA,auto,260,25.0,3115.3075599371955,0.0,0.0
20170324,mrazomej,O1,NA,auto,260,5000.0,3042.6318177925414,0.0,0.0
20170324,mrazomej,O1,NA,auto,260,500.0,3183.5912881738736,0.0,0.0
20170324,mrazomej,O1,NA,auto,260,50.0,3140.6537522300396,0.0,0.0
20170324,mrazomej,O1,NA,auto,260,5.0,3173.9511127302326,0.0,0.0
20170324,mrazomej,O1,NA,auto,260,75.0,3134.949026288332,0.0,0.0
20170324,mrazomej,O1,NA,delta,260,0.1,18324.736489429626,15114.607594490208,1.0
20170324,mrazomej,O1,NA,delta,260,0.0,18316.019644697717,14965.125292984589,1.0
20170324,mrazomej,O1,NA,delta,260,1000.0,17104.475586650882,13926.907249875603,1.0
20170324,mrazomej,O1,NA,delta,260,100.0,18340.021114838328,15187.050492546905,1.0
20170324,mrazomej,O1,NA,delta,260,10.0,17909.894004099973,14770.493926934016,1.0
20170324,mrazomej,O1,NA,delta,260,250.0,18418.489182515117,15237.06419937719,1.0
20170324,mrazomej,O1,NA,delta,260,25.0,17876.955578488814,14761.64801855162,1.0
20170324,mrazomej,O1,NA,delta,260,5000.0,15671.7073392566,12629.07552146406,1.0
20170324,mrazomej,O1,NA,delta,260,500.0,17826.378206147085,14642.786917973212,1.0
20170324,mrazomej,O1,NA,delta,260,50.0,18723.29870469228,15582.64495246224,1.0
20170324,mrazomej,O1,NA,delta,260,5.0,18472.555721274588,15298.604608544356,1.0
20170324,mrazomej,O1,NA,delta,260,75.0,18539.5609008386,15404.61187455027,1.0
20170324,mrazomej,O1,dna,Q21A,260,0.1,4062.1559888792085,852.0270939397901,0.056371102498908615
20170324,mrazomej,O1,dna,Q21A,260,0.0,4065.5040647313513,714.6097130182229,0.04775166923281428
20170324,mrazomej,O1,dna,Q21A,260,1000.0,16491.32140781716,13313.75307104188,0.95597341406584
20170324,mrazomej,O1,dna,Q21A,260,100.0,14407.663022978197,11254.692400686774,0.74107163903946
20170324,mrazomej,O1,dna,Q21A,260,10.0,4938.8513213864335,1799.4512442204764,0.12182742521150051
20170324,mrazomej,O1,dna,Q21A,260,250.0,16123.805093587587,12942.38011044966,0.8494011668585524
20170324,mrazomej,O1,dna,Q21A,260,25.0,7046.265057629936,3930.95749769274,0.26629530068407886
