,date,username,mutant,operator,strain,IPTGuM,mean_FITC_H,repressors,fold_change
6,20180320,gchure,delta,O2,R0,0.0,15466.684820834025,0.0,1.0
12,20180320,gchure,wt,O2,R260,0.0,6171.020154630298,260.0,-0.263541399285101
26,20180320,gchure,Y20I,O2,R1220,0.0,9466.628258180295,1220.0,0.1844241227280205
54,20180320,gchure,Y20I,O2,R60,0.0,18555.90185167741,60.0,1.419911189787068
69,20180320,gchure,Y20I,O2,R260,0.0,14561.898324967984,260.0,0.8770141527160178
74,20180320,gchure,auto,O2,R0,0.0,8109.850552116656,0.0,0.0
78,20180320,gchure,Y20I,O2,R124,0.0,15147.646669987316,124.0,0.956633772191482
22,20180320,gchure,Y20I,O2,R1220,0.1,7435.373581783459,1220.0,0.02843373432692405
29,20180320,gchure,wt,O2,R260,0.1,4920.268705915008,260.0,-0.22815320034036218
32,20180320,gchure,Y20I,O2,R60,0.1,14790.297951620034,60.0,0.7787712319290697
42,20180320,gchure,delta,O2,R0,0.1,16958.816601952185,0.0,1.0
44,20180320,gchure,Y20I,O2,R260,0.1,12204.869868207066,260.0,0.5150100372804424
49,20180320,gchure,auto,O2,R0,0.1,7156.661713864205,0.0,0.0
79,20180320,gchure,Y20I,O2,R124,0.1,15321.769236431988,124.0,0.8329910734720576
5,20180320,gchure,auto,O2,R0,5.0,8285.897137959984,0.0,0.0
9,20180320,gchure,Y20I,O2,R124,5.0,15881.836378191925,124.0,0.945157780850069
15,20180320,gchure,Y20I,O2,R260,5.0,15170.967733304795,260.0,0.8567048575672203
39,20180320,gchure,Y20I,O2,R60,5.0,15797.660036847099,60.0,0.9346837734272391
58,20180320,gchure,Y20I,O2,R1220,5.0,10160.531587020536,1220.0,0.23325954562599424
76,20180320,gchure,delta,O2,R0,5.0,16322.586243349564,0.0,1.0
81,20180320,gchure,wt,O2,R260,5.0,6247.50535881425,260.0,-0.25363576373493707
11,20180320,gchure,Y20I,O2,R124,10.0,18460.550065112424,124.0,1.1477190917836595
19,20180320,gchure,Y20I,O2,R1220,10.0,11484.158594366352,1220.0,0.3639036598864416
24,20180320,gchure,Y20I,O2,R60,10.0,16984.481682275906,60.0,0.9818790322264649
37,20180320,gchure,auto,O2,R0,10.0,8245.214468374768,0.0,0.0
51,20180320,gchure,Y20I,O2,R260,10.0,17133.866461922233,260.0,0.9986627944434143
53,20180320,gchure,wt,O2,R260,10.0,7428.905873311266,260.0,-0.09171435930511003
63,20180320,gchure,delta,O2,R0,10.0,17145.76833200537,0.0,1.0
7,20180320,gchure,Y20I,O2,R124,25.0,16779.431481758853,124.0,0.9275563823067633
16,20180320,gchure,Y20I,O2,R1220,25.0,14523.726865796627,1220.0,0.6860612604394596
20,20180320,gchure,Y20I,O2,R60,25.0,17086.07888591238,60.0,0.9603859698832193
36,20180320,gchure,auto,O2,R0,25.0,8115.51646369792,0.0,0.0
55,20180320,gchure,wt,O2,R260,25.0,9319.3630038815,260.0,0.1288834827370121
56,20180320,gchure,Y20I,O2,R260,25.0,16354.02227152282,260.0,0.8820121881146524
59,20180320,gchure,delta,O2,R0,25.0,17456.09692147497,0.0,1.0
1,20180320,gchure,Y20I,O2,R260,50.0,16318.029094324991,260.0,0.900939801255835
3,20180320,gchure,wt,O2,R260,50.0,11779.582437234496,260.0,0.4023915237090579
25,20180320,gchure,delta,O2,R0,50.0,17219.806210181123,0.0,1.0
46,20180320,gchure,Y20I,O2,R124,50.0,16854.903289050337,124.0,0.9599154211678744
62,20180320,gchure,Y20I,O2,R60,50.0,17167.486331416578,60.0,0.9942526623291322
67,20180320,gchure,Y20I,O2,R1220,50.0,14947.311740404057,1220.0,0.7503665264255318
82,20180320,gchure,auto,O2,R0,50.0,8116.481895386621,0.0,0.0
4,20180320,gchure,Y20I,O2,R60,75.0,17176.021163834943,60.0,1.029625150584278
8,20180320,gchure,Y20I,O2,R1220,75.0,15744.667793756227,1220.0,0.8656572092196562
17,20180320,gchure,Y20I,O2,R124,75.0,16631.43373540453,124.0,0.9672402207693034
31,20180320,gchure,auto,O2,R0,75.0,8187.938390206889,0.0,0.0
52,20180320,gchure,delta,O2,R0,75.0,16917.409274370526,0.0,1.0
64,20180320,gchure,wt,O2,R260,75.0,13634.738333669578,260.0,0.6239553365535444
65,20180320,gchure,Y20I,O2,R260,75.0,16950.101727983067,260.0,1.0037450670317085
0,20180320,gchure,Y20I,O2,R124,100.0,17094.704555409848,124.0,1.0090230388522914
33,20180320,gchure,auto,O2,R0,100.0,8194.578125696647,0.0,0.0
40,20180320,gchure,Y20I,O2,R260,100.0,17228.80131896064,260.0,1.0242258255685062
48,20180320,gchure,delta,O2,R0,100.0,17015.116495005448,0.0,1.0
50,20180320,gchure,Y20I,O2,R60,100.0,17054.22727691184,60.0,1.0044340583611628
68,20180320,gchure,wt,O2,R260,100.0,14207.833869705153,260.0,0.6817334149275651
71,20180320,gchure,Y20I,O2,R1220,100.0,16302.927652475877,1220.0,0.9192578941657753
18,20180320,gchure,auto,O2,R0,250.0,8428.864132363928,0.0,0.0
23,20180320,gchure,Y20I,O2,R260,250.0,17073.805245421107,260.0,0.9758290898805213
28,20180320,gchure,Y20I,O2,R124,250.0,16726.18189568016,124.0,0.93658984318553
45,20180320,gchure,Y20I,O2,R1220,250.0,16757.855890790684,1220.0,0.9401651602891824
70,20180320,gchure,delta,O2,R0,250.0,17287.937101909905,0.0,1.0
