date,username,mut_class,mutant,rbs,repressors,mean_intensity,area,eccentricity,operator,IPTG_uM
20171127,mrazomej,DNA,wt,R124,124,116.63775165302162,3.3280000000000003,0.9256051951783585,O2,0.0
20171127,mrazomej,DNA,wt,R124,124,85.58012551873021,3.5072,0.9040801160399587,O2,0.0
20171127,mrazomej,DNA,wt,R124,124,180.62253433121552,2.9952,0.9255102869041673,O2,0.0
20171127,mrazomej,DNA,wt,R124,124,143.25977045941264,4.224,0.9483024027938597,O2,0.0
20171127,mrazomej,DNA,wt,R124,124,109.46431658325456,4.3776,0.8827616625838457,O2,0.0
20171127,mrazomej,DNA,Q21A,R60,60,2829.194631805454,4.1984,0.9487964380412153,O2,0.0
20171127,mrazomej,DNA,Q21A,R60,60,3729.0482730259037,4.0192000000000005,0.9511681209708474,O2,0.0
20171127,mrazomej,DNA,Q21A,R60,60,3073.217200158548,2.56,0.8477675647006162,O2,0.0
20171127,mrazomej,DNA,Q21A,R60,60,3031.587638260522,5.324800000000001,0.9498807181499578,O2,0.0
20171127,mrazomej,DNA,Q21A,R60,60,3598.039748451083,4.0704,0.9509095942475956,O2,0.0
20171127,mrazomej,DNA,Q21A,R60,60,4152.887981963179,4.5568,0.9095971657867394,O2,0.0
20171127,mrazomej,DNA,Q21A,R60,60,7736.916922688932,4.6592,0.9473379903573459,O2,0.0
20171127,mrazomej,DNA,Q21M,R60,60,4296.196193488801,3.8400000000000003,0.950693710615173,O2,0.0
20171127,mrazomej,DNA,Q21M,R60,60,6936.840094026357,3.7888,0.9482068092163912,O2,0.0
20171127,mrazomej,DNA,Q21M,R60,60,5622.555032242508,5.043200000000001,0.9483655843625097,O2,0.0
20171127,mrazomej,DNA,Q21M,R60,60,8846.283725020301,3.8144,0.9463166612061865,O2,0.0
20171127,mrazomej,DNA,Q21M,R60,60,9924.49411012308,4.0448,0.9496354430445877,O2,0.0
20171127,mrazomej,DNA,Q21M,R60,60,10514.54003074192,3.8144,0.9283996919685428,O2,0.0
20171127,mrazomej,DNA,Q21M,R60,60,4412.974116279446,5.9904,0.9527251307876675,O2,0.0
20171127,mrazomej,DNA,Q21M,R60,60,4767.656728572283,4.7616000000000005,0.9613101932310555,O2,0.0
20171127,mrazomej,DNA,Q21M,R60,60,6010.220402468629,4.9152000000000005,0.9598003715159155,O2,0.0
