,date,username,mutant,operator,strain,IPTGuM,mean_FITC_H,repressors,fold_change
0,20190319,gchure,Q21M,O2,R60,0.0,5585.985265803913,60.0,0.042272533107015176
16,20190319,gchure,delta,O2,R0,0.0,22192.933912548044,0.0,1.0
38,20190319,gchure,Q21M,O2,R1220,0.0,4571.420189453336,1220.0,-0.016237724330423645
60,20190319,gchure,Q21M,O2,R124,0.0,5253.308028177475,124.0,0.023086941890811237
67,20190319,gchure,Q21M,O2,R260,0.0,4768.118857657534,260.0,-0.0048940560113574765
4,20190319,gchure,delta,O2,R0,0.1,20860.472515634327,0.0,1.0
12,20190319,gchure,Q21M,O2,R260,0.1,4316.866794375103,260.0,-0.007751559545116999
28,20190319,gchure,Q21M,O2,R124,0.1,4484.398516042689,124.0,0.00245361317408254
59,20190319,gchure,Q21M,O2,R1220,0.1,4192.3031268081795,1220.0,-0.015339338918504553
70,20190319,gchure,Q21M,O2,R60,0.1,4570.526559111008,60.0,0.0077000915528033015
1,20190319,gchure,Q21M,O2,R260,5.0,4390.545979739086,260.0,-0.0007640720158274298
19,20190319,gchure,Q21M,O2,R124,5.0,5158.503483068304,124.0,0.04562474626307218
29,20190319,gchure,Q21M,O2,R1220,5.0,4238.3476124243125,1220.0,-0.009957682825153072
57,20190319,gchure,delta,O2,R0,5.0,20957.992762845362,0.0,1.0
66,20190319,gchure,Q21M,O2,R60,5.0,4592.318840667649,60.0,0.01142410837000341
10,20190319,gchure,delta,O2,R0,10.0,20448.31549487814,0.0,1.0
33,20190319,gchure,Q21M,O2,R124,10.0,4492.00128274986,124.0,0.0235758336846478
34,20190319,gchure,Q21M,O2,R1220,10.0,4148.010845261519,1220.0,0.0025258235331989845
53,20190319,gchure,Q21M,O2,R60,10.0,4699.433873451687,60.0,0.036269378807287325
69,20190319,gchure,Q21M,O2,R260,10.0,4269.601790924904,260.0,0.009966410135625303
9,20190319,gchure,delta,O2,R0,25.0,20222.160477897705,0.0,1.0
35,20190319,gchure,Q21M,O2,R1220,25.0,4648.773032835757,1220.0,0.03865134214337478
36,20190319,gchure,Q21M,O2,R124,25.0,4996.581650547206,124.0,0.0601216451848554
49,20190319,gchure,Q21M,O2,R60,25.0,4832.0358218892015,60.0,0.04996419472044559
68,20190319,gchure,Q21M,O2,R260,25.0,5199.930934399043,260.0,0.07267444153675351
11,20190319,gchure,Q21M,O2,R60,50.0,7205.934994811999,60.0,0.18309890320884606
31,20190319,gchure,Q21M,O2,R260,50.0,6515.730037602789,260.0,0.1427121289022274
52,20190319,gchure,delta,O2,R0,50.0,21166.673286864552,0.0,1.0
62,20190319,gchure,Q21M,O2,R124,50.0,7063.277538927866,124.0,0.17475141973488645
64,20190319,gchure,Q21M,O2,R1220,50.0,5673.1342587366835,1220.0,0.0934083312442513
5,20190319,gchure,delta,O2,R0,75.0,20793.295736884673,0.0,1.0
22,20190319,gchure,Q21M,O2,R1220,75.0,5320.727051346599,1220.0,0.07939567655838049
23,20190319,gchure,Q21M,O2,R124,75.0,9175.830625326234,124.0,0.30877097226077416
39,20190319,gchure,Q21M,O2,R60,75.0,10680.129451244507,60.0,0.3982754385865835
55,20190319,gchure,Q21M,O2,R260,75.0,6701.116587258757,260.0,0.16152764834804784
2,20190319,gchure,Q21M,O2,R60,100.0,11343.909167214502,60.0,0.44645419617478826
13,20190319,gchure,Q21M,O2,R1220,100.0,6025.072071698509,1220.0,0.1254918312626607
48,20190319,gchure,Q21M,O2,R124,100.0,10897.042035805702,124.0,0.41948823938333424
61,20190319,gchure,Q21M,O2,R260,100.0,8288.206042042582,260.0,0.26205943395291353
63,20190319,gchure,delta,O2,R0,100.0,20517.009434776453,0.0,1.0
20,20190319,gchure,Q21M,O2,R60,250.0,15860.145069217908,60.0,0.7303235072702954
30,20190319,gchure,Q21M,O2,R1220,250.0,7861.269764324624,1220.0,0.23916036185171524
42,20190319,gchure,Q21M,O2,R260,250.0,11716.350617618915,260.0,0.47587784594459037
47,20190319,gchure,delta,O2,R0,250.0,20251.98240092066,0.0,1.0
65,20190319,gchure,Q21M,O2,R124,250.0,14579.785536133624,124.0,0.651704277495375
8,20190319,gchure,Q21M,O2,R124,500.0,16441.083015777418,124.0,0.7484860995106661
24,20190319,gchure,Q21M,O2,R260,500.0,13709.149637027844,260.0,0.5842302118145896
32,20190319,gchure,delta,O2,R0,500.0,20624.307310529577,0.0,1.0
40,20190319,gchure,Q21M,O2,R60,500.0,17451.475025366515,60.0,0.8092353248567258
46,20190319,gchure,Q21M,O2,R1220,500.0,9347.550026821968,1220.0,0.32199160038946845
7,20190319,gchure,Q21M,O2,R1220,1000.0,10085.543910218305,1220.0,0.3621498113204356
15,20190319,gchure,Q21M,O2,R60,1000.0,17929.087095221985,60.0,0.8331241924113437
26,20190319,gchure,Q21M,O2,R260,1000.0,14734.59669403313,260.0,0.6413074197980032
37,20190319,gchure,delta,O2,R0,1000.0,20708.214062430303,0.0,1.0
43,20190319,gchure,Q21M,O2,R124,1000.0,17197.624709059055,124.0,0.7892027099271234
27,20190319,gchure,Q21M,O2,R124,5000.0,16656.395195928282,124.0,0.8562986962550347
44,20190319,gchure,Q21M,O2,R260,5000.0,14325.825060874135,260.0,0.6989270121799724
50,20190319,gchure,delta,O2,R0,5000.0,18784.516076407766,0.0,1.0
56,20190319,gchure,Q21M,O2,R1220,5000.0,10393.363691761297,1220.0,0.433387666717179
71,20190319,gchure,Q21M,O2,R60,5000.0,16829.17538529485,60.0,0.8679656737754486
