,date,username,mutant,operator,strain,IPTGuM,mean_FITC_H,repressors,fold_change
10,20181219,gchure,Q294V,O1,R260,0.0,5186.5308483910285,260.0,0.011538859780726413
21,20181219,gchure,delta,O1,R0,0.0,16980.94464847276,0.0,1.0
81,20181219,gchure,F164T,O1,R260,0.0,5165.057418409161,260.0,0.00973922383068468
34,20181219,gchure,Q294V,O3,R260,0.0,28372.879298043536,260.0,0.6819069444455235
62,20181219,gchure,F164T,O3,R260,0.0,33029.90915154312,260.0,0.8180609808142175
74,20181219,gchure,delta,O3,R260,0.0,39252.97433905042,260.0,1.0
1,20181219,gchure,Q294V,O1,R260,0.1,5383.441053907328,260.0,-0.004084815319477444
61,20181219,gchure,delta,O1,R0,0.1,16942.515601220195,0.0,1.0
76,20181219,gchure,F164T,O1,R260,0.1,5347.332300628433,260.0,-0.007221420306239511
16,20181219,gchure,F164T,O3,R260,0.1,30537.57087201001,260.0,0.8962787037976336
70,20181219,gchure,delta,O3,R260,0.1,33443.07502633732,260.0,1.0
72,20181219,gchure,Q294V,O3,R260,0.1,19366.516757313857,260.0,0.4974920729138371
3,20181219,gchure,F164T,O1,R260,5.0,5257.53421914192,260.0,0.011171754772488012
52,20181219,gchure,delta,O1,R0,5.0,16416.701914022084,0.0,1.0
65,20181219,gchure,Q294V,O1,R260,5.0,5199.486401960861,260.0,0.006028062808008529
18,20181219,gchure,delta,O3,R260,5.0,35396.01454014011,260.0,1.0
28,20181219,gchure,F164T,O3,R260,5.0,31343.317174363277,260.0,0.8660909703693211
43,20181219,gchure,Q294V,O3,R260,5.0,22753.0819767022,260.0,0.5822528359623611
26,20181219,gchure,F164T,O1,R260,10.0,5187.755695751089,260.0,0.005432313376080882
68,20181219,gchure,Q294V,O1,R260,10.0,5100.178422899642,260.0,-0.003721736684821317
80,20181219,gchure,delta,O1,R0,10.0,14702.836461227103,0.0,1.0
7,20181219,gchure,Q294V,O3,R260,10.0,22087.263514400915,260.0,0.5341903201335451
50,20181219,gchure,F164T,O3,R260,10.0,35134.90999300468,260.0,0.9453595421026095
56,20181219,gchure,delta,O3,R260,10.0,36868.81744517245,260.0,1.0
29,20181219,gchure,F164T,O1,R260,25.0,5630.837745962987,260.0,0.056503747661585293
73,20181219,gchure,Q294V,O1,R260,25.0,5129.659751681769,260.0,0.0034146120626604762
75,20181219,gchure,delta,O1,R0,25.0,14537.736568561058,0.0,1.0
4,20181219,gchure,Q294V,O3,R260,25.0,23847.390004412562,260.0,0.7208639024272444
47,20181219,gchure,F164T,O3,R260,25.0,31376.77554234421,260.0,1.010339758400121
51,20181219,gchure,delta,O3,R260,25.0,31107.834192807713,260.0,1.0
19,20181219,gchure,Q294V,O1,R260,50.0,5212.638703382091,260.0,0.008572575215714848
38,20181219,gchure,delta,O1,R0,50.0,15337.298908340219,0.0,1.0
64,20181219,gchure,F164T,O1,R260,50.0,6203.2986823891215,260.0,0.10558002553417777
2,20181219,gchure,F164T,O3,R260,50.0,36745.34236300971,260.0,1.1281946211143636
17,20181219,gchure,delta,O3,R260,50.0,33152.393320962685,260.0,1.0
45,20181219,gchure,Q294V,O3,R260,50.0,29396.958781212463,260.0,0.8660079777616915
36,20181219,gchure,F164T,O1,R260,75.0,7165.569796550933,260.0,0.20774975288758618
69,20181219,gchure,delta,O1,R0,75.0,15076.60157962662,0.0,1.0
79,20181219,gchure,Q294V,O1,R260,75.0,5295.965651693041,260.0,0.020518253080592342
9,20181219,gchure,Q294V,O3,R260,75.0,28893.39126755299,260.0,0.7307915005032508
46,20181219,gchure,delta,O3,R260,75.0,37661.671198962336,260.0,1.0
53,20181219,gchure,F164T,O3,R260,75.0,35627.7247245506,260.0,0.9375526690848844
5,20181219,gchure,F164T,O1,R260,100.0,7868.033223811817,260.0,0.2755997814228893
23,20181219,gchure,delta,O1,R0,100.0,15057.658044788197,0.0,1.0
83,20181219,gchure,Q294V,O1,R260,100.0,5235.51685312276,260.0,0.010357090487036393
8,20181219,gchure,delta,O3,R260,100.0,34882.701867413845,260.0,1.0
12,20181219,gchure,Q294V,O3,R260,100.0,29294.65775192942,260.0,0.8121664483582643
67,20181219,gchure,F164T,O3,R260,100.0,34660.45311332611,260.0,0.9925294482352828
0,20181219,gchure,delta,O1,R0,250.0,14008.944083777076,0.0,1.0
30,20181219,gchure,F164T,O1,R260,250.0,10529.321017504084,260.0,0.6143983495625551
58,20181219,gchure,Q294V,O1,R260,250.0,5569.331987811292,260.0,0.06474687307383392
33,20181219,gchure,delta,O3,R260,250.0,33903.008465978,260.0,1.0
35,20181219,gchure,Q294V,O3,R260,250.0,27747.90022287435,260.0,0.7871526365444256
41,20181219,gchure,F164T,O3,R260,250.0,34265.34713044164,260.0,1.012529890030043
37,20181219,gchure,Q294V,O1,R260,500.0,6368.168999753963,260.0,0.11989023770445828
49,20181219,gchure,F164T,O1,R260,500.0,12348.897160382527,260.0,0.7160221260112886
66,20181219,gchure,delta,O1,R0,500.0,15197.921849841094,0.0,1.0
22,20181219,gchure,F164T,O3,R260,500.0,33921.432242194656,260.0,0.9520084918577768
55,20181219,gchure,Q294V,O3,R260,500.0,26814.979223153303,260.0,0.7167397699723527
57,20181219,gchure,delta,O3,R260,500.0,35371.04864335716,260.0,1.0
27,20181219,gchure,F164T,O1,R260,1000.0,13305.51258768639,260.0,0.7785786520339282
32,20181219,gchure,Q294V,O1,R260,1000.0,8587.549367624319,260.0,0.3251071724232298
44,20181219,gchure,delta,O1,R0,1000.0,15609.202726561987,0.0,1.0
6,20181219,gchure,F164T,O3,R260,1000.0,32441.704572878254,260.0,0.9470361550758147
11,20181219,gchure,Q294V,O3,R260,1000.0,26366.61666869214,260.0,0.735801007462842
13,20181219,gchure,delta,O3,R260,1000.0,33964.93599195837,260.0,1.0
20,20181219,gchure,delta,O1,R0,5000.0,15096.268045728939,0.0,1.0
48,20181219,gchure,F164T,O1,R260,5000.0,13240.739319249906,260.0,0.8135892306218537
54,20181219,gchure,Q294V,O1,R260,5000.0,10751.68738371262,260.0,0.5635332332641043
71,20181219,gchure,F164T,O3,R260,5000.0,35246.45829757755,260.0,1.0030467372363818
77,20181219,gchure,delta,O3,R260,5000.0,35155.01740309644,260.0,1.0
78,20181219,gchure,Q294V,O3,R260,5000.0,26000.968856553565,260.0,0.6949944471927533
