date,username,mut_class,mutant,rbs,repressors,mean_intensity,area,eccentricity,operator,IPTG_uM
20171130,mrazomej,DNA,wt,R1220,1220,87.8392629938542,3.0208,0.9332016829234001,O1,0.0
20171130,mrazomej,DNA,wt,R1220,1220,96.56551480784798,4.2496,0.9469396376027102,O1,0.0
20171130,mrazomej,DNA,wt,R1220,1220,104.17655254400819,3.6864000000000003,0.9421318826907108,O1,0.0
20171130,mrazomej,DNA,wt,R1220,1220,98.68536122398879,3.5328000000000004,0.9549869074196947,O1,0.0
20171130,mrazomej,DNA,wt,R1220,1220,79.51687083053199,3.3792,0.9303390092275051,O1,0.0
20171130,mrazomej,DNA,wt,R1220,1220,127.96724482590973,3.1488,0.9149141145048193,O1,0.0
20171130,mrazomej,DNA,wt,R1220,1220,83.80274347472877,4.5312,0.9531413536730914,O1,0.0
20171130,mrazomej,DNA,wt,R1220,1220,109.00080166918016,3.7888,0.9493064562129758,O1,0.0
20171130,mrazomej,DNA,wt,R1220,1220,107.33147910336228,4.352,0.9571010003893605,O1,0.0
20171130,mrazomej,DNA,wt,R1220,1220,74.72592736911761,3.712,0.9398978296010073,O1,0.0
20171130,mrazomej,DNA,wt,R1220,1220,91.99540148156343,3.2512000000000003,0.9171827679508825,O1,0.0
20171130,mrazomej,DNA,wt,R1220,1220,127.21404409526211,3.5072,0.9321287952297302,O1,0.0
20171130,mrazomej,DNA,wt,R1220,1220,100.93832427599331,5.5040000000000004,0.9752871280983041,O1,0.0
20171130,mrazomej,DNA,wt,R1220,1220,113.79902806174947,2.688,0.8517002245124299,O1,0.0
20171130,mrazomej,DNA,wt,R1220,1220,84.22579179299633,2.9696000000000002,0.9145575363677899,O1,0.0
20171130,mrazomej,DNA,wt,R1220,1220,87.43484245521593,4.8384,0.963329700349973,O1,0.0
20171130,mrazomej,DNA,wt,R1220,1220,106.04320666036044,2.8672,0.9125838487431368,O1,0.0
20171130,mrazomej,DNA,wt,R1220,1220,75.30624959080811,2.8928000000000003,0.9107171650023621,O1,0.0
20171130,mrazomej,DNA,wt,R1220,1220,96.39367982996963,1.9712,0.8200162854650159,O1,0.0
20171130,mrazomej,DNA,wt,R1220,1220,99.78518032891073,3.1744000000000003,0.9103984912627006,O1,0.0
20171130,mrazomej,DNA,wt,R1220,1220,78.39119365895439,2.9952,0.9524126436136662,O1,0.0
20171130,mrazomej,DNA,wt,R1220,1220,81.27871388454535,4.2752,0.9582004831861495,O1,0.0
20171130,mrazomej,DNA,wt,R1220,1220,85.38797073795156,3.6864000000000003,0.9395549494004908,O1,0.0
20171130,mrazomej,DNA,wt,R1220,1220,70.74841922341004,3.8144,0.9442513575351963,O1,0.0
20171130,mrazomej,DNA,wt,R1220,1220,78.29791192334505,5.12,0.9734560473287888,O1,0.0
20171130,mrazomej,DNA,wt,R1220,1220,80.43981645084457,4.7872,0.9653142130688522,O1,0.0
20171130,mrazomej,DNA,wt,R1220,1220,87.68799394302226,4.4032,0.9214712416563717,O1,0.0
20171130,mrazomej,DNA,wt,R1220,1220,83.47768148387892,4.5824,0.9686131753212762,O1,0.0
20171130,mrazomej,DNA,wt,R1220,1220,91.71207229387845,5.478400000000001,0.9662799720132629,O1,0.0
20171130,mrazomej,DNA,wt,R1220,1220,91.46628088648262,2.5856000000000003,0.8609669973962127,O1,0.0
20171130,mrazomej,DNA,wt,R1220,1220,85.28996521965814,5.1456,0.951388388177967,O1,0.0
20171130,mrazomej,DNA,wt,R1220,1220,87.2965578688685,3.2,0.9015478539510606,O1,0.0
20171130,mrazomej,DNA,wt,R1220,1220,75.79277431627658,3.9168000000000003,0.9434006679284335,O1,0.0
20171130,mrazomej,DNA,wt,R1220,1220,87.6159488238642,3.2512000000000003,0.9326124437510229,O1,0.0
20171130,mrazomej,DNA,wt,R1220,1220,94.45955666573978,3.072,0.9432276342752144,O1,0.0
