# Date : 2017-07-10
# Equipment : MACSQuant (Bjorkman lab)
# User : mrazomej
# Description :
# IPTG titration with all the O1+11 YFP DNA mutant strains 
# The strains were grown in deep 96-well plates in 1 mL of LB + Kan + Spec and then
# diluted next morning 1:1000 into 0.5 mL of M9 + 0.5% glucose also in deep 96-well plates with the following
# IPTG concentrations:
# 0uM, 0.1uM, 5uM, 10uM, 25uM, 50uM, 75uM, 100uM, 250uM, 500uM, 1000uM, 5000uM
# Comments :
# Everything ran smoothly with this experiment except that at the beginning the flow-rate was extremely low
# then suddenly the good flow rates (order 2-4K / sec) appeared.
date,username,operator,class,strain,repressors,IPTG_uM,mean_YFP,mean_YFP_bgcorr,fold_change
20170710,mrazomej,O1,NA,auto,0,0.1,3039.1737384019343,0.0,0.0
20170710,mrazomej,O1,NA,auto,0,0.0,3060.9974740690427,0.0,0.0
20170710,mrazomej,O1,NA,auto,0,1000.0,3088.2934442602836,0.0,0.0
20170710,mrazomej,O1,NA,auto,0,100.0,3088.446978689802,0.0,0.0
20170710,mrazomej,O1,NA,auto,0,10.0,3015.7451533435483,0.0,0.0
20170710,mrazomej,O1,NA,auto,0,250.0,3111.287193347556,0.0,0.0
20170710,mrazomej,O1,NA,auto,0,25.0,3039.808780299829,0.0,0.0
20170710,mrazomej,O1,NA,auto,0,5000.0,3017.7217015688525,0.0,0.0
20170710,mrazomej,O1,NA,auto,0,500.0,3117.700836318025,0.0,0.0
20170710,mrazomej,O1,NA,auto,0,50.0,3080.498376164096,0.0,0.0
20170710,mrazomej,O1,NA,auto,0,5.0,3029.862988063672,0.0,0.0
20170710,mrazomej,O1,NA,auto,0,75.0,3076.1934834496547,0.0,0.0
20170710,mrazomej,O1,NA,delta,0,0.1,14695.87323844979,11656.699500047856,1.0
20170710,mrazomej,O1,NA,delta,0,0.0,13560.121184835254,10499.123710766211,1.0
20170710,mrazomej,O1,NA,delta,0,1000.0,14820.682466581264,11732.38902232098,1.0
20170710,mrazomej,O1,NA,delta,0,100.0,16328.421738787309,13239.974760097506,1.0
20170710,mrazomej,O1,NA,delta,0,10.0,14420.070928666459,11404.32577532291,1.0
20170710,mrazomej,O1,NA,delta,0,250.0,16335.358821855429,13224.071628507872,1.0
20170710,mrazomej,O1,NA,delta,0,25.0,15446.049795082,12406.241014782172,1.0
20170710,mrazomej,O1,NA,delta,0,5000.0,13953.155243742163,10935.43354217331,1.0
20170710,mrazomej,O1,NA,delta,0,500.0,16356.020649088965,13238.31981277094,1.0
20170710,mrazomej,O1,NA,delta,0,50.0,16512.789208186583,13432.290832022487,1.0
20170710,mrazomej,O1,NA,delta,0,5.0,15068.366980145845,12038.503992082173,1.0
20170710,mrazomej,O1,NA,delta,0,75.0,16341.460569501724,13265.267086052068,1.0
20170710,mrazomej,O1,dna,Q21A,260,0.1,3755.7029492692127,716.5292108672784,0.061469304485745446
