# Date : 2017-07-12
# Equipment : MACSQuant (Bjorkman lab)
# User : mrazomej
# Description :
# LacI titration for the 3 DNA binding domain mutants plus the wild-type for the O1 operator.
# The strains were grown in deep 96-well plates in 1 mL of LB + Kan + Spec and then
# diluted next morning 1:1000 into 0.5 mL of M9 + 0.5% glucose also in deep 96-well plates 
# Comments :
# Everything ran smoothly with this experiment.
date,username,operator,class,strain,repressors,IPTG_uM,mean_YFP,mean_YFP_bgcorr,fold_change
20170712,mrazomej,O1,NA,auto,0,0.0,3008.184334098482,28.573984590520013,0.004324256667658989
20170712,mrazomej,O1,NA,delta,0,0.0,9853.053581898574,6873.443232390611,1.0401955888679837
20170712,mrazomej,O1,NA,auto,0,0.0,2924.029229333786,-55.581120174175794,-0.008411393543932796
20170712,mrazomej,O1,NA,delta,0,0.0,9291.459603894466,6311.849254386503,0.9552065144108253
20170712,mrazomej,O1,NA,auto,0,0.0,2992.8543484061843,13.243998898222344,0.00200428646416737
20170712,mrazomej,O1,NA,delta,0,0.0,9824.45560885875,6844.845259350788,1.0358677018976794
20170712,mrazomej,O1,NA,auto,0,0.0,2993.373486193396,13.763136685433892,0.0020828504121065054
20170712,mrazomej,O1,NA,delta,0,0.0,9380.82188403137,6401.211534523407,0.9687301948235116
20170712,mrazomej,O1,dna,Q21A,1220,0.0,3179.4668529141118,199.85650340614984,0.030245372838752796
20170712,mrazomej,O1,dna,Q21M,1220,0.0,3018.862949356504,39.252599848542104,0.005940309657559012
20170712,mrazomej,O1,NA,wt,1220,0.0,3031.518746337372,51.90839682940987,0.007855580322932461
20170712,mrazomej,O1,dna,Y20I,1220,0.0,3637.235087153987,657.6247376460251,0.09952193218186252
20170712,mrazomej,O1,dna,Q21A,124,0.0,4210.544511608977,1230.9341621010149,0.18628396893867277
20170712,mrazomej,O1,dna,Q21M,124,0.0,3032.400555306564,52.790205798602074,0.007989029275512073
20170712,mrazomej,O1,NA,wt,124,0.0,3099.1503078522574,119.53995834429543,0.018090632767174385
20170712,mrazomej,O1,dna,Y20I,124,0.0,4603.518084670906,1623.9077351629444,0.2457547994118791
20170712,mrazomej,O1,dna,Q21A,260,0.0,3381.311298028287,401.70094852032526,0.06079159172012224
20170712,mrazomej,O1,dna,Q21M,260,0.0,3050.775971565358,71.16562205739592,0.01076988106838597
20170712,mrazomej,O1,NA,wt,260,0.0,3016.1429458278826,36.532596319920685,0.005528676713702822
20170712,mrazomej,O1,dna,Y20I,260,0.0,3952.6116972520304,973.0013477440684,0.14724959174995128
20170712,mrazomej,O1,dna,Q21A,60,0.0,6127.255409868462,3147.6450603605003,0.47635026527604307
20170712,mrazomej,O1,dna,Q21M,60,0.0,3126.4462303754244,146.8358808674625,0.022221473343391
20170712,mrazomej,O1,NA,wt,60,0.0,3097.865112435394,118.25476292743224,0.01789613714711098
20170712,mrazomej,O1,dna,Y20I,60,0.0,5395.797769396406,2416.187419888444,0.36565479790427186
