,date,username,mutant,operator,strain,IPTGuM,mean_FITC_H,repressors,fold_change
2,20180614,sbarnes,delta,O3,R0,0.0,30229.93842497203,0.0,1.0
3,20180614,sbarnes,wt,O3,R260,0.0,17410.245469112873,260.0,0.5122173654045652
10,20180614,sbarnes,Q294R,O3,R260,0.0,26414.101952024816,260.0,0.8548094112418777
32,20180614,sbarnes,Q294K,O3,R260,0.0,28631.67503695457,260.0,0.9391869111944472
36,20180614,sbarnes,F164T,O3,R260,0.0,3979.881251305763,260.0,0.00119900760964856
56,20180614,sbarnes,Q294V,O3,R260,0.0,3936.7670701918614,260.0,-0.00044146450809836116
70,20180614,sbarnes,auto,O3,R0,0.0,3948.3694501114014,0.0,0.0
5,20180614,sbarnes,Q294V,O3,R260,0.1,3887.119140022962,260.0,0.0005777591497616529
8,20180614,sbarnes,Q294R,O3,R260,0.1,27125.539618561354,260.0,0.9222624115059306
16,20180614,sbarnes,delta,O3,R0,0.1,29085.536200683764,0.0,1.0
25,20180614,sbarnes,auto,O3,R0,0.1,3872.552107770486,0.0,0.0
43,20180614,sbarnes,wt,O3,R260,0.1,19140.53392194034,260.0,0.6055602842529572
52,20180614,sbarnes,Q294K,O3,R260,0.1,27751.017163424953,260.0,0.9470701670083586
64,20180614,sbarnes,F164T,O3,R260,0.1,3894.301879065018,260.0,0.0008626416934378352
1,20180614,sbarnes,auto,O3,R0,5.0,3839.158900921988,0.0,0.0
19,20180614,sbarnes,Q294V,O3,R260,5.0,3920.739454374636,260.0,0.0033898063084820454
44,20180614,sbarnes,Q294K,O3,R260,5.0,26865.873233019494,260.0,0.9567978912016617
50,20180614,sbarnes,F164T,O3,R260,5.0,3901.865494108142,260.0,0.002605562185714029
63,20180614,sbarnes,Q294R,O3,R260,5.0,27237.938142792307,260.0,0.9722578007626421
77,20180614,sbarnes,delta,O3,R0,5.0,27905.593979680154,0.0,1.0
83,20180614,sbarnes,wt,O3,R260,5.0,23303.304867485855,260.0,0.8087673102753623
27,20180614,sbarnes,Q294V,O3,R260,10.0,4008.7885308306513,260.0,0.00399306043921219
29,20180614,sbarnes,delta,O3,R0,10.0,28520.191882770472,0.0,1.0
35,20180614,sbarnes,auto,O3,R0,10.0,3910.5206261136777,0.0,0.0
45,20180614,sbarnes,wt,O3,R260,10.0,25746.58985916061,260.0,0.887296258666616
49,20180614,sbarnes,Q294K,O3,R260,10.0,27677.520475163925,260.0,0.9657585264419731
58,20180614,sbarnes,Q294R,O3,R260,10.0,27369.15581231016,260.0,0.9532283036837007
74,20180614,sbarnes,F164T,O3,R260,10.0,3975.109791740931,260.0,0.0026245440239183325
30,20180614,sbarnes,delta,O3,R0,25.0,28654.027585804317,0.0,1.0
34,20180614,sbarnes,Q294V,O3,R260,25.0,4283.996578491664,260.0,0.015258424708251872
40,20180614,sbarnes,auto,O3,R0,25.0,3906.3865612110626,0.0,0.0
41,20180614,sbarnes,wt,O3,R260,25.0,29387.886175179596,260.0,1.0296536784514532
53,20180614,sbarnes,Q294K,O3,R260,25.0,27462.159698993117,260.0,0.9518391314296677
55,20180614,sbarnes,Q294R,O3,R260,25.0,27215.95835852174,260.0,0.9418906543111127
75,20180614,sbarnes,F164T,O3,R260,25.0,4222.937642013774,260.0,0.012791161811670667
0,20180614,sbarnes,Q294K,O3,R260,50.0,26520.822900094132,260.0,0.9372287350240672
4,20180614,sbarnes,wt,O3,R260,50.0,25898.466492069496,260.0,0.9114437912735955
13,20180614,sbarnes,Q294R,O3,R260,50.0,26997.291584458908,260.0,0.9569693821304448
37,20180614,sbarnes,F164T,O3,R260,50.0,4328.6853242897205,260.0,0.017782880981869264
72,20180614,sbarnes,auto,O3,R0,50.0,3899.4701187299524,0.0,0.0
79,20180614,sbarnes,Q294V,O3,R260,50.0,4448.69712648411,260.0,0.02275510835685049
80,20180614,sbarnes,delta,O3,R0,50.0,28035.8969439097,0.0,1.0
20,20180614,sbarnes,auto,O3,R0,75.0,3890.108123723302,0.0,0.0
22,20180614,sbarnes,delta,O3,R0,75.0,27622.0022700733,0.0,1.0
23,20180614,sbarnes,Q294V,O3,R260,75.0,4597.625545500089,260.0,0.0298129351754927
47,20180614,sbarnes,Q294R,O3,R260,75.0,26488.88089370378,260.0,0.9522532264225612
60,20180614,sbarnes,Q294K,O3,R260,75.0,26456.93964846139,260.0,0.950907305821137
61,20180614,sbarnes,wt,O3,R260,75.0,26744.323955249223,260.0,0.9630169294784646
68,20180614,sbarnes,F164T,O3,R260,75.0,4266.675947581584,260.0,0.01586758400050419
17,20180614,sbarnes,F164T,O3,R260,100.0,4856.988819284585,260.0,0.04331797278812784
31,20180614,sbarnes,Q294K,O3,R260,100.0,24692.16733965021,260.0,0.8900445483500429
38,20180614,sbarnes,wt,O3,R260,100.0,24764.498358884506,260.0,0.8931322239240377
57,20180614,sbarnes,auto,O3,R0,100.0,3842.234176887008,0.0,0.0
65,20180614,sbarnes,delta,O3,R0,100.0,27267.95281244815,0.0,1.0
66,20180614,sbarnes,Q294V,O3,R260,100.0,4944.231691414813,260.0,0.04704220739913313
67,20180614,sbarnes,Q294R,O3,R260,100.0,25450.19947399549,260.0,0.9224035186825287
7,20180614,sbarnes,Q294K,O3,R260,250.0,25678.364873058996,260.0,0.95616308496884
14,20180614,sbarnes,wt,O3,R260,250.0,24815.103028446705,260.0,0.9183796608016801
39,20180614,sbarnes,F164T,O3,R260,250.0,5603.456686147463,260.0,0.07752032335862959
42,20180614,sbarnes,delta,O3,R0,250.0,26679.934661029754,0.0,1.0
46,20180614,sbarnes,Q294R,O3,R260,250.0,26248.1187252939,260.0,0.9811001902101043
51,20180614,sbarnes,Q294V,O3,R260,250.0,6054.7379812701465,260.0,0.09727209705133057
69,20180614,sbarnes,auto,O3,R0,250.0,3832.3007146440405,0.0,0.0
6,20180614,sbarnes,auto,O3,R0,500.0,3854.156424752543,0.0,0.0
18,20180614,sbarnes,delta,O3,R0,500.0,24871.26854348862,0.0,1.0
21,20180614,sbarnes,Q294R,O3,R260,500.0,24983.03457123993,260.0,1.0053178584726525
26,20180614,sbarnes,Q294V,O3,R260,500.0,6556.839926125293,260.0,0.12859442753618822
62,20180614,sbarnes,F164T,O3,R260,500.0,6400.039094120079,260.0,0.12113380063752738
71,20180614,sbarnes,Q294K,O3,R260,500.0,24453.8774655714,260.0,0.9801404172200648
82,20180614,sbarnes,wt,O3,R260,500.0,24527.110216842717,260.0,0.9836248517540573
15,20180614,sbarnes,delta,O3,R0,1000.0,24339.164072905816,0.0,1.0
33,20180614,sbarnes,Q294K,O3,R260,1000.0,23458.758907024734,260.0,0.9570048040321765
48,20180614,sbarnes,F164T,O3,R260,1000.0,6573.264080719071,260.0,0.13238997076489384
59,20180614,sbarnes,Q294V,O3,R260,1000.0,6742.65970215039,260.0,0.14066252324616196
73,20180614,sbarnes,wt,O3,R260,1000.0,22664.744281418,260.0,0.9182285499252227
78,20180614,sbarnes,Q294R,O3,R260,1000.0,23420.774096368314,260.0,0.955149789498795
81,20180614,sbarnes,auto,O3,R0,1000.0,3862.3376260638593,0.0,0.0
9,20180614,sbarnes,wt,O3,R260,5000.0,20757.278414682976,260.0,0.9021329193846963
11,20180614,sbarnes,auto,O3,R0,5000.0,3807.2400965530815,0.0,0.0
12,20180614,sbarnes,Q294R,O3,R260,5000.0,21562.170865680448,260.0,0.9449717592138892
24,20180614,sbarnes,F164T,O3,R260,5000.0,6835.741407728518,260.0,0.16118610931332172
28,20180614,sbarnes,Q294V,O3,R260,5000.0,6639.578133921627,260.0,0.15074569947152294
54,20180614,sbarnes,Q294K,O3,R260,5000.0,20904.663404418443,260.0,0.9099771996493211
76,20180614,sbarnes,delta,O3,R0,5000.0,22596.088118738928,0.0,1.0
