,date,username,mutant,operator,strain,IPTGuM,mean_FITC_H,repressors,run_no,fold_change
0,20180522,gchure,Y20I,O1,R1220,75.0,5079.568197164182,1220.0,1.0,0.011099081395361442
1,20180522,gchure,Y20I,O1,R1220,1000.0,5255.1567061020405,1220.0,1.0,0.0243415838641779
2,20180522,gchure,Y20I,O1,R124,100.0,6957.473680884531,124.0,1.0,0.15272661815616154
3,20180522,gchure,Y20I,O1,R260,0.0,5954.686886832164,260.0,1.0,0.07709862475122517
4,20180522,gchure,Y20I,O1,R1220,0.0,5268.8490132475345,1220.0,1.0,0.02537422781266183
5,20180522,gchure,delta,O1,R0,0.1,18191.866132841777,0.0,1.0,1.0
6,20180522,gchure,Y20I,O1,R124,0.0,7194.797755947723,124.0,1.0,0.17062508240615487
7,20180522,gchure,Y20I,O1,R1220,0.1,5288.585455937515,1220.0,1.0,0.02686270728451733
8,20180522,gchure,delta,O1,R0,0.0,18960.60286362257,0.0,1.0,1.0579764479851999
9,20180522,gchure,auto,O1,R0,5000.0,4932.40030670083,0.0,1.0,0.0
10,20180522,gchure,Y20I,O1,R260,250.0,5834.168982765803,260.0,1.0,0.06800942721894138
11,20180522,gchure,delta,O1,R0,1000.0,18023.15132248019,0.0,1.0,0.9872758968895288
12,20180522,gchure,Y20I,O1,R1220,25.0,5139.359613458276,1220.0,1.0,0.01560841963553518
13,20180522,gchure,auto,O1,R0,500.0,4677.0857816204,0.0,1.0,-0.019255264761652704
14,20180522,gchure,Y20I,O1,R1220,10.0,5163.969192336653,1220.0,1.0,0.01746442041272028
15,20180522,gchure,Y20I,O1,R60,0.1,8389.068118765323,60.0,1.0,0.26069434903249994
16,20180522,gchure,Y20I,O1,R60,500.0,8200.910306370482,60.0,1.0,0.24650389710464862
17,20180522,gchure,auto,O1,R0,10.0,4631.381889695886,0.0,1.0,-0.0227021526320833
18,20180522,gchure,Y20I,O1,R124,10.0,7195.115779492899,124.0,1.0,0.17064906704847346
19,20180522,gchure,auto,O1,R0,0.1,4723.849843362321,0.0,1.0,-0.015728421195320943
20,20180522,gchure,delta,O1,R0,75.0,17343.078647096256,0.0,1.0,0.9359862986280985
21,20180522,gchure,auto,O1,R0,25.0,4564.966480646982,0.0,1.0,-0.027711057962037558
22,20180522,gchure,Y20I,O1,R124,25.0,7100.474045896203,124.0,1.0,0.16351139386935415
23,20180522,gchure,Y20I,O1,R124,250.0,7111.158669141565,124.0,1.0,0.1643172048564225
24,20180522,gchure,Y20I,O1,R1220,500.0,5212.616286601158,1220.0,1.0,0.021133278185904332
25,20180522,gchure,Y20I,O1,R260,50.0,5750.60531013729,260.0,1.0,0.061707237242044445
26,20180522,gchure,Y20I,O1,R60,5.0,8438.136875124776,60.0,1.0,0.26439500764143986
27,20180522,gchure,Y20I,O1,R60,5000.0,8459.292331717645,60.0,1.0,0.2659905060476548
28,20180522,gchure,delta,O1,R0,500.0,18380.452883744132,0.0,1.0,1.0142228015347765
29,20180522,gchure,Y20I,O1,R260,100.0,5755.600480320285,260.0,1.0,0.06208396208514839
30,20180522,gchure,auto,O1,R0,0.0,4675.741876694316,0.0,1.0,-0.019356619140758587
31,20180522,gchure,delta,O1,R0,25.0,18038.082294372856,0.0,1.0,0.988401958232304
32,20180522,gchure,delta,O1,R0,10.0,17879.447438604235,0.0,1.0,0.976438063317633
33,20180522,gchure,Y20I,O1,R124,1000.0,7236.156015956716,124.0,1.0,0.17374423219327945
34,20180522,gchure,Y20I,O1,R124,75.0,6949.875827331885,124.0,1.0,0.15215360460853683
35,20180522,gchure,Y20I,O1,R260,5000.0,6208.410832435208,260.0,1.0,0.09623393147699302
36,20180522,gchure,auto,O1,R0,75.0,4505.585496775793,0.0,1.0,-0.032189442283834246
37,20180522,gchure,Y20I,O1,R60,50.0,8077.3983913940365,60.0,1.0,0.23718889779804436
38,20180522,gchure,Y20I,O1,R60,250.0,8023.364070574099,60.0,1.0,0.23311374714503622
39,20180522,gchure,auto,O1,R0,5.0,4703.005043257321,0.0,1.0,-0.017300490566615277
40,20180522,gchure,Y20I,O1,R60,1000.0,8260.375997414349,60.0,1.0,0.2509886698567025
41,20180522,gchure,Y20I,O1,R260,0.1,6086.552774426132,260.0,1.0,0.08704366245658994
42,20180522,gchure,delta,O1,R0,250.0,17707.142909716815,0.0,1.0,0.9634432314634174
43,20180522,gchure,Y20I,O1,R124,500.0,7208.181678631081,124.0,1.0,0.17163446867094478
44,20180522,gchure,Y20I,O1,R1220,250.0,5189.535256314124,1220.0,1.0,0.01939255721043864
45,20180522,gchure,Y20I,O1,R1220,50.0,5007.851612218878,1220.0,1.0,0.005690372938651574
46,20180522,gchure,Y20I,O1,R260,1000.0,6006.20932905607,260.0,1.0,0.08098433499773669
47,20180522,gchure,auto,O1,R0,100.0,4542.689690908646,0.0,1.0,-0.029391124868987685
48,20180522,gchure,Y20I,O1,R124,5000.0,7562.883814460785,124.0,1.0,0.19838533031805666
49,20180522,gchure,Y20I,O1,R60,0.0,8340.742247815087,60.0,1.0,0.2570497172212424
50,20180522,gchure,delta,O1,R0,5.0,17796.99157488082,0.0,1.0,0.9702194218727527
51,20180522,gchure,Y20I,O1,R124,5.0,7286.853042545319,124.0,1.0,0.17756769139241657
52,20180522,gchure,Y20I,O1,R260,25.0,5880.203125704929,260.0,1.0,0.07148122190077316
53,20180522,gchure,Y20I,O1,R260,10.0,5917.990233035431,260.0,1.0,0.07433104313987651
54,20180522,gchure,Y20I,O1,R60,100.0,7982.1510285803815,60.0,1.0,0.2300055493839721
55,20180522,gchure,Y20I,O1,R60,75.0,7953.0461548210005,60.0,1.0,0.22781052326896822
56,20180522,gchure,auto,O1,R0,50.0,4518.863831695257,0.0,1.0,-0.031188019217960352
57,20180522,gchure,delta,O1,R0,100.0,17417.492147303816,0.0,1.0,0.9415984025531943
