# Date : 2017-03-09
# Equipment : MACSQuant (Bjorkman lab)
# User : sbarnes
# Description :
# IPTG titration with all the O2+11 YFP DNA mutant strains
# The strains were grown in deep 96-well plates in 1 mL of LB + Kan + Spec and then
# diluted next morning 1:1000 into 0.5 mL of M9 + 0.5% glucose also in deep 96-well plates with the following
# IPTG concentrations:
# 0uM, 0.1uM, 5uM, 10uM, 25uM, 50uM, 75uM, 100uM, 250uM, 500uM, 1000uM, 5000uM
# Comments :
# Steph prepared the plate, Nathan ran the flow cytometer and processed data.
# The flow rates looked okay and everything ran normally.
date,username,operator,class,strain,repressors,IPTG_uM,mean_YFP,mean_YFP_bgcorr,fold_change
20170309,sbarnes,O2,NA,auto,260,0.1,2981.3286339665456,0.0,0.0
20170309,sbarnes,O2,NA,auto,260,0.0,3023.933235161796,0.0,0.0
20170309,sbarnes,O2,NA,auto,260,1000.0,2861.786503029827,0.0,0.0
20170309,sbarnes,O2,NA,auto,260,100.0,2860.156069826569,0.0,0.0
20170309,sbarnes,O2,NA,auto,260,10.0,2929.346223165885,0.0,0.0
20170309,sbarnes,O2,NA,auto,260,250.0,2933.632270877109,0.0,0.0
20170309,sbarnes,O2,NA,auto,260,25.0,2921.666560533599,0.0,0.0
20170309,sbarnes,O2,NA,auto,260,5000.0,2784.1544238222555,0.0,0.0
20170309,sbarnes,O2,NA,auto,260,500.0,2909.1455943430633,0.0,0.0
20170309,sbarnes,O2,NA,auto,260,50.0,2902.1695610655897,0.0,0.0
20170309,sbarnes,O2,NA,auto,260,5.0,2936.1835299067566,0.0,0.0
20170309,sbarnes,O2,NA,auto,260,75.0,2869.706086477567,0.0,0.0
20170309,sbarnes,O2,NA,delta,260,0.1,11719.004874467484,8737.67624050094,1.0
20170309,sbarnes,O2,NA,delta,260,0.0,10696.590047813452,7672.656812651656,1.0
20170309,sbarnes,O2,NA,delta,260,1000.0,12207.89801276174,9346.111509731913,1.0
20170309,sbarnes,O2,NA,delta,260,100.0,14335.477196982296,11475.321127155727,1.0
20170309,sbarnes,O2,NA,delta,260,10.0,11928.864389777626,8999.51816661174,1.0
20170309,sbarnes,O2,NA,delta,260,250.0,13433.228475526194,10499.596204649084,1.0
20170309,sbarnes,O2,NA,delta,260,25.0,12054.944990128502,9133.278429594904,1.0
20170309,sbarnes,O2,NA,delta,260,5000.0,10997.671925718,8213.517501895743,1.0
20170309,sbarnes,O2,NA,delta,260,500.0,12467.442305627495,9558.296711284433,1.0
20170309,sbarnes,O2,NA,delta,260,50.0,12962.711450859808,10060.541889794218,1.0
20170309,sbarnes,O2,NA,delta,260,5.0,12039.671661074288,9103.48813116753,1.0
20170309,sbarnes,O2,NA,delta,260,75.0,13191.77437942906,10322.068292951493,1.0
20170309,sbarnes,O2,dna,Q21A,260,0.1,6372.702746269569,3391.374112303023,0.38813226983431837
20170309,sbarnes,O2,dna,Q21A,260,0.0,6038.725292999763,3014.792057837967,0.39292674381927173
20170309,sbarnes,O2,dna,Q21A,260,1000.0,11920.686444287381,9058.899941257554,0.9692694049097006
20170309,sbarnes,O2,dna,Q21A,260,100.0,12576.444952152888,9716.288882326318,0.8467117194074201
20170309,sbarnes,O2,dna,Q21A,260,10.0,8230.266060636219,5300.919837470334,0.5890226275820826
20170309,sbarnes,O2,dna,Q21A,260,250.0,12434.98632434824,9501.35405347113,0.9049256626901571
20170309,sbarnes,O2,dna,Q21A,260,25.0,9681.631910919386,6759.965350385788,0.7401466409346746
20170309,sbarnes,O2,dna,Q21A,260,5000.0,11439.61105079377,8655.456626971514,1.0538063168397422
20170309,sbarnes,O2,dna,Q21A,260,500.0,12852.03358261909,9942.887988276027,1.0402363819212213
20170309,sbarnes,O2,dna,Q21A,260,50.0,11553.385938200807,8651.216377135217,0.8599155464887361
20170309,sbarnes,O2,dna,Q21A,260,5.0,7265.34673820241,4329.163208295653,0.4755499371140976
20170309,sbarnes,O2,dna,Q21A,260,75.0,12125.427170524224,9255.721084046658,0.8966924865597916
20170309,sbarnes,O2,dna,Q21M,260,0.1,3054.574957874422,73.24632390787656,0.008382815051943064
20170309,sbarnes,O2,dna,Q21M,260,0.0,3178.330490851804,154.39725569000802,0.020123049871775593
20170309,sbarnes,O2,dna,Q21M,260,1000.0,11394.858602859606,8533.072099829778,0.9130077349221082
20170309,sbarnes,O2,dna,Q21M,260,100.0,7505.7430706102505,4645.587000783682,0.4048328538527913
20170309,sbarnes,O2,dna,Q21M,260,10.0,3273.751088938887,344.4048657730018,0.03826925613092773
20170309,sbarnes,O2,dna,Q21M,260,250.0,9944.915838877365,7011.283568000255,0.6677669723046826
20170309,sbarnes,O2,dna,Q21M,260,25.0,3782.229447549688,860.562887016089,0.09422278031375622
20170309,sbarnes,O2,dna,Q21M,260,5000.0,10490.10572448311,7705.951300660854,0.9382035527266194
20170309,sbarnes,O2,dna,Q21M,260,500.0,12518.798498306109,9609.652903963046,1.0053729439700259
20170309,sbarnes,O2,dna,Q21M,260,50.0,6018.662640623031,3116.493079557441,0.30977387835529274
20170309,sbarnes,O2,dna,Q21M,260,5.0,3282.8689755250625,346.68544561830595,0.03808270419240314
20170309,sbarnes,O2,dna,Q21M,260,75.0,6112.669046999368,3242.962960521801,0.3141776307308763
20170309,sbarnes,O2,NA,wt,260,0.1,3200.6899721906807,219.36133822413512,0.02510522617070084
20170309,sbarnes,O2,NA,wt,260,0.0,3209.108801434094,185.17556627229806,0.024134477899097083
20170309,sbarnes,O2,NA,wt,260,1000.0,11771.384597548255,8909.598094518427,0.9532946493566921
20170309,sbarnes,O2,NA,wt,260,100.0,10626.936133677831,7766.780063851262,0.6768246376540694
20170309,sbarnes,O2,NA,wt,260,10.0,3632.5596365326314,703.2134133667464,0.07813900703880701
20170309,sbarnes,O2,NA,wt,260,250.0,11873.589467643133,8939.957196766023,0.8514572391657812
20170309,sbarnes,O2,NA,wt,260,25.0,4326.478744994293,1404.8121844606944,0.15381247766504402
20170309,sbarnes,O2,NA,wt,260,5000.0,10965.672553716699,8181.518129894443,0.9961040599239102
20170309,sbarnes,O2,NA,wt,260,500.0,12261.516155734093,9352.37056139103,0.9784557692532929
20170309,sbarnes,O2,NA,wt,260,50.0,6996.075977496978,4093.9064164313886,0.4069270285116945
