,date,username,mutant,operator,strain,IPTGuM,mean_FITC_H,repressors,fold_change
6,20181219,gchure,F164T,O1,R260,0.0,5793.508517356416,260.0,0.005929095018236681
70,20181219,gchure,Q294V,O1,R260,0.0,5647.000061929582,260.0,-0.004808011335013413
78,20181219,gchure,delta,O1,R0,0.0,19357.665198131745,0.0,1.0
13,20181219,gchure,delta,O3,R260,0.0,42986.370419076666,260.0,1.0
26,20181219,gchure,F164T,O3,R260,0.0,39057.43251292314,260.0,0.8945924048228489
47,20181219,gchure,Q294V,O3,R260,0.0,34014.516366032825,260.0,0.7592984204381128
24,20181219,gchure,delta,O1,R0,0.1,19238.115780489683,0.0,1.0
29,20181219,gchure,Q294V,O1,R260,0.1,5806.688113081052,260.0,0.008377445420476578
57,20181219,gchure,F164T,O1,R260,0.1,5890.8564531333195,260.0,0.014591470202061897
33,20181219,gchure,F164T,O3,R260,0.1,36486.01740144453,260.0,0.7997622252692459
42,20181219,gchure,delta,O3,R260,0.1,44195.661272796235,260.0,1.0
43,20181219,gchure,Q294V,O3,R260,0.1,32396.154457455432,260.0,0.6935387642996325
10,20181219,gchure,delta,O1,R0,5.0,17718.49588740531,0.0,1.0
20,20181219,gchure,Q294V,O1,R260,5.0,5791.586099586515,260.0,0.0066412175230074364
73,20181219,gchure,F164T,O1,R260,5.0,5634.683258239922,260.0,-0.006426778984052281
34,20181219,gchure,Q294V,O3,R260,5.0,31697.201139616005,260.0,0.747246642136575
51,20181219,gchure,F164T,O3,R260,5.0,42678.82386433225,260.0,1.0630391754190134
61,20181219,gchure,delta,O3,R260,5.0,40486.64903950934,260.0,1.0
16,20181219,gchure,F164T,O1,R260,10.0,5697.112691488271,260.0,0.016102982508572245
41,20181219,gchure,delta,O1,R0,10.0,16269.8252240883,0.0,1.0
56,20181219,gchure,Q294V,O1,R260,10.0,5491.667096863615,260.0,-0.0030157920901580865
39,20181219,gchure,Q294V,O3,R260,10.0,34040.46836745993,260.0,0.7933368856060389
67,20181219,gchure,delta,O3,R260,10.0,41468.94795566117,260.0,1.0
79,20181219,gchure,F164T,O3,R260,10.0,39201.937540810926,260.0,0.9369309120212655
22,20181219,gchure,F164T,O1,R260,25.0,6055.528337761949,260.0,0.0419407875568844
44,20181219,gchure,delta,O1,R0,25.0,18550.05020319841,0.0,1.0
59,20181219,gchure,Q294V,O1,R260,25.0,5665.221973270134,260.0,0.012012742914297254
36,20181219,gchure,Q294V,O3,R260,25.0,37896.69844516048,260.0,0.871863434706521
62,20181219,gchure,delta,O3,R260,25.0,42656.73874874105,260.0,1.0
76,20181219,gchure,F164T,O3,R260,25.0,41037.669608581906,260.0,0.9564159239499288
7,20181219,gchure,delta,O1,R0,50.0,15575.854741404562,0.0,1.0
14,20181219,gchure,Q294V,O1,R260,50.0,5674.482901334787,260.0,0.0037308389506519415
52,20181219,gchure,F164T,O1,R260,50.0,6605.850811466263,260.0,0.0974444315156627
31,20181219,gchure,delta,O3,R260,50.0,37327.22956765657,260.0,1.0
32,20181219,gchure,F164T,O3,R260,50.0,38249.67276625423,260.0,1.029108497324575
72,20181219,gchure,Q294V,O3,R260,50.0,29015.32951795863,260.0,0.7377107655771266
3,20181219,gchure,F164T,O1,R260,75.0,8328.897130643301,260.0,0.2222273966070184
46,20181219,gchure,Q294V,O1,R260,75.0,5682.099165335772,260.0,0.003946362845580239
60,20181219,gchure,delta,O1,R0,75.0,17759.890326242505,0.0,1.0
28,20181219,gchure,Q294V,O3,R260,75.0,40230.86951861531,260.0,0.908783694276821
64,20181219,gchure,F164T,O3,R260,75.0,43228.39263319509,260.0,0.9875225979506341
75,20181219,gchure,delta,O3,R260,75.0,43703.39672021947,260.0,1.0
27,20181219,gchure,F164T,O1,R260,100.0,9193.22474080737,260.0,0.31704855408661486
53,20181219,gchure,Q294V,O1,R260,100.0,5804.1574724749125,260.0,0.03058651479853772
54,20181219,gchure,delta,O1,R0,100.0,17273.068049043268,0.0,1.0
35,20181219,gchure,delta,O3,R260,100.0,37886.25805515615,260.0,1.0
37,20181219,gchure,Q294V,O3,R260,100.0,35943.68059500711,260.0,0.9401251481229591
50,20181219,gchure,F164T,O3,R260,100.0,39210.13765337894,260.0,1.040805114067649
5,20181219,gchure,F164T,O1,R260,250.0,10498.00327295041,260.0,0.548126975762619
71,20181219,gchure,Q294V,O1,R260,250.0,6358.993464618798,260.0,0.09186878772933564
80,20181219,gchure,delta,O1,R0,250.0,14597.23245610438,0.0,1.0
19,20181219,gchure,delta,O3,R260,250.0,37234.43887301737,260.0,1.0
23,20181219,gchure,Q294V,O3,R260,250.0,33839.506142726066,260.0,0.8929342071480434
69,20181219,gchure,F164T,O3,R260,250.0,35066.593625273985,260.0,0.9316327925560763
15,20181219,gchure,Q294V,O1,R260,500.0,7366.745756910829,260.0,0.1982299115963251
21,20181219,gchure,delta,O1,R0,500.0,14732.826053695633,0.0,1.0
66,20181219,gchure,F164T,O1,R260,500.0,12028.70173577742,260.0,0.7056662558541272
8,20181219,gchure,F164T,O3,R260,500.0,36232.848841492196,260.0,0.9984342953341908
81,20181219,gchure,Q294V,O3,R260,500.0,32587.712879742434,260.0,0.8798370478602795
82,20181219,gchure,delta,O3,R260,500.0,36280.97142868863,260.0,1.0
45,20181219,gchure,Q294V,O1,R260,1000.0,8856.146031695727,260.0,0.33717216272867073
55,20181219,gchure,F164T,O1,R260,1000.0,12680.551417439403,260.0,0.7440597389455997
74,20181219,gchure,delta,O1,R0,1000.0,15086.177369221328,0.0,1.0
63,20181219,gchure,delta,O3,R260,1000.0,35896.09363518011,260.0,1.0
65,20181219,gchure,Q294V,O3,R260,1000.0,34157.550723184206,260.0,0.9424496685263796
77,20181219,gchure,F164T,O3,R260,1000.0,34817.79353873915,260.0,0.9643054378755764
11,20181219,gchure,delta,O1,R0,5000.0,14620.951579438022,0.0,1.0
25,20181219,gchure,Q294V,O1,R260,5000.0,11260.086956265224,260.0,0.6245289796227597
40,20181219,gchure,F164T,O1,R260,5000.0,12678.710236052488,260.0,0.783015556773191
