,date,username,mutant,operator,strain,IPTGuM,mean_FITC_H,repressors,fold_change
9,20190318,gchure,Q21M,O2,R1220,0.0,5893.70456746214,1220.0,-0.00989623665435737
21,20190318,gchure,Q21M,O2,R124,0.0,6470.831576804576,124.0,0.01946840051439373
25,20190318,gchure,Q21M,O2,R260,0.0,5835.007655822463,260.0,-0.012882777719536801
39,20190318,gchure,delta,O2,R0,0.0,25742.01365628506,0.0,1.0
45,20190318,gchure,Q21M,O2,R60,0.0,6126.197884483992,60.0,0.0019331904699851849
11,20190318,gchure,Q21M,O2,R1220,0.1,5420.597336429819,1220.0,-0.037549513550022055
23,20190318,gchure,Q21M,O2,R60,0.1,6495.774844908866,60.0,0.015539820655701229
50,20190318,gchure,Q21M,O2,R260,0.1,6074.987529136431,260.0,-0.005237509841263292
54,20190318,gchure,delta,O2,R0,0.1,26433.29070680737,0.0,1.0
61,20190318,gchure,Q21M,O2,R124,0.1,6865.929045227939,124.0,0.033817025948239675
20,20190318,gchure,Q21M,O2,R60,5.0,6495.7831381996075,60.0,0.010790175861758093
32,20190318,gchure,delta,O2,R0,5.0,25219.144636674886,0.0,1.0
34,20190318,gchure,Q21M,O2,R260,5.0,5908.726087934137,260.0,-0.020225761180290267
49,20190318,gchure,Q21M,O2,R124,5.0,6345.595748255117,124.0,0.002855337792917208
60,20190318,gchure,Q21M,O2,R1220,5.0,6106.794782007139,1220.0,-0.009761214093101834
12,20190318,gchure,Q21M,O2,R60,10.0,6663.216039471438,60.0,0.03445822844042082
22,20190318,gchure,Q21M,O2,R260,10.0,6035.129683232363,260.0,0.0027544152359839117
41,20190318,gchure,delta,O2,R0,10.0,25791.62842270509,0.0,1.0
65,20190318,gchure,Q21M,O2,R124,10.0,6662.070828979178,124.0,0.03440042183601728
67,20190318,gchure,Q21M,O2,R1220,10.0,6456.277517607153,1220.0,0.024012626212611382
14,20190318,gchure,Q21M,O2,R60,25.0,8324.569005867093,60.0,0.10815771594515378
24,20190318,gchure,Q21M,O2,R260,25.0,7100.217417601481,260.0,0.04546788832807183
46,20190318,gchure,delta,O2,R0,25.0,25742.5227388815,0.0,1.0
63,20190318,gchure,Q21M,O2,R124,25.0,7888.6406144418415,124.0,0.08583710479574247
70,20190318,gchure,Q21M,O2,R1220,25.0,6761.551642765432,1220.0,0.02812736355744396
10,20190318,gchure,delta,O2,R0,50.0,26371.30156348779,0.0,1.0
19,20190318,gchure,Q21M,O2,R124,50.0,8338.230185106027,124.0,0.11969904528130837
31,20190318,gchure,Q21M,O2,R1220,50.0,6365.081219167478,1220.0,0.023377964857914907
44,20190318,gchure,Q21M,O2,R60,50.0,9761.915947286248,60.0,0.18919757436543835
59,20190318,gchure,Q21M,O2,R260,50.0,7187.368036701145,260.0,0.0635186516737644
4,20190318,gchure,Q21M,O2,R60,75.0,13317.652904889734,60.0,0.3716768063181023
26,20190318,gchure,Q21M,O2,R260,75.0,8766.783950354898,260.0,0.13977439337102335
38,20190318,gchure,delta,O2,R0,75.0,25647.91061632483,0.0,1.0
64,20190318,gchure,Q21M,O2,R1220,75.0,6885.8267921622755,1220.0,0.0439248956173497
66,20190318,gchure,Q21M,O2,R124,75.0,11163.457688118011,124.0,0.2619036896409861
13,20190318,gchure,Q21M,O2,R124,100.0,14718.125633332565,124.0,0.46552785681372344
17,20190318,gchure,Q21M,O2,R260,100.0,13325.292327643108,260.0,0.3896379678469927
18,20190318,gchure,delta,O2,R0,100.0,24527.47721005474,0.0,1.0
42,20190318,gchure,Q21M,O2,R60,100.0,13577.097831248986,60.0,0.4033578377207265
58,20190318,gchure,Q21M,O2,R1220,100.0,9108.723792265579,1220.0,0.1598940949346399
2,20190318,gchure,Q21M,O2,R260,250.0,16615.312996429813,260.0,0.5664798904135712
3,20190318,gchure,delta,O2,R0,250.0,24736.447324138095,0.0,1.0
28,20190318,gchure,Q21M,O2,R124,250.0,18906.957729167632,124.0,0.6888118252862716
35,20190318,gchure,Q21M,O2,R1220,250.0,11370.883372724744,1220.0,0.2865232226079646
71,20190318,gchure,Q21M,O2,R60,250.0,20364.17775712997,60.0,0.7666007351505469
8,20190318,gchure,Q21M,O2,R60,500.0,22494.437427621197,60.0,0.9600523971033365
16,20190318,gchure,Q21M,O2,R1220,500.0,11182.570214014104,1220.0,0.2992880640514764
48,20190318,gchure,Q21M,O2,R124,500.0,20111.795663875677,124.0,0.8208742520461697
55,20190318,gchure,delta,O2,R0,500.0,23178.315108158014,0.0,1.0
57,20190318,gchure,Q21M,O2,R260,500.0,18142.7576367621,260.0,0.7058560968494406
6,20190318,gchure,Q21M,O2,R1220,1000.0,12866.149578026463,1220.0,0.417340057644607
29,20190318,gchure,Q21M,O2,R124,1000.0,21417.969030827928,124.0,0.9474159934371542
40,20190318,gchure,Q21M,O2,R60,1000.0,21700.756847256605,60.0,0.9649443120892812
52,20190318,gchure,Q21M,O2,R260,1000.0,19049.168764137692,260.0,0.80058828911043
69,20190318,gchure,delta,O2,R0,1000.0,22266.317163361105,0.0,1.0
7,20190318,gchure,delta,O2,R0,5000.0,24623.657107894796,0.0,1.0
27,20190318,gchure,Q21M,O2,R60,5000.0,23002.719475196587,60.0,0.9128101188553654
30,20190318,gchure,Q21M,O2,R260,5000.0,19468.03276705306,260.0,0.7226800930297926
53,20190318,gchure,Q21M,O2,R124,5000.0,20770.206814249217,124.0,0.7927237505489707
62,20190318,gchure,Q21M,O2,R1220,5000.0,13363.49976410711,1220.0,0.3943185964283668
