,date,username,mutant,operator,strain,IPTGuM,mean_FITC_H,repressors,fold_change
7,20190318,gchure,Q21A,O2,R124,0.0,15389.9328097267,124.0,0.6362686982439184
8,20190318,gchure,delta,O2,R0,0.0,21462.188630007204,0.0,1.0
11,20190318,gchure,Q21A,O2,R260,0.0,10599.88643481668,260.0,0.34934241335338195
13,20190318,gchure,Q21A,O2,R60,0.0,19474.732649499914,60.0,0.8809503465650378
65,20190318,gchure,Q21A,O2,R1220,0.0,7408.404389084989,1220.0,0.15817096844355163
1,20190318,gchure,Q21A,O2,R60,0.1,19243.723585896525,60.0,0.8654115642096724
2,20190318,gchure,Q21A,O2,R124,0.1,14907.521985511734,124.0,0.6038721570496256
19,20190318,gchure,delta,O2,R0,0.1,21475.13718816937,0.0,1.0
28,20190318,gchure,Q21A,O2,R260,0.1,10265.490767519066,260.0,0.3238865372240862
54,20190318,gchure,Q21A,O2,R1220,0.1,7513.718647995315,1220.0,0.15791250854517938
5,20190318,gchure,Q21A,O2,R1220,5.0,7426.938085367782,1220.0,0.1625474188945147
53,20190318,gchure,delta,O2,R0,5.0,20969.45900662208,0.0,1.0
57,20190318,gchure,Q21A,O2,R260,5.0,11123.10047156547,260.0,0.39111348488066744
60,20190318,gchure,Q21A,O2,R60,5.0,19590.04664752177,60.0,0.914698862401287
70,20190318,gchure,Q21A,O2,R124,5.0,16170.086656235177,124.0,0.7032128075792884
3,20190318,gchure,Q21A,O2,R60,10.0,20452.95844359997,60.0,0.9347479557263578
31,20190318,gchure,Q21A,O2,R124,10.0,17512.766998139843,124.0,0.7568188113721499
55,20190318,gchure,delta,O2,R0,10.0,21531.216325795038,0.0,1.0
58,20190318,gchure,Q21A,O2,R1220,10.0,7426.5959086034545,1220.0,0.1464423018620668
69,20190318,gchure,Q21A,O2,R260,10.0,11615.623209959389,260.0,0.39994621724742496
0,20190318,gchure,Q21A,O2,R60,25.0,19837.28607750875,60.0,0.931570948662321
35,20190318,gchure,Q21A,O2,R124,25.0,18945.221974800676,124.0,0.8759909789422714
51,20190318,gchure,delta,O2,R0,25.0,20935.579232186217,0.0,1.0
61,20190318,gchure,Q21A,O2,R1220,25.0,9293.504668672622,1220.0,0.2746416431797662
68,20190318,gchure,Q21A,O2,R260,25.0,15440.00565713022,260.0,0.6575988071163618
18,20190318,gchure,Q21A,O2,R1220,50.0,16278.650508668958,1220.0,0.7012313364653201
22,20190318,gchure,delta,O2,R0,50.0,21136.393198740567,0.0,1.0
25,20190318,gchure,Q21A,O2,R260,50.0,19085.764810195564,260.0,0.8738789717487417
40,20190318,gchure,Q21A,O2,R60,50.0,20591.571837722917,60.0,0.9664915249156621
62,20190318,gchure,Q21A,O2,R124,50.0,20685.805730891156,124.0,0.9722872485918229
14,20190318,gchure,Q21A,O2,R60,75.0,20955.440876696084,60.0,0.9828400239812878
20,20190318,gchure,Q21A,O2,R124,75.0,20986.020050914045,124.0,0.9847177120024109
52,20190318,gchure,Q21A,O2,R260,75.0,19797.408621786886,260.0,0.9117320444911156
63,20190318,gchure,Q21A,O2,R1220,75.0,18055.724106638394,1220.0,0.8047853974901298
67,20190318,gchure,delta,O2,R0,75.0,21234.90045163568,0.0,1.0
16,20190318,gchure,Q21A,O2,R1220,100.0,16741.865829288097,1220.0,0.7252645658187099
36,20190318,gchure,Q21A,O2,R260,100.0,19608.799350819776,260.0,0.9015898583637052
44,20190318,gchure,delta,O2,R0,100.0,21208.883660016527,0.0,1.0
64,20190318,gchure,Q21A,O2,R60,100.0,20876.111882390833,60.0,0.9795335048406631
66,20190318,gchure,Q21A,O2,R124,100.0,20864.25283979289,124.0,0.9788041369848405
29,20190318,gchure,Q21A,O2,R1220,250.0,21338.504817946185,1220.0,0.9781979764177612
47,20190318,gchure,Q21A,O2,R60,250.0,21120.33670474523,60.0,0.9650572901160139
48,20190318,gchure,Q21A,O2,R124,250.0,21647.075115663476,124.0,0.996783760677649
56,20190318,gchure,Q21A,O2,R260,250.0,21056.014662750327,260.0,0.9611830494502192
71,20190318,gchure,delta,O2,R0,250.0,21700.472696919696,0.0,1.0
4,20190318,gchure,Q21A,O2,R260,500.0,20932.49359402434,260.0,0.9439845829450312
15,20190318,gchure,delta,O2,R0,500.0,21867.580595315692,0.0,1.0
33,20190318,gchure,Q21A,O2,R124,500.0,21450.530482261507,124.0,0.9750170454906438
34,20190318,gchure,Q21A,O2,R60,500.0,21450.9708766139,60.0,0.975043426857601
45,20190318,gchure,Q21A,O2,R1220,500.0,21291.64013121997,1220.0,0.9654988837930577
27,20190318,gchure,Q21A,O2,R124,1000.0,21613.392629779835,124.0,1.04181222537821
38,20190318,gchure,delta,O2,R0,1000.0,20953.820908787246,0.0,1.0
39,20190318,gchure,Q21A,O2,R60,1000.0,21412.110382405113,60.0,1.029052341314049
42,20190318,gchure,Q21A,O2,R1220,1000.0,21910.726196631105,1220.0,1.060661090049035
49,20190318,gchure,Q21A,O2,R260,1000.0,21240.523206278303,260.0,1.0181749166885241
17,20190318,gchure,delta,O2,R0,5000.0,20737.72859529617,0.0,1.0
23,20190318,gchure,Q21A,O2,R60,5000.0,20265.005794349734,60.0,0.9697592186569004
24,20190318,gchure,Q21A,O2,R1220,5000.0,20645.604054525236,1220.0,0.9941066559763786
30,20190318,gchure,Q21A,O2,R260,5000.0,20194.464259134067,260.0,0.965246571630371
50,20190318,gchure,Q21A,O2,R124,5000.0,20283.553600842715,124.0,0.9709457494513224
