,date,username,mutant,operator,strain,IPTGuM,mean_FITC_H,repressors,fold_change
6,20180202,sbarnes,auto,O2,R0,0.0,4659.9576699186655,0.0,0.0
41,20180202,sbarnes,Q21M,O2,R1220,0.0,4467.502515041789,1220.0,-0.010809689157737307
63,20180202,sbarnes,Q21M,O2,R60,0.0,4814.352751695135,60.0,0.008671957072569918
64,20180202,sbarnes,Q21M,O2,R124,0.0,5061.323447011489,124.0,0.022543637720188643
78,20180202,sbarnes,wt,O2,R260,0.0,4808.303332521859,260.0,0.008332177445000035
82,20180202,sbarnes,Q21M,O2,R260,0.0,4878.298202602652,260.0,0.012263601306801115
83,20180202,sbarnes,delta,O2,R0,0.0,22463.906707539438,0.0,1.0
1,20180202,sbarnes,auto,O2,R0,0.1,4694.688644302967,0.0,0.0
3,20180202,sbarnes,Q21M,O2,R60,0.1,4912.508151664292,60.0,0.010695067229521332
17,20180202,sbarnes,Q21M,O2,R260,0.1,4762.894866740605,260.0,0.0033489660466092066
33,20180202,sbarnes,Q21M,O2,R124,0.1,4901.658868704948,124.0,0.01016236099008518
53,20180202,sbarnes,Q21M,O2,R1220,0.1,4320.55715524949,1220.0,-0.018370078403814806
65,20180202,sbarnes,wt,O2,R260,0.1,4904.342660426174,260.0,0.010294136758179868
75,20180202,sbarnes,delta,O2,R0,0.1,25061.040971671537,0.0,1.0
7,20180202,sbarnes,wt,O2,R260,5.0,5127.001412681623,260.0,0.02599394190693624
8,20180202,sbarnes,delta,O2,R0,5.0,26768.189270454648,0.0,1.0
9,20180202,sbarnes,Q21M,O2,R260,5.0,4824.009322271222,260.0,0.0123571612665421
16,20180202,sbarnes,Q21M,O2,R124,5.0,4888.24876125499,124.0,0.015248389010134575
21,20180202,sbarnes,Q21M,O2,R60,5.0,5328.065553815326,60.0,0.03504324607713986
51,20180202,sbarnes,Q21M,O2,R1220,5.0,4295.246705990396,1220.0,-0.011440885076171952
73,20180202,sbarnes,auto,O2,R0,5.0,4549.448762677164,0.0,0.0
2,20180202,sbarnes,Q21M,O2,R260,10.0,4946.319348086861,260.0,0.025638823159835126
27,20180202,sbarnes,delta,O2,R0,10.0,26316.544190807563,0.0,1.0
35,20180202,sbarnes,wt,O2,R260,10.0,5664.8460538367535,260.0,0.058399570028814705
37,20180202,sbarnes,Q21M,O2,R1220,10.0,4282.9557730449105,1220.0,-0.004606797483269198
44,20180202,sbarnes,Q21M,O2,R124,10.0,4991.164471931192,124.0,0.02768350673083595
50,20180202,sbarnes,auto,O2,R0,10.0,4383.994587359751,0.0,0.0
56,20180202,sbarnes,Q21M,O2,R60,10.0,5718.758267615544,60.0,0.06085766152996493
5,20180202,sbarnes,Q21M,O2,R260,25.0,5842.201177165162,260.0,0.07128802752234803
22,20180202,sbarnes,delta,O2,R0,25.0,24277.72621171472,0.0,1.0
36,20180202,sbarnes,wt,O2,R260,25.0,7598.374877927166,260.0,0.15975741142063574
42,20180202,sbarnes,Q21M,O2,R1220,25.0,4621.106504071298,1220.0,0.009773899755133889
43,20180202,sbarnes,Q21M,O2,R124,25.0,6374.263057755239,124.0,0.09809129120357968
47,20180202,sbarnes,auto,O2,R0,25.0,4427.088359629552,0.0,0.0
52,20180202,sbarnes,Q21M,O2,R60,25.0,7723.329948542361,60.0,0.16605217492124888
4,20180202,sbarnes,auto,O2,R0,50.0,4421.264546692466,0.0,0.0
12,20180202,sbarnes,Q21M,O2,R124,50.0,8843.159346382026,124.0,0.2457773292122047
26,20180202,sbarnes,Q21M,O2,R60,50.0,11144.170128184107,60.0,0.37367188800620993
49,20180202,sbarnes,Q21M,O2,R260,50.0,7453.215292777185,260.0,0.16852159321564353
