# Date : 2018-01-25# Equipment : MACSQuant (Bjorkman lab)# User : gchure# Description :# A titration run of the DNA mutant Q21A with all RBS modifications as well as# a WT control with R=260.# These were coupled with an O2-regulated YFP.# Comments:
date,username,mutant,operator,strain,IPTGuM,mean_FITC_H,repressors,fold_change
20180126,sbarnes,Y20I,O2,R1220,0.0,5687.818771372581,1220.0,0.17120220316931867
20180126,sbarnes,Y20I,O2,R124,0.0,9611.675176432705,124.0,0.6842673710679019
20180126,sbarnes,Y20I,O2,R260,0.0,7780.872434584654,260.0,0.4448801409633222
20180126,sbarnes,wt,O2,R260,0.0,4523.970317975007,260.0,0.019022806038249785
20180126,sbarnes,Y20I,O2,R60,0.0,10555.00717115865,60.0,0.8076130642573947
20180126,sbarnes,auto,O2,R0,0.0,4378.486344426139,0.0,0.0
20180126,sbarnes,delta,O2,R0,0.0,12026.35770769075,0.0,1.0
20180126,sbarnes,Y20I,O2,R1220,0.1,5963.652245940237,1220.0,0.19537674508582545
20180126,sbarnes,Y20I,O2,R60,0.1,10925.388595972952,60.0,0.80692655013618
20180126,sbarnes,delta,O2,R0,0.1,12491.866986619574,0.0,1.0
20180126,sbarnes,auto,O2,R0,0.1,4378.486344426139,0.0,0.0
20180126,sbarnes,Y20I,O2,R124,0.1,10360.446616936057,124.0,0.7372956522464731
20180126,sbarnes,wt,O2,R260,0.1,4439.026116881634,260.0,0.007461719735009036
20180126,sbarnes,Y20I,O2,R260,0.1,8269.160280057078,260.0,0.47953795183694276
20180126,sbarnes,delta,O2,R0,5.0,12702.060646418675,0.0,1.0
20180126,sbarnes,auto,O2,R0,5.0,4326.7827193849935,0.0,0.0
20180126,sbarnes,Y20I,O2,R60,5.0,12354.926647821967,60.0,0.9585525397937864
20180126,sbarnes,wt,O2,R260,5.0,4664.586423192269,260.0,0.04033343212610463
20180126,sbarnes,Y20I,O2,R260,5.0,10564.444819046641,260.0,0.7447707591323928
20180126,sbarnes,Y20I,O2,R1220,5.0,7436.041590958408,1220.0,0.3712424708363843
20180126,sbarnes,Y20I,O2,R124,5.0,12389.910234465628,124.0,0.9627295458523842
20180126,sbarnes,delta,O2,R0,10.0,13243.164280569737,0.0,1.0
20180126,sbarnes,Y20I,O2,R1220,10.0,9172.411261148194,1220.0,0.5438298924966619
20180126,sbarnes,Y20I,O2,R124,10.0,13152.61331433526,124.0,0.9898528248202141
20180126,sbarnes,wt,O2,R260,10.0,4986.466955765129,260.0,0.07475140635924421
20180126,sbarnes,auto,O2,R0,10.0,4319.4032702283175,0.0,0.0
20180126,sbarnes,Y20I,O2,R260,10.0,12152.471926487595,260.0,0.8777766064310577
20180126,sbarnes,Y20I,O2,R60,10.0,13229.79217814797,60.0,0.9985015171959144
20180126,sbarnes,delta,O2,R0,25.0,13546.946891230766,0.0,1.0
20180126,sbarnes,Y20I,O2,R1220,25.0,11508.505597066349,1220.0,0.7802906377079433
20180126,sbarnes,Y20I,O2,R124,25.0,12595.927618408354,124.0,0.8974962690574232
20180126,sbarnes,wt,O2,R260,25.0,6254.532124807315,260.0,0.21400150081003833
20180126,sbarnes,auto,O2,R0,25.0,4269.047793536681,0.0,0.0
20180126,sbarnes,Y20I,O2,R260,25.0,12769.287889756779,260.0,0.916181562950252
20180126,sbarnes,Y20I,O2,R60,25.0,13127.961227855947,60.0,0.9548404591424204
20180126,sbarnes,auto,O2,R0,50.0,4258.023961559149,0.0,0.0
20180126,sbarnes,Y20I,O2,R260,50.0,13776.309564348543,260.0,1.0024862389743998
20180126,sbarnes,Y20I,O2,R60,50.0,14235.740257476955,60.0,1.050874464212013
20180126,sbarnes,Y20I,O2,R124,50.0,13943.9706269679,124.0,1.0201446614153566
20180126,sbarnes,delta,O2,R0,50.0,13752.703521975996,0.0,1.0
20180126,sbarnes,Y20I,O2,R1220,50.0,12697.180145183183,1220.0,0.8888300157918682
20180126,sbarnes,wt,O2,R260,50.0,8736.466670059377,260.0,0.4716791841159945
20180126,sbarnes,wt,O2,R260,75.0,9873.737314669619,260.0,0.5981964277698356
20180126,sbarnes,Y20I,O2,R124,75.0,13853.024019134566,124.0,1.0247313949491248
20180126,sbarnes,Y20I,O2,R1220,75.0,13418.088513442848,1220.0,0.9781111799650756
20180126,sbarnes,delta,O2,R0,75.0,13622.29660244763,0.0,1.0
20180126,sbarnes,auto,O2,R0,75.0,4292.963697386419,0.0,0.0
20180126,sbarnes,Y20I,O2,R60,75.0,14152.84694285367,60.0,1.0568690543906107
20180126,sbarnes,Y20I,O2,R260,75.0,14674.829710835103,260.0,1.112819760973099
20180126,sbarnes,Y20I,O2,R260,100.0,13446.140301853004,260.0,0.9675014426458728
20180126,sbarnes,wt,O2,R260,100.0,10932.341810229365,260.0,0.7013307454547903
20180126,sbarnes,Y20I,O2,R124,100.0,13725.972619909233,124.0,0.9971311697070563
20180126,sbarnes,auto,O2,R0,100.0,4308.757063077867,0.0,0.0
20180126,sbarnes,delta,O2,R0,100.0,13753.06674161095,0.0,1.0
20180126,sbarnes,Y20I,O2,R60,100.0,13758.795743568,60.0,1.0006066088631203
20180126,sbarnes,Y20I,O2,R1220,100.0,12900.053263944195,1220.0,0.9096796370828824
20180126,sbarnes,wt,O2,R260,250.0,12751.000717481373,260.0,0.9273339081661623
20180126,sbarnes,Y20I,O2,R124,250.0,13815.194558419695,124.0,1.0445772146213286
20180126,sbarnes,Y20I,O2,R260,250.0,13473.703499296429,260.0,1.0069548009629425
20180126,sbarnes,delta,O2,R0,250.0,13410.5761739634,0.0,1.0
20180126,sbarnes,Y20I,O2,R60,250.0,13834.94898041285,60.0,1.0467535791730593
20180126,sbarnes,Y20I,O2,R1220,250.0,13211.205175659697,1220.0,0.9780350964709746
20180126,sbarnes,auto,O2,R0,250.0,4333.777906206701,0.0,0.0
20180126,sbarnes,auto,O2,R0,500.0,4389.7618849807495,0.0,0.0
20180126,sbarnes,delta,O2,R0,500.0,12923.124094612176,0.0,1.0
20180126,sbarnes,Y20I,O2,R60,500.0,14511.400012281569,60.0,1.186125454264292
20180126,sbarnes,Y20I,O2,R1220,500.0,12572.03518075829,1220.0,0.9588569071335541
20180126,sbarnes,Y20I,O2,R260,500.0,12906.371352813601,260.0,0.9980367947138508
20180126,sbarnes,wt,O2,R260,500.0,12949.715559788881,260.0,1.0031161767804362
20180126,sbarnes,Y20I,O2,R124,500.0,13063.045515490223,124.0,1.0163969860227098
20180126,sbarnes,Y20I,O2,R124,1000.0,12397.585215049667,124.0,1.0092276008300691
20180126,sbarnes,delta,O2,R0,1000.0,12325.008962724678,0.0,1.0
20180126,sbarnes,Y20I,O2,R260,1000.0,11894.154363751108,260.0,0.9452196258725983
20180126,sbarnes,Y20I,O2,R1220,1000.0,11715.403488039497,1220.0,0.9224926087526456
20180126,sbarnes,wt,O2,R260,1000.0,12292.624388445072,260.0,0.9958825109463384
20180126,sbarnes,Y20I,O2,R60,1000.0,12481.286749828012,60.0,1.0198697093305211
20180126,sbarnes,auto,O2,R0,1000.0,4459.881974516455,0.0,0.0
20180126,sbarnes,Y20I,O2,R60,5000.0,11912.578103474181,60.0,1.0436626738310857
20180126,sbarnes,wt,O2,R260,5000.0,11872.826071184581,260.0,1.038093242562435
20180126,sbarnes,auto,O2,R0,5000.0,4463.395178260629,0.0,0.0
20180126,sbarnes,Y20I,O2,R260,5000.0,11444.924626500666,260.0,0.9781424036075442
20180126,sbarnes,Y20I,O2,R1220,5000.0,11030.56282299014,1220.0,0.9200885268096578
20180126,sbarnes,delta,O2,R0,5000.0,11600.934070850348,0.0,1.0
20180126,sbarnes,Y20I,O2,R124,5000.0,11246.06070486622,124.0,0.9502807100144055
