,date,username,mutant,operator,strain,IPTGuM,mean_FITC_H,repressors,fold_change
30,20180226,sbarnes,auto,O2,R0,0.0,4871.6833758437015,0.0,0.0
34,20180226,sbarnes,Y20I,O2,R60,0.0,14472.741346830231,60.0,0.7759124283732345
65,20180226,sbarnes,wt,O2,R260,0.0,5013.243124905844,260.0,0.011440194298027586
68,20180226,sbarnes,Y20I,O2,R260,0.0,10231.524734933932,260.0,0.43315721425642795
69,20180226,sbarnes,delta,O2,R0,0.0,17245.57715547545,0.0,1.0
71,20180226,sbarnes,Y20I,O2,R1220,0.0,6704.483595567577,1220.0,0.14811830878496685
81,20180226,sbarnes,Y20I,O2,R124,0.0,14279.820303758113,124.0,0.7603214554339259
32,20180226,sbarnes,wt,O2,R260,0.1,4809.145294170945,260.0,0.01904750704998125
41,20180226,sbarnes,Y20I,O2,R1220,0.1,6744.825605812573,1220.0,0.17219702184104418
48,20180226,sbarnes,Y20I,O2,R260,0.1,10608.16468855984,260.0,0.4778613933995414
52,20180226,sbarnes,auto,O2,R0,0.1,4568.400918109393,0.0,0.0
73,20180226,sbarnes,delta,O2,R0,0.1,17207.55497799927,0.0,1.0
80,20180226,sbarnes,Y20I,O2,R124,0.1,13510.191056263502,124.0,0.7074674535798813
82,20180226,sbarnes,Y20I,O2,R60,0.1,14649.76692679959,60.0,0.797629806624735
9,20180226,sbarnes,Y20I,O2,R124,5.0,17787.3067088011,124.0,0.8507970912631793
14,20180226,sbarnes,delta,O2,R0,5.0,20126.65211955352,0.0,1.0
19,20180226,sbarnes,Y20I,O2,R260,5.0,14497.573388949144,260.0,0.640978661699809
27,20180226,sbarnes,Y20I,O2,R1220,5.0,9579.596030674351,1220.0,0.32731120430606936
37,20180226,sbarnes,wt,O2,R260,5.0,4959.633871763907,260.0,0.03265108733695009
57,20180226,sbarnes,auto,O2,R0,5.0,4447.69900424399,0.0,0.0
61,20180226,sbarnes,Y20I,O2,R60,5.0,19202.176485662072,60.0,0.941037158087503
3,20180226,sbarnes,Y20I,O2,R260,10.0,14988.263645155734,260.0,0.7890364913101487
13,20180226,sbarnes,Y20I,O2,R1220,10.0,10578.558309657074,1220.0,0.46023564412432993
20,20180226,sbarnes,Y20I,O2,R60,10.0,17295.59866741913,60.0,0.9610783064297352
35,20180226,sbarnes,wt,O2,R260,10.0,5431.701397873791,260.0,0.07647056591935696
