Ka.F164T,Ka.Q294V,Ka.Q294K,Ka.Q294R,Ki.F164T,Ki.Q294V,Ki.Q294K,Ki.Q294R,sigma.1,sigma.2,sigma.3,sigma.4,logp
189.34408165336868,659.304545350361,117.06247150528203,0.060792732494152624,0.6050818356462262,3.4914088449267133,0.8000739517816102,0.0017618629455373735,0.1133752225671212,0.12373590368152826,0.19524962219380196,0.05172633561856311,513.873357844409
3905.44268195298,1056.1049136263134,64.54910722159867,0.011053119806647693,0.6649020552795815,3.770218064466091,0.5254943511934229,0.0003298217415848015,0.16429339843447177,0.1145388405183279,0.1665928444375109,0.04576708845886596,504.58720685511594
176.03259562674222,1370.1031318948048,117.97403045893662,0.022376852877870057,0.5986121684103951,4.4638789400974765,0.8574242019704359,0.0006618155756754618,0.10569284930356623,0.10591057925972804,0.19645433368214987,0.04146917663705058,514.8342981272921
227.63636064019155,605.2015974852027,82.04309626171968,0.04290758823466412,0.601425766624808,3.1789113504288036,0.6731636708617872,0.0012729317988569022,0.09889141883270336,0.09823496973093991,0.16284021115898026,0.050780536771787795,513.8305886652065
158.79441865356446,687.4507625959769,88.75316100747487,0.011812441118586037,0.5918071049432205,3.3937709840708985,0.6645288376155856,0.00036133922243219985,0.12604051831169952,0.13466190563386102,0.18427332844225133,0.04851424308315961,514.6465948186272
128.39368729867294,578.7146988772274,36.59005427491091,0.012897884268392446,0.5413954266614285,3.031289945815141,0.3324477500726841,0.00040532022571593274,0.11675913397938452,0.11076673011947245,0.17230814715185858,0.04799358682413288,512.4154542672134
1005.8063611903656,811.5135668477136,47.12066236524481,0.028505581349813625,0.849130409110721,3.703961752641871,0.4330631034932253,0.0008576754823019783,0.14854811117236738,0.093974382265579,0.1671329881785175,0.046649356030883396,509.3605126551859
157.4047278484769,481.79750030203303,44.75336964337995,0.02065549886631768,0.5872040946186541,2.8352218242017058,0.4213799206709279,0.0006249966916227478,0.12155248994004261,0.1152427276739504,0.18336172306255746,0.042922476867219284,515.737745762878
245.8682013422625,577.442303057778,140.6216454471698,0.02548877514496617,0.6837044326896136,2.8082529500184084,0.9521361508718629,0.0007694001830094166,0.11752861693075739,0.11942471065077227,0.1748222218427547,0.04413911777472084,514.415132682511
128.48452614019067,910.2738382195158,103.9490790454356,0.030311250056591632,0.5205617722259248,3.87113492222535,0.7875597372331011,0.0008815668306461077,0.12911115061749134,0.11115312519914411,0.19562801217995796,0.047189069007965725,515.3510927994043
293.6227316202028,712.2273037807386,83.83344493800016,0.03772337105412138,0.7306013380498078,3.536840992472423,0.6569561790942258,0.0011422323797916079,0.12689575229308456,0.11934568917703094,0.15601092428287897,0.05535774469187875,511.6020091248875
172.308209170034,593.0654166194238,72.27290570773926,0.020456006100122437,0.6010969498237984,3.1798690889994763,0.5966139668600601,0.0005829575910887286,0.11166993747242573,0.10957533873020094,0.1863357674003745,0.052746475564158325,516.1791690128597
208.88103928701995,1005.8917925294286,77.36412770517288,0.007311576605828485,0.6081364427945601,3.7833628892275373,0.588066711565971,0.00021779722081394226,0.11120870372508378,0.10556727891934739,0.1714954918489795,0.043645264028370094,515.366909601633
836.5196011173942,912.9671599566525,140.0229189874841,0.020486252069740196,0.8123712580004883,3.868418049749467,0.9366547421513216,0.0006098406846177795,0.10805854278711216,0.12145139077169655,0.17880216653677158,0.04826192415498547,512.6278748636937
130.95285337578534,677.7569447370151,43.46024859223752,0.012476799411409445,0.5002308603924144,3.4374644840151625,0.39756491754416867,0.00037189010648752685,0.10157767739527446,0.13588794961381906,0.17665197706921504,0.04634988998281188,513.1537874288509
176.31210540442476,463.07681473661654,72.61177619862558,0.012207264910579774,0.5422322533393809,3.143224598498584,0.6354559941351701,0.00037107630523891544,0.12030649988337544,0.11911155931918313,0.1690466806166478,0.04512590375852007,512.3947707350314
93.86944617389148,958.1571339838601,98.69838398575193,0.012696542218137985,0.43559933803116735,3.4912939919051755,0.7791390460515357,0.0003793180547440045,0.10516662576633189,0.10756199692961911,0.18142617190538213,0.04786782090161182,512.7776183908527
106.25609338181685,1121.02174969193,81.85523270916262,0.03844127586305479,0.4730207839631628,3.8050917509513393,0.5928889363754353,0.0010952159601451683,0.10949235929174043,0.12991419147525635,0.18045374815105944,0.045399900398994435,510.88494109510435
241.03785497878673,821.3735704035846,86.81262308149196,0.0319540187676548,0.6866169370989272,4.169268297453121,0.7394859910969664,0.0009503290737677972,0.11417298755331877,0.11869863332258641,0.18451658995275053,0.0512403977238734,513.3779860514001
203.66240612199826,928.5241756411705,57.21217031310844,0.029035670301436056,0.6528910787023667,3.9221136358769115,0.4774018424258397,0.000847294169825652,0.10676559153623724,0.10644013287053804,0.1786040201783226,0.04648337990028759,516.44986407274
