Ka.Q294V,Ka.F164T,Ka.Q294R,Ka.Q294K,Ki.Q294V,Ki.F164T,Ki.Q294R,Ki.Q294K,sigma.Q294V,sigma.F164T,sigma.Q294R,sigma.Q294K,ep_a.1,ep_a.2,ep_a.3,ep_a.4,ep_i.1,ep_i.2,ep_i.3,ep_i.4,logp
449.5027289499814,161.5349174736691,0.019439380244401505,81.79743198361678,2.716222111928679,0.5983361068823134,0.000595406458581138,0.7469718642988399,0.11426461055139937,0.12518630753168275,0.05359510236104645,0.19073823515416555,6.108141924972181,5.084721326560589,-3.9404543608900573,4.404245849272589,0.9992419854133575,-0.5136026312807057,-7.426266261975631,-0.29172775948658614,410.46762977928194
578.2743720164796,260.06056096400334,0.012178179762400987,204.83248290979193,3.0153534745497312,0.6540077712108294,0.00037005955910718313,1.668977413509798,0.09580376635985388,0.11166148320516275,0.048776136826733096,0.22747544390314833,6.3600484481117725,5.560914530676924,-4.408109472663036,5.322192488546409,1.1037170619638619,-0.4246360450101696,-7.90184659472042,0.5122111116401328,408.11509821282795
944.3649429814965,202.92383261061752,0.02323049986652226,85.49093470065938,3.9295460208377264,0.5803582668439944,0.0006529239782171459,0.738255943271704,0.1107978263215929,0.11259232953187383,0.05172656585993255,0.2282419374429973,6.850512683579428,5.312830699818655,-3.7622892142857327,4.448410343428593,1.368523902882367,-0.5441096646855271,-7.334049854734394,-0.3034647079039486,408.3043009757922
616.210731788574,91.09933556795457,0.034413118158993505,64.49169536761667,3.178812972757239,0.4601010737548261,0.0009869655243077702,0.615004088638238,0.11834954548662757,0.11339386298122481,0.04612588114190271,0.18387995103349666,6.423589002091036,4.5119505108030316,-3.3693174454638943,4.166536461521781,1.1565078480989772,-0.7763090880811506,-6.920875448920213,-0.48612636300546147,409.14167603216515
493.4604423290334,310.9898112891241,0.032088071802438556,92.17821680141014,3.072856050282957,0.7158750340635622,0.0009709063197860246,0.7391878876616964,0.10488343691902849,0.10851596930649994,0.04633098175093197,0.19277816964573372,6.201442698272785,5.739760150514358,-3.4392709128442838,4.523723842360297,1.1226074386678093,-0.3342496606850021,-6.937280572405503,-0.3022031445279574,411.15166517857847
489.592155904337,230.65877708097204,0.011841012054203404,32.45603105612172,2.8965439515898916,0.6452574189858007,0.00034936618042991086,0.34892809322173424,0.11041111285280863,0.1179126216720199,0.0466250278106797,0.14141956368212294,6.1935727096325515,5.440939462958419,-4.436186175628312,3.479886282772117,1.063518285473559,-0.43810594260247643,-7.959389958223529,-1.052889414622111,407.4677406771162
1144.4658662797685,188.50475997263527,0.013994438700648537,132.37426512616278,4.5453466090911165,0.6350484344419538,0.0004299781058980656,0.9633151873073009,0.12077646464202901,0.11242102752961268,0.04900238054319666,0.19608961256584373,7.042693314814862,5.239123258413462,-4.269095263953829,4.8856332524513,1.5141039863478805,-0.4540540082864751,-7.751776267089082,-0.037374623426405816,409.77095531871106
1108.0548379856464,163.5560987355228,0.054607535011630404,64.89477174141723,3.884020217558848,0.5912669247426505,0.0016149995352154889,0.607457065013306,0.10796434845088274,0.10531288274257264,0.04642652294033552,0.17381587863169062,7.010361358849331,5.097156043020257,-2.9075834018769218,4.172767061781156,1.3568707557602393,-0.5254877142281436,-6.428420610099826,-0.49847378114023666,410.4754334083717
1366.2655385051564,791.9472621468154,0.02198879704373713,66.40705385096423,4.87578356401841,0.7335766720178993,0.0006615972780732449,0.5858228668131904,0.11523581876231528,0.1279782048068573,0.048303833821863276,0.1793029249465266,7.2198364125314045,6.674494801398868,-3.817222180607725,4.19580328353534,1.5842808226146539,-0.30982315786678427,-7.3208535284209875,-0.5347378101622546,407.4084016334761
550.1404021144951,1485.4825526879472,0.032172232768412634,3079.4791052829087,3.125211173837239,0.7280859757879954,0.0009516033305789762,4.64168444520352,0.10714915610122751,0.1280568065417616,0.052822026182077216,0.29640438659327206,6.310173522220806,7.303494949756574,-3.436651534842385,8.032515740003547,1.1395018565331514,-0.31733613914865916,-6.957362279563689,1.535077327343329,398.3292458796682
