,date,username,mutant,operator,strain,IPTGuM,mean_FITC_H,repressors,fold_change
10,20180220,sbarnes,Q21M,O2,R1220,0.0,4312.0223845158125,1220.0,-0.010036526844469365
39,20180220,sbarnes,wt,O2,R260,0.0,4586.54637305506,260.0,0.006066321219429945
44,20180220,sbarnes,Q21M,O2,R260,0.0,4373.985264791095,260.0,-0.0064019488537310236
46,20180220,sbarnes,auto,O2,R0,0.0,4483.126736335535,0.0,0.0
51,20180220,sbarnes,delta,O2,R0,0.0,21531.290356204616,0.0,1.0
58,20180220,sbarnes,Q21M,O2,R60,0.0,4579.325709351293,60.0,0.005642776263810701
59,20180220,sbarnes,Q21M,O2,R124,0.0,4460.404603574519,124.0,-0.0013328199604169693
1,20180220,sbarnes,Q21M,O2,R260,0.1,4303.619478614962,260.0,0.003595565987650096
30,20180220,sbarnes,Q21M,O2,R60,0.1,4453.254802248681,60.0,0.012677084954788798
35,20180220,sbarnes,Q21M,O2,R124,0.1,4355.420904809488,124.0,0.006739446878113971
42,20180220,sbarnes,auto,O2,R0,0.1,4244.375680065926,0.0,0.0
48,20180220,sbarnes,delta,O2,R0,0.1,20721.280499091412,0.0,1.0
50,20180220,sbarnes,Q21M,O2,R1220,0.1,4228.653866481788,1220.0,-0.0009541727500898126
57,20180220,sbarnes,wt,O2,R260,0.1,4441.476594500366,260.0,0.01196225362708007
16,20180220,sbarnes,Q21M,O2,R60,5.0,4616.537618760146,60.0,0.028845123519837316
22,20180220,sbarnes,Q21M,O2,R124,5.0,4486.68871028524,124.0,0.02059615445383529
27,20180220,sbarnes,Q21M,O2,R260,5.0,4349.180006812343,260.0,0.011860578201585321
28,20180220,sbarnes,auto,O2,R0,5.0,4162.479933017116,0.0,0.0
34,20180220,sbarnes,delta,O2,R0,5.0,19903.708616983953,0.0,1.0
54,20180220,sbarnes,wt,O2,R260,5.0,4662.015398451835,260.0,0.03173421055393968
83,20180220,sbarnes,Q21M,O2,R1220,5.0,4264.611921305239,1220.0,0.006488184012735211
6,20180220,sbarnes,wt,O2,R260,10.0,5195.87615372174,260.0,0.06085433305601196
15,20180220,sbarnes,delta,O2,R0,10.0,21171.39087879146,0.0,1.0
26,20180220,sbarnes,Q21M,O2,R1220,10.0,4367.154985668814,1220.0,0.012136660575617512
31,20180220,sbarnes,Q21M,O2,R260,10.0,4561.699143217205,260.0,0.023573243730220225
67,20180220,sbarnes,Q21M,O2,R60,10.0,5216.862033778181,60.0,0.06208802090026559
75,20180220,sbarnes,Q21M,O2,R124,10.0,4883.604304361385,124.0,0.04249694305748203
78,20180220,sbarnes,auto,O2,R0,10.0,4160.702028940735,0.0,0.0
3,20180220,sbarnes,wt,O2,R260,25.0,6441.434469083884,260.0,0.13549833961441995
18,20180220,sbarnes,delta,O2,R0,25.0,20956.27615392937,0.0,1.0
20,20180220,sbarnes,Q21M,O2,R1220,25.0,4654.815285025328,1220.0,0.02908758539255646
33,20180220,sbarnes,Q21M,O2,R260,25.0,5271.061585103453,260.0,0.06579111693573775
71,20180220,sbarnes,Q21M,O2,R60,25.0,6741.702136147376,60.0,0.15338223407036258
74,20180220,sbarnes,Q21M,O2,R124,25.0,5984.726608542297,124.0,0.10829689213590057
82,20180220,sbarnes,auto,O2,R0,25.0,4166.4394769568125,0.0,0.0
14,20180220,sbarnes,Q21M,O2,R60,50.0,9574.309532900286,60.0,0.3396898437859305
29,20180220,sbarnes,auto,O2,R0,50.0,4145.862372120787,0.0,0.0
38,20180220,sbarnes,Q21M,O2,R124,50.0,8248.375329427023,124.0,0.25671834768250723
55,20180220,sbarnes,wt,O2,R260,50.0,8895.54442553795,260.0,0.2972155216716587
63,20180220,sbarnes,Q21M,O2,R1220,50.0,5210.149452376773,1220.0,0.0665986978094904
69,20180220,sbarnes,delta,O2,R0,50.0,20126.461321674484,0.0,1.0
80,20180220,sbarnes,Q21M,O2,R260,50.0,6791.2831420921075,260.0,0.16553952566622676
11,20180220,sbarnes,wt,O2,R260,75.0,11970.7537917545,260.0,0.48955423853445157
25,20180220,sbarnes,Q21M,O2,R260,75.0,7885.1093597273175,260.0,0.23436779122405046
32,20180220,sbarnes,Q21M,O2,R1220,75.0,5354.9021352763175,1220.0,0.0763328463557826
40,20180220,sbarnes,delta,O2,R0,75.0,20143.209285234738,0.0,1.0
65,20180220,sbarnes,auto,O2,R0,75.0,4132.780537592324,0.0,0.0
70,20180220,sbarnes,Q21M,O2,R124,75.0,10117.981650927195,124.0,0.37383140749533084
76,20180220,sbarnes,Q21M,O2,R60,75.0,12103.955793638486,60.0,0.49787394089742554
23,20180220,sbarnes,wt,O2,R260,100.0,13914.38499945552,260.0,0.6193813668503078
37,20180220,sbarnes,Q21M,O2,R1220,100.0,5594.333590320443,1220.0,0.0930389185916843
41,20180220,sbarnes,delta,O2,R0,100.0,19930.936781583765,0.0,1.0
45,20180220,sbarnes,Q21M,O2,R124,100.0,11118.405403107745,124.0,0.44250232203971407
49,20180220,sbarnes,auto,O2,R0,100.0,4123.639770556944,0.0,0.0
52,20180220,sbarnes,Q21M,O2,R60,100.0,14533.349331999116,60.0,0.6585382405467922
81,20180220,sbarnes,Q21M,O2,R260,100.0,8539.128906098564,260.0,0.2793323319262915
7,20180220,sbarnes,wt,O2,R260,250.0,15643.891656763268,260.0,0.8144938447532465
12,20180220,sbarnes,Q21M,O2,R1220,250.0,6794.658698476788,1220.0,0.187972307421126
13,20180220,sbarnes,delta,O2,R0,250.0,18264.052473524414,0.0,1.0
60,20180220,sbarnes,Q21M,O2,R260,250.0,11214.046919103934,260.0,0.5008629178397411
61,20180220,sbarnes,auto,O2,R0,250.0,4139.664992818417,0.0,0.0
66,20180220,sbarnes,Q21M,O2,R124,250.0,13942.938848535376,124.0,0.6940671847970958
72,20180220,sbarnes,Q21M,O2,R60,250.0,15998.631553779556,60.0,0.8396092628555087
0,20180220,sbarnes,auto,O2,R0,500.0,4114.674309306859,0.0,0.0
5,20180220,sbarnes,Q21M,O2,R124,500.0,15591.011635301573,124.0,0.8280420153777343
8,20180220,sbarnes,Q21M,O2,R60,500.0,16360.021359787304,60.0,0.88352769378019
36,20180220,sbarnes,Q21M,O2,R260,500.0,13942.77943648904,260.0,0.7091185755252106
73,20180220,sbarnes,wt,O2,R260,500.0,16058.410584713909,260.0,0.8617658383242927
77,20180220,sbarnes,Q21M,O2,R1220,500.0,8225.804313603097,1220.0,0.2966267265886829
79,20180220,sbarnes,delta,O2,R0,500.0,17974.2818085223,0.0,1.0
4,20180220,sbarnes,Q21M,O2,R260,1000.0,13343.47603513122,260.0,0.6974211521749569
9,20180220,sbarnes,Q21M,O2,R60,1000.0,15993.401193420235,60.0,0.8980177678801069
17,20180220,sbarnes,Q21M,O2,R1220,1000.0,8563.054388836576,1220.0,0.3355481381802879
19,20180220,sbarnes,auto,O2,R0,1000.0,4130.390108558012,0.0,0.0
21,20180220,sbarnes,wt,O2,R260,1000.0,16366.066255556205,260.0,0.9262281307358988
24,20180220,sbarnes,delta,O2,R0,1000.0,17340.608780362774,0.0,1.0
