z_score,shrinkage,param,rank,rank_ndraws,post_median,post_mean,post_mode,ground_truth,sim_idx
0.18297949445063014,0.9563152506322684,fc_mu,345,800,0.8117085194290024,0.8125973110403731,0.7982555683410693,0.8005784946823133,0
-3.669634941308759,0.6802941056714992,fc_sigma,799,800,0.194053855719706,0.1905529143335541,0.18276447239282534,0.3241456899691937,0
-1.1037458221239873,0.9937793576627042,fc_mu,689,800,0.1319469307957277,0.13238863439611948,0.1358610396453741,0.15728161358954873,1
-2.1631209636976565,0.9178368911476235,fc_sigma,771,800,0.07007101335615995,0.06704603024142683,0.06131302742537822,0.10894607503917557,1
-0.22798759247813957,0.9969538649381882,fc_mu,462,800,0.4121315988508979,0.41245032040646384,0.4127616753340707,0.4157935670848617,2
0.3740285434441281,0.9571751224660768,fc_sigma,331,800,0.04778472347179085,0.045267729966304786,0.04140883507508883,0.04293178635400542,2
-0.262422283976831,0.9951074036932477,fc_mu,397,800,0.9772557955326613,0.9826838589007381,0.9742158980956482,0.9825977377372906,3
0.0810658580121029,0.8000459772605342,fc_sigma,421,800,0.1206456046827726,0.11609524158438042,0.11408386093752033,0.11837283771003748,3
-0.6852806343636662,0.9983961259423377,fc_mu,603,800,0.94040932616787,0.940575769898458,0.9387191665896384,0.948396302047718,4
0.6288842242736834,0.9729920940286924,fc_sigma,220,800,0.036976366288436424,0.03503213895176379,0.03160842128948561,0.030496470670665368,4
0.5637383710910785,0.999064161084143,fc_mu,214,800,0.5923532402710642,0.5922626094960989,0.5919486975997237,0.5873343589169845,5
-0.2143564947284759,0.9847879256584227,fc_sigma,512,800,0.02830823211717688,0.026821708793726005,0.024404244083584426,0.02996584349582272,5
-0.27991696404025,0.9721771247800931,fc_mu,481,800,0.7442398180677101,0.7442592630643554,0.7406434851445209,0.7578279265543225,6
-1.699419277859251,0.7501514807499899,fc_sigma,756,800,0.15348764868827885,0.14938665143101149,0.14118748629592678,0.20674637592083295,6
-0.847811205905296,0.9940034833066413,fc_mu,647,800,0.8185274053324684,0.8187589503701787,0.8178432900911309,0.8376337434251119,7
-1.1179036272268033,0.9130816974308363,fc_sigma,702,800,0.06939038710639527,0.06550949760987387,0.06031081362544365,0.09005426546283864,7
-0.8551126087609948,0.9642294683226272,fc_mu,652,800,0.18919155021580142,0.18956259468454156,0.19828770436885557,0.2362583630052334,8
-4.708398542572504,0.7011348541662227,fc_sigma,800,800,0.1755635061933713,0.17021320449531724,0.16372940786050025,0.3369483345267503,8
0.20484999047211624,0.9810952910064047,fc_mu,324,800,0.452722197984322,0.4527861393301788,0.4528052017072368,0.4445252962496392,9
-0.6983603244183625,0.7895653892981411,fc_sigma,622,800,0.12582898168967155,0.12196634905720856,0.11343437272351979,0.1459148215836034,9
0.4921734791921899,0.9933650302301582,fc_mu,234,800,0.773951860942241,0.774299339901611,0.7730692427069854,0.7622846657239251,10
0.802393708756182,0.8921789631563841,fc_sigma,175,800,0.07606546137665818,0.07240672231292802,0.06637194104936667,0.05954618117020623,10
-0.37140747174674515,0.9777086865650595,fc_mu,542,800,0.8457271459298156,0.8456372130825238,0.8375490562748149,0.8618650544022092,11
-0.23747165233424208,0.7778753431587773,fc_sigma,526,800,0.13825727346671446,0.13364188201149707,0.1268838960544049,0.1452744436948642,11
0.21088057186347137,0.9301492275926806,fc_mu,344,800,0.5405140393628166,0.5406051287564941,0.5407441308386931,0.5242940352693222,12
-1.0220528717662876,0.6046012817758366,fc_sigma,686,800,0.24067203357606723,0.2366115901624607,0.22854653725337193,0.28096626203892977,12
0.5324742473242223,0.9929436654126174,fc_mu,211,800,0.39522643559762266,0.39545181208840513,0.3972899612227453,0.3822092537045884,13
