parameter,mean,median,mode,hpd_min,hpd_max
y_rep[1],0.016610981340156067,0.014515429782551251,-0.020722717974845168,-0.11238683819909341,0.15289827797222416
y_rep[2],0.016979988101874465,0.014314849754904376,0.005706329559535088,-0.10896429145769419,0.15458206042209505
y_rep[3],0.01700063344520766,0.014482942771911627,-0.013771879956530269,-0.1124089289134512,0.15668717382461234
y_rep[4],0.015525818785136366,0.013551417036854013,0.012710996609138587,-0.11118279806814459,0.155129104664649
y_rep[5],0.01602720500393174,0.01400404742567421,-0.01174458704207208,-0.11437892076277552,0.1537499203874366
y_rep[6],0.009043890129177482,0.007340472265742333,0.0514538941604899,-0.0874135779688831,0.1074061622500634
y_rep[7],0.009354281818588932,0.007343038790402908,0.06854138368892337,-0.08161020177546047,0.11506494177362503
y_rep[8],0.009320703624959098,0.007631396271438508,0.15506805009248853,-0.08865915754371949,0.11149094849251173
y_rep[9],0.010259561520865684,0.007827101592074906,-0.05224259175522182,-0.0878675025538386,0.10718084704808178
y_rep[10],0.009100384054311903,0.007342568930423357,0.0831254795981142,-0.08925729752023967,0.11031362250604312
y_rep[11],0.011543941047526624,0.009913445367023028,0.03617158652959779,-0.07150624962618914,0.11058687431928213
y_rep[12],0.011075155450260634,0.00927448055621629,0.01911297029131574,-0.07908056753027162,0.10108808647588255
y_rep[13],0.011210151502909303,0.009159922875466108,0.03635074642426353,-0.0873071889593615,0.10308369038358532
y_rep[14],0.011075656467233833,0.009136237272940818,0.03326821303900758,-0.07462722877912659,0.10714923143177094
y_rep[15],0.011302100736362761,0.009221759484410157,-0.015689175682490623,-0.0768113578781559,0.10699418215162934
y_rep[16],0.018649041085774202,0.0155586916620083,0.01567787634413706,-0.15199338518202482,0.19082537284602014
y_rep[17],0.019248601834067763,0.01547804080045866,0.07137157283247032,-0.1490542211977884,0.19039628187642774
y_rep[18],0.017680264706953146,0.013719661982411268,0.002454547027849449,-0.15321602368426493,0.19254552990733953
y_rep[19],0.017991534237215126,0.014874120400314486,-0.0825028295596864,-0.16008182906447108,0.19116498195891096
y_rep[20],0.016574745800122043,0.01324498619270206,-0.04645005556727814,-0.16021894287988245,0.18610584334870459
y_rep[21],0.049822259323063514,0.04919375268720473,0.07056849030047788,-0.01641376653714751,0.11975198285989008
y_rep[22],0.04995467800749361,0.049487352689475766,0.06331906635467147,-0.019387404440564464,0.11874248956997636
y_rep[23],0.04994619047337719,0.04977556282609911,0.05150750551838589,-0.018070784374518166,0.12234108641130828
y_rep[24],0.04939426232487515,0.0493200276303449,0.02544909988713047,-0.018394054944830485,0.12023021001994391
y_rep[25],0.04932161750967222,0.049454388946723146,0.0392826513908035,-0.02220215264316576,0.11765266243965895
y_rep[26],0.10725184694381071,0.10700349675620081,0.11972370774289126,0.054515322668986704,0.15815903122000483
y_rep[27],0.10724491763909932,0.10718790790489872,0.0958065069200509,0.05447947851242782,0.15897793172031188
y_rep[28],0.10723418296129567,0.10691874365650404,0.11602558956052225,0.05187688090794051,0.15779415987521672
y_rep[29],0.10730137899625583,0.10717138955067959,0.13072343836147746,0.053251486071271004,0.1578092826580847
y_rep[30],0.10803571928422562,0.10772024980407166,0.10855601056206765,0.05981087634676584,0.16460111297218039
y_rep[31],0.2089785653574314,0.20804470582718443,0.1672489993394246,0.11457328325149788,0.30514490455153487
y_rep[32],0.21022616570665673,0.2086797476611425,0.22608323457258603,0.11566292275545413,0.30507178815713076
y_rep[33],0.2100824620539908,0.20832227925243174,0.26538759386518085,0.12005702054706044,0.3110188702992227
y_rep[34],0.2101162239633329,0.20876864567244358,0.13975064877046556,0.11568973832106838,0.3057451035077277
y_rep[35],0.2097308986970262,0.2090688716839842,0.28454252169744615,0.11906034037753467,0.3102417539882218
y_rep[36],0.23381238176428992,0.23172477590790044,0.28358026489939675,0.043513337834786586,0.4317444130851687
y_rep[37],0.23122141690771478,0.22942001665263834,0.29717260415251007,0.040853221171355675,0.430101684973497
y_rep[38],0.2330689818748942,0.2301664795263388,0.28022818494891877,0.03995794858279342,0.4205715545094603
y_rep[39],0.23305698689284704,0.23119830003482017,0.2818326503702434,0.03654918013648212,0.417457679013857
y_rep[40],0.2326933281333938,0.23046902021204224,0.19471278266298817,0.03945585666110743,0.4270489091919623
y_rep[41],0.610150897602148,0.6077507372986647,0.6002021925934096,0.4827006525882611,0.7337496487614655
y_rep[42],0.6113128000603206,0.6088014761269723,0.6343252672072044,0.48575025686213313,0.7395270779403875
y_rep[43],0.6102351218693981,0.6083000841414965,0.5259043452618367,0.4846997582995526,0.7465505475357344
y_rep[44],0.6113115952193378,0.6088948591742697,0.5820809419131162,0.47241427125454305,0.735300222081795
y_rep[45],0.610834052466622,0.6080336650535179,0.4930571142723091,0.4765906911254065,0.7422808547677306
y_rep[46],0.7509591750639937,0.7534168759660232,0.9049287101982485,0.5434538775846172,0.9589980663116687
y_rep[47],0.7499871037303988,0.7517048708764656,0.9028954899681916,0.5595254593585199,0.978378821712048
y_rep[48],0.7515485367608826,0.754818863442534,0.8992236797704218,0.5547284648081623,0.970247589368731
y_rep[49],0.7504643204635483,0.7527187244003655,0.8143018572761216,0.5458098923281651,0.9643522654986946
y_rep[50],0.7508951447974151,0.7530894169153735,0.8478810523771964,0.5446977091843275,0.9623890075313206
y_rep[51],0.7809959850531578,0.7830430079820803,0.90107921916902,0.5810069913807663,0.9749979666918944
y_rep[52],0.7814267033737414,0.7829206164630862,0.8032471622588716,0.5838433705067329,0.9763347430737297
y_rep[53],0.7810289358050176,0.7823155622224928,0.8212160346772407,0.5759256258811056,0.9642684565941089
y_rep[54],0.7804273909703917,0.7830010434069483,0.7790706545742806,0.5871586208932145,0.9737818653385637
y_rep[55],0.7813865214304728,0.7833683500294969,0.8880691635301445,0.5746348702408527,0.9686693189682731
y_rep[56],0.8328655956743116,0.8343522515499056,0.9814997578070703,0.4760883962099368,1.1615430343744648
y_rep[57],0.8360628649191556,0.8357703406937382,1.0296697063709437,0.4800169250994696,1.163397946187364
y_rep[58],0.8329665779303954,0.8339309054282642,0.7322969895257285,0.4871887113376177,1.16075908844457
y_rep[59],0.8322205044837941,0.8318780255784284,0.7688551674793817,0.5072695457638339,1.189411127884224
y_rep[60],0.8358572587258465,0.8342734750942375,0.6904369011654544,0.4853165694034045,1.16661109145928
y_rep[61],0.04293448479260257,0.038834071198867774,-0.027400112385064762,-0.10420424911528214,0.19139801970041148
y_rep[62],0.04402187406055351,0.040444535641654455,0.5028935656914653,-0.10396990239095867,0.19118210713777234
y_rep[63],0.045179728241158575,0.04062967867654532,0.38709908973938845,-0.09974134909976298,0.1931153527151124
y_rep[64],0.04416081973042793,0.04046454864661227,0.5316790029100218,-0.10753786497576698,0.1957599415171064
y_rep[65],0.04436567898263451,0.040292349343046346,0.028283107231752147,-0.09033375531930586,0.19931793547894433
y_rep[66],0.036223102174413845,0.033945374519556676,-0.016146563702631442,-0.05137272344957121,0.12779172112400136
y_rep[67],0.035908154979808135,0.0334775635976991,-0.0005013337760263661,-0.05261471158626589,0.12884488169796607
y_rep[68],0.035714933442899305,0.03344413273869278,0.02515522758832168,-0.05484739456513367,0.13104302270804144
y_rep[69],0.03561979840884764,0.033509543973986713,0.046502777125620724,-0.053271285416205474,0.12530428280619688
y_rep[70],0.03648604113911111,0.03399850613273066,0.01665436758004038,-0.046127476446922125,0.13083641973527516
y_rep[71],0.06052522172996856,0.06223779379322198,-0.037527798392952144,-0.03889639047324376,0.1677013155068236
y_rep[72],0.061361950876985455,0.062398888598431304,0.08067467854814794,-0.0462705434536129,0.16582003171341236
y_rep[73],0.06139301442594036,0.062561785579796,-0.007924667896237442,-0.05469034909644029,0.1607576619266288
y_rep[74],0.0606666738625557,0.06194426150028945,0.17054865507778777,-0.04541781053815368,0.16365043781940236
y_rep[75],0.061196336067696346,0.06310175707348414,0.03499746241391073,-0.04042979175177919,0.1676124363641689
y_rep[76],0.1259377694304754,0.12364944860065073,0.0773072022740916,-0.04225478673432183,0.3101148034416752
y_rep[77],0.1260599317638656,0.12372366260701373,0.13031911781286007,-0.04949838325334853,0.3033474915919681
y_rep[78],0.12629666802398884,0.12392756326689727,0.12202414643982569,-0.04403246215044532,0.29827909295399135
y_rep[79],0.12575215657931865,0.12494199380902062,0.13665484247100723,-0.0373340565345624,0.31300362488158673
y_rep[80],0.1272394296145452,0.12548021706666032,0.010936559767721704,-0.0377086079080394,0.31643934180001915
y_rep[81],0.25260786216892145,0.25814698643165546,0.27936473195570777,-0.0799260781387982,0.5801519355061909
y_rep[82],0.2552533620279864,0.25756009126602475,0.3216564651648346,-0.0581118870763812,0.6131864286663233
y_rep[83],0.25444446839444246,0.2596573998754091,0.26393023147888783,-0.06814116614577376,0.5882690875329805
y_rep[84],0.2536403340062528,0.2562061861281389,0.24462652211719982,-0.08493165812334921,0.5711917358562417
y_rep[85],0.25440289687194334,0.2569165135764494,0.28895402606741727,-0.07275686304512646,0.5830175121450908
y_rep[86],0.4082700335398451,0.41684245623208227,0.4585616439272963,-0.07021708280954064,0.8632088440607193
y_rep[87],0.4097372632622897,0.42246776597459545,0.2990597522746514,-0.05087734965929666,0.8835320917996843
y_rep[88],0.40925405172425433,0.42062643063624106,0.5191471140261554,-0.05181892026620627,0.8998510808576788
y_rep[89],0.4126479810708463,0.42274437884578725,0.5597664089734186,-0.09659258503615609,0.8619807546503606
y_rep[90],0.40674816959686827,0.4182158584975441,0.6454469119710211,-0.08114858384098833,0.8708629256998583
y_rep[91],0.5771310454366597,0.5776148986323686,0.5688605492412637,0.15574308948245918,0.9805307584838541
y_rep[92],0.5748779254411411,0.5723179677436135,0.4470756584995552,0.17038455878177228,1.0029433435087043
y_rep[93],0.571639756654314,0.5721158287692478,0.572159353910299,0.16519395618026633,0.9922741652766218
y_rep[94],0.5732012393890543,0.5713618660549651,0.5103863262884109,0.1659780673419775,0.991254953580321
y_rep[95],0.5754883815238918,0.5758377754609846,0.5172629331434152,0.1423981061684515,0.9690235899580285
y_rep[96],0.7082244229596611,0.7083101883857861,0.6169257036060843,0.4712587208312099,0.9524286021913846
y_rep[97],0.7051047705785403,0.7058684558424111,0.6680250891202844,0.44953489953825404,0.9470808964550363
y_rep[98],0.7066142050626256,0.7076025559147092,0.8544775598546513,0.47477477249915306,0.9636455151237608
y_rep[99],0.7052297420945153,0.7049731115621994,0.8264570589351985,0.46493597726272984,0.9557831363289366
y_rep[100],0.7059090934507454,0.7054507424073081,0.8715697654283108,0.45778368196567765,0.9471754474388747
y_rep[101],0.875830427428712,0.8764554735599119,1.2888523954852635,0.42657540194097504,1.3056836976569701
y_rep[102],0.8759206632653084,0.8793711635293533,1.0533049799926997,0.4507340481665183,1.3287265583048222
y_rep[103],0.8723835055003463,0.8759281498296778,0.8694242482887983,0.4446883769552516,1.3184510376722802
y_rep[104],0.8771527440153927,0.8795931957807861,0.9198448038200918,0.434286543937245,1.3124638534227675
y_rep[105],0.8757453128768395,0.8778417627778419,0.33205511495143536,0.42908386313792435,1.2978913664996066
y_rep[106],0.8875621307386656,0.8947205916167134,0.8540620946962657,0.47620298369865766,1.2467173379301668
y_rep[107],0.8860662768667995,0.8905628253733437,0.9735728165222157,0.50908232739616,1.277217161013287
y_rep[108],0.8883045867909581,0.8924511582522754,0.8603632159158658,0.49678969359825587,1.273515864232022
y_rep[109],0.8869487177716363,0.890339247642229,0.7984187930950615,0.5068581222007028,1.260319674169437
y_rep[110],0.8851217765070265,0.8903097544271112,0.7159447392287271,0.4818098946863738,1.2417500719357129
y_rep[111],0.8877836288968194,0.8888427466269967,0.7975889184120801,0.6115373420514125,1.151930909885979
y_rep[112],0.8869107665766797,0.8872984586034789,0.9221656888382892,0.6196274299844198,1.1651246997984024
y_rep[113],0.886617981919056,0.8873611732616116,0.759970976250087,0.6278412748126552,1.1671386752108899
y_rep[114],0.8850693954272206,0.8865991664320501,1.0168719121788328,0.6116134975477596,1.155103136347488
y_rep[115],0.8852786671175816,0.8864097844424008,0.8858369704961673,0.6086985217898477,1.144528831677349
y_rep[116],0.9018770087685635,0.9080094960852968,0.8599927080257603,0.5654451278755719,1.2371318020901343
y_rep[117],0.900516755088014,0.9064614794606412,0.9329822928073593,0.5390385516446353,1.2182028721352547
y_rep[118],0.9004565590417815,0.9080701871642853,1.0520696072942841,0.568957419448894,1.2377600977269703
y_rep[119],0.9013304981303514,0.9084964722258253,0.8226072126866626,0.580966353513328,1.2409981273071313
y_rep[120],0.8997604290222291,0.9051262085649903,0.9329452290729283,0.548395532069406,1.2287519846815789
y_rep[121],0.8469261624187431,0.8419365713009721,0.8602908692810285,0.5653683104085162,1.1314607810541013
y_rep[122],0.8475114092459249,0.8433505761870906,0.6574696006638076,0.5445494445911498,1.1288453881725282
y_rep[123],0.8445729034001437,0.8423961302022768,0.6331740016007504,0.5656518373470873,1.1403331648419894
y_rep[124],0.8467871447373971,0.8435658183912311,0.782560514531728,0.5716142651966678,1.1412465556687774
y_rep[125],0.8495185475801181,0.8435768610892802,0.8851711501898584,0.576472300686377,1.1586773190286466
y_rep[126],0.7867970012145162,0.7909870668679786,0.7951596813220226,0.5404491922554143,1.0050954052419787
y_rep[127],0.7875251686425523,0.7916882444966965,0.8940748884273293,0.5431243841173325,1.0126744511027843
y_rep[128],0.788344068365859,0.7939571906990148,0.7738788465292153,0.5522427413795499,1.027401346274404
y_rep[129],0.7877805232398265,0.7928713370343832,0.6613630009834145,0.5504356218163529,1.0113662281711504
y_rep[130],0.7872207720663807,0.7920374634117759,0.8970312394823541,0.5304811682536521,1.006077308077676
y_rep[131],0.8516048007387647,0.8519757834133801,0.5031500184309513,0.5112960609857052,1.1773592876111092
y_rep[132],0.8524411407531128,0.854755032129803,0.7834671586633835,0.5398501138170925,1.1935004129117568
y_rep[133],0.8515299532756044,0.8536680007989148,0.7218184084871372,0.520342318362075,1.1736033011945417
y_rep[134],0.8477164881535962,0.8510435512822252,1.0022260819980675,0.4972670498252739,1.170383102505509
y_rep[135],0.8516138299394453,0.8548784572260278,0.6997952623631922,0.5211909831318593,1.180754726453424
y_rep[136],0.859086517840346,0.8624148226954871,0.6699213245877447,0.5990035584013474,1.105574946634456
y_rep[137],0.8590862254375661,0.8627107075804396,0.9605129833275541,0.6178795338485334,1.1227390685088072
y_rep[138],0.857884143427828,0.860365331607002,0.8340553414156074,0.5993254838609193,1.1128111717845006
