# Date : 2017-03-07
# Equipment : MACSQuant (Bjorkman lab)
# User : mrazomej
# Description :
# IPTG titration with all the O2+11 YFP DNA mutant strains 
# The strains were grown in deep 96-well plates in 1 mL of LB + Kan + Spec and then
# diluted next morning 1:1000 into 0.5 mL of M9 + 0.5% glucose also in deep 96-well plates with the following
# IPTG concentrations:
# 0uM, 0.1uM, 5uM, 10uM, 25uM, 50uM, 75uM, 100uM, 250uM, 500uM, 1000uM, 5000uM
# Comments :
# The plate was prepared by me (Manuel) early in the morning and Nathan added the cells to the plate at 11 am
# Nathan ran the plate and the flow rates looked okay, so everything about this plate looks fine
date,username,operator,class,strain,repressors,IPTG_uM,mean_YFP,mean_YFP_bgcorr,fold_change
20170308,mrazomej,O2,NA,auto,260,0.1,3139.7060579395375,0.0,0.0
20170308,mrazomej,O2,NA,auto,260,0.0,3002.6779878558796,0.0,0.0
20170308,mrazomej,O2,NA,auto,260,1000.0,3217.9539811420186,0.0,0.0
20170308,mrazomej,O2,NA,auto,260,100.0,3297.683596882599,0.0,0.0
20170308,mrazomej,O2,NA,auto,260,10.0,3301.5682024852395,0.0,0.0
20170308,mrazomej,O2,NA,auto,260,250.0,3273.956166840996,0.0,0.0
20170308,mrazomej,O2,NA,auto,260,25.0,3161.432797363203,0.0,0.0
20170308,mrazomej,O2,NA,auto,260,5000.0,3198.0011287668003,0.0,0.0
20170308,mrazomej,O2,NA,auto,260,500.0,3189.031757645293,0.0,0.0
20170308,mrazomej,O2,NA,auto,260,50.0,3177.6441422050507,0.0,0.0
20170308,mrazomej,O2,NA,auto,260,5.0,3423.220178388997,0.0,0.0
20170308,mrazomej,O2,NA,auto,260,75.0,3182.708112320092,0.0,0.0
20170308,mrazomej,O2,NA,delta,260,0.1,27171.001789521146,24031.29573158161,1.0
20170308,mrazomej,O2,NA,delta,260,0.0,20189.45101358239,17186.77302572651,1.0
20170308,mrazomej,O2,NA,delta,260,1000.0,25218.611179429045,22000.657198287026,1.0
20170308,mrazomej,O2,NA,delta,260,100.0,24531.86336570345,21234.179768820853,1.0
20170308,mrazomej,O2,NA,delta,260,10.0,29473.314124887052,26171.745922401813,1.0
20170308,mrazomej,O2,NA,delta,260,250.0,21821.151497725536,18547.19533088454,1.0
20170308,mrazomej,O2,NA,delta,260,25.0,24007.684985752858,20846.252188389655,1.0
20170308,mrazomej,O2,NA,delta,260,5000.0,24266.57292436783,21068.571795601027,1.0
20170308,mrazomej,O2,NA,delta,260,500.0,21507.90783391591,18318.876076270615,1.0
20170308,mrazomej,O2,NA,delta,260,50.0,25754.33996634575,22576.695824140697,1.0
20170308,mrazomej,O2,NA,delta,260,5.0,25412.40301303866,21989.182834649662,1.0
20170308,mrazomej,O2,NA,delta,260,75.0,25786.81426368596,22604.106151365868,1.0
20170308,mrazomej,O2,dna,Q21A,260,0.1,8528.382094362283,5388.676036422746,0.22423576725166006
20170308,mrazomej,O2,dna,Q21A,260,0.0,7647.008500273607,4644.330512417728,0.2702270231570365
20170308,mrazomej,O2,dna,Q21A,260,1000.0,20084.5581636364,16866.604182494382,0.7666409248814449
20170308,mrazomej,O2,dna,Q21A,260,100.0,19800.45318567786,16502.76958879526,0.777179517573222
20170308,mrazomej,O2,dna,Q21A,260,10.0,13453.561187474723,10151.992984989483,0.3878989584833102
20170308,mrazomej,O2,dna,Q21A,260,250.0,20411.424036329892,17137.467869488897,0.9239924184629584
20170308,mrazomej,O2,dna,Q21A,260,25.0,16232.800763665538,13071.367966302336,0.6270368336799863
20170308,mrazomej,O2,dna,Q21A,260,5000.0,20398.673969555726,17200.672840788924,0.8164138038241542
20170308,mrazomej,O2,dna,Q21A,260,500.0,19946.37079690246,16757.339039257167,0.9147580326155387
20170308,mrazomej,O2,dna,Q21A,260,50.0,19080.395297580977,15902.751155375927,0.7043878909141129
20170308,mrazomej,O2,dna,Q21A,260,5.0,10045.95591447371,6622.735736084714,0.3011815302953812
20170308,mrazomej,O2,dna,Q21A,260,75.0,18813.96194762921,15631.253835309119,0.6915227583270126
20170308,mrazomej,O2,dna,Q21M,260,0.1,3451.0899984655066,311.38394052596914,0.012957434505570688
20170308,mrazomej,O2,dna,Q21M,260,0.0,3188.6977822622357,186.01979440635614,0.010823427651479839
20170308,mrazomej,O2,dna,Q21M,260,1000.0,17371.402744120533,14153.448762978514,0.6433193624816127
20170308,mrazomej,O2,dna,Q21M,260,100.0,9682.488783188473,6384.8051863058745,0.30068527514686416
20170308,mrazomej,O2,dna,Q21M,260,10.0,3811.9524389104313,510.38423642519183,0.019501344615619486
20170308,mrazomej,O2,dna,Q21M,260,250.0,14202.084546866465,10928.128380025468,0.5892065180242155
20170308,mrazomej,O2,dna,Q21M,260,25.0,4613.20670938615,1451.7739120229467,0.06964196244500553
20170308,mrazomej,O2,dna,Q21M,260,5000.0,17462.853251628378,14264.852122861577,0.6770678269630018
20170308,mrazomej,O2,dna,Q21M,260,500.0,16131.46846524292,12942.436707597628,0.7065082297468366
20170308,mrazomej,O2,dna,Q21M,260,50.0,6369.046056806775,3191.401914601724,0.1413582368058145
20170308,mrazomej,O2,dna,Q21M,260,5.0,3479.7609536313,56.54077524230297,0.002571299518834702
20170308,mrazomej,O2,dna,Q21M,260,75.0,8473.392643451409,5290.684531131317,0.23405855979010362
20170308,mrazomej,O2,NA,wt,260,0.1,3702.992985918955,563.2869279794177,0.023439723528480134
20170308,mrazomej,O2,NA,wt,260,0.0,3338.042913676798,335.3649258209184,0.019512966472467978
20170308,mrazomej,O2,NA,wt,260,1000.0,23399.646996095096,20181.693014953078,0.9173222796510109
20170308,mrazomej,O2,NA,wt,260,100.0,18283.955442819362,14986.271845936764,0.7057617487039369
20170308,mrazomej,O2,NA,wt,260,10.0,4894.537247493916,1592.9690450086764,0.06086598309993404
20170308,mrazomej,O2,NA,wt,260,250.0,21135.426943544615,17861.47077670362,0.9630281267896574
20170308,mrazomej,O2,NA,wt,260,25.0,7752.472898553845,4591.0401011906415,0.2202333570418776
20170308,mrazomej,O2,NA,wt,260,5000.0,22731.194807788546,19533.193679021744,0.9271247177324161
20170308,mrazomej,O2,NA,wt,260,500.0,20305.197773859163,17116.16601621387,0.9343458596996199
20170308,mrazomej,O2,NA,wt,260,50.0,12880.231763833866,9702.587621628816,0.4297611881387037
