,date,username,mutant,operator,strain,IPTGuM,mean_FITC_H,repressors,fold_change
10,20190314,gchure,delta,O2,R0,0.0,10602.925719176243,0.0,1.0
15,20190314,gchure,Q21A,O2,R1220,0.0,4986.112391331396,1220.0,0.1114622687690706
20,20190314,gchure,Q21A,O2,R60,0.0,7120.587040724208,60.0,0.44912014551199014
61,20190314,gchure,Q21A,O2,R124,0.0,7086.067510139509,124.0,0.44365941473839793
65,20190314,gchure,Q21A,O2,R260,0.0,5400.288734169574,260.0,0.17698185906248048
38,20190314,gchure,Q21A,O2,R260,0.1,5458.754658762641,260.0,0.174877506573033
44,20190314,gchure,delta,O2,R0,0.1,10657.504947041865,0.0,1.0
63,20190314,gchure,Q21A,O2,R60,0.1,7053.994842307623,60.0,0.42806692419693854
64,20190314,gchure,Q21A,O2,R1220,0.1,4920.679467147083,1220.0,0.08947660844603757
69,20190314,gchure,Q21A,O2,R124,0.1,7095.519391586253,124.0,0.4346575157313042
2,20190314,gchure,Q21A,O2,R260,5.0,5490.379721727515,260.0,0.13249117957135736
21,20190314,gchure,Q21A,O2,R124,5.0,7226.429889262901,124.0,0.3273810462975599
58,20190314,gchure,delta,O2,R0,5.0,13218.020251952614,0.0,1.0
60,20190314,gchure,Q21A,O2,R1220,5.0,5167.275385036409,1220.0,0.0962193238992463
62,20190314,gchure,Q21A,O2,R60,5.0,7442.951282912448,60.0,0.3516878470691289
1,20190314,gchure,delta,O2,R0,10.0,10773.662946929117,0.0,1.0
9,20190314,gchure,Q21A,O2,R1220,10.0,5479.239676339141,1220.0,0.18044039524883126
12,20190314,gchure,Q21A,O2,R260,10.0,5913.982134765031,260.0,0.24773712223612612
52,20190314,gchure,Q21A,O2,R124,10.0,7817.068550605175,124.0,0.5423287464905021
57,20190314,gchure,Q21A,O2,R60,10.0,7308.627101550712,60.0,0.4636236540320079
3,20190314,gchure,delta,O2,R0,25.0,10790.655829675738,0.0,1.0
16,20190314,gchure,Q21A,O2,R1220,25.0,7370.776870639331,1220.0,0.47292699145824496
18,20190314,gchure,Q21A,O2,R260,25.0,6845.303935835373,260.0,0.39194090862552816
46,20190314,gchure,Q21A,O2,R124,25.0,8716.679459720852,124.0,0.6803579956921533
59,20190314,gchure,Q21A,O2,R60,25.0,7402.930672159195,60.0,0.4778825472267755
24,20190314,gchure,Q21A,O2,R124,50.0,9094.397226489127,124.0,0.7366637427537479
27,20190314,gchure,Q21A,O2,R60,50.0,7608.028292065893,60.0,0.5049919026302992
43,20190314,gchure,delta,O2,R0,50.0,10783.919923203346,0.0,1.0
53,20190314,gchure,Q21A,O2,R1220,50.0,8552.595961973573,1220.0,0.652216272798897
56,20190314,gchure,Q21A,O2,R260,50.0,7353.63733680657,260.0,0.4653414367528229
5,20190314,gchure,Q21A,O2,R260,75.0,7534.501870748529,260.0,0.4997334984493344
8,20190314,gchure,Q21A,O2,R1220,75.0,9083.038541582531,1220.0,0.7470096417997412
23,20190314,gchure,delta,O2,R0,75.0,10667.359785566727,0.0,1.0
41,20190314,gchure,Q21A,O2,R124,75.0,9100.06670269421,124.0,0.7497287624297857
70,20190314,gchure,Q21A,O2,R60,75.0,7491.722830051249,60.0,0.49290238078897164
0,20190314,gchure,Q21A,O2,R124,100.0,9192.841308329625,124.0,0.7649217711098072
14,20190314,gchure,Q21A,O2,R60,100.0,7652.3081274436745,60.0,0.5196133991421471
17,20190314,gchure,Q21A,O2,R1220,100.0,9327.467773936512,1220.0,0.7863591536417388
35,20190314,gchure,delta,O2,R0,100.0,10669.129332274391,0.0,1.0
36,20190314,gchure,Q21A,O2,R260,100.0,7566.351235377577,260.0,0.5059259657822192
13,20190314,gchure,delta,O2,R0,250.0,10733.1762721477,0.0,1.0
22,20190314,gchure,Q21A,O2,R260,250.0,8363.677301330776,260.0,0.6319972668438292
26,20190314,gchure,Q21A,O2,R124,250.0,9485.722156569718,124.0,0.806260087185714
30,20190314,gchure,Q21A,O2,R60,250.0,7852.957073310633,60.0,0.5526782031496349
32,20190314,gchure,Q21A,O2,R1220,250.0,9658.237959651966,1220.0,0.8330532142681921
40,20190314,gchure,Q21A,O2,R124,500.0,9112.30753857581,124.0,0.7472319216813836
45,20190314,gchure,Q21A,O2,R1220,500.0,9285.309319631473,1220.0,0.7745477349247895
48,20190314,gchure,Q21A,O2,R60,500.0,7848.814415842571,60.0,0.5477348878109403
66,20190314,gchure,delta,O2,R0,500.0,10713.187122627534,0.0,1.0
71,20190314,gchure,Q21A,O2,R260,500.0,7752.1380631538295,260.0,0.5324703444115308
25,20190314,gchure,Q21A,O2,R1220,1000.0,9661.321619170993,1220.0,0.8344212445257337
33,20190314,gchure,Q21A,O2,R60,1000.0,7551.360535766118,60.0,0.5045795034085998
34,20190314,gchure,Q21A,O2,R124,1000.0,9165.36294000965,124.0,0.7568900163228197
37,20190314,gchure,delta,O2,R0,1000.0,10720.510577809331,0.0,1.0
50,20190314,gchure,Q21A,O2,R260,1000.0,7792.39498708659,260.0,0.5422594510237767
31,20190314,gchure,Q21A,O2,R260,5000.0,7273.568262983685,260.0,0.5133901580748841
39,20190314,gchure,Q21A,O2,R1220,5000.0,8538.555457696673,1220.0,0.7276242603541979
49,20190314,gchure,Q21A,O2,R124,5000.0,8817.203969824022,124.0,0.7748152628375183
51,20190314,gchure,Q21A,O2,R60,5000.0,7374.5638417198625,60.0,0.5304944396321641
54,20190314,gchure,delta,O2,R0,5000.0,10146.851331867067,0.0,1.0
