,date,username,mutant,operator,strain,IPTGuM,mean_FITC_H,repressors,fold_change
10,20190314,gchure,delta,O2,R0,0.0,15863.978796401387,0.0,1.0
15,20190314,gchure,Q21A,O2,R1220,0.0,5561.324774431795,1220.0,0.09531827425726716
20,20190314,gchure,Q21A,O2,R60,0.0,11531.518358365625,60.0,0.6195642620400247
61,20190314,gchure,Q21A,O2,R124,0.0,12407.757678767592,124.0,0.6965073195138061
65,20190314,gchure,Q21A,O2,R260,0.0,5950.989960096439,260.0,0.12953498888994583
38,20190314,gchure,Q21A,O2,R260,0.1,6808.379975630946,260.0,0.28873509794268604
44,20190314,gchure,delta,O2,R0,0.1,12589.193190504213,0.0,1.0
63,20190314,gchure,Q21A,O2,R60,0.1,9230.325218599934,60.0,0.5867285777521318
64,20190314,gchure,Q21A,O2,R1220,0.1,5631.484330052826,1220.0,0.14393115168645812
69,20190314,gchure,Q21A,O2,R124,0.1,10431.424806440866,124.0,0.7345105504525747
2,20190314,gchure,Q21A,O2,R260,5.0,5942.059965362896,260.0,0.20349355858326837
21,20190314,gchure,Q21A,O2,R124,5.0,8325.365197804003,124.0,0.5378888819450902
58,20190314,gchure,delta,O2,R0,5.0,11618.927543584163,0.0,1.0
60,20190314,gchure,Q21A,O2,R1220,5.0,6670.865662603635,1220.0,0.30575037969012053
62,20190314,gchure,Q21A,O2,R60,5.0,7944.340774756864,60.0,0.4844283417594352
1,20190314,gchure,delta,O2,R0,10.0,11683.316625084457,0.0,1.0
9,20190314,gchure,Q21A,O2,R1220,10.0,6772.878965182032,1220.0,0.33104597198577257
12,20190314,gchure,Q21A,O2,R260,10.0,6903.834136771622,260.0,0.34888613117147976
52,20190314,gchure,Q21A,O2,R124,10.0,9276.135776912048,124.0,0.6720672501978906
57,20190314,gchure,Q21A,O2,R60,10.0,8389.14657491233,60.0,0.5512317889663909
3,20190314,gchure,delta,O2,R0,25.0,11564.946919807853,0.0,1.0
16,20190314,gchure,Q21A,O2,R1220,25.0,6765.880913983451,1220.0,0.3231201692686689
18,20190314,gchure,Q21A,O2,R260,25.0,6800.428335865226,260.0,0.32799287846815867
46,20190314,gchure,Q21A,O2,R124,25.0,9136.31145612862,124.0,0.6574553549444435
59,20190314,gchure,Q21A,O2,R60,25.0,8292.912571163846,60.0,0.5384989384665081
24,20190314,gchure,Q21A,O2,R124,50.0,9982.818297377615,124.0,0.7483832798600003
27,20190314,gchure,Q21A,O2,R60,50.0,8607.74710784799,60.0,0.563758311429117
43,20190314,gchure,delta,O2,R0,50.0,11856.838402074223,0.0,1.0
53,20190314,gchure,Q21A,O2,R1220,50.0,9177.954398700771,1220.0,0.6403176225937744
56,20190314,gchure,Q21A,O2,R260,50.0,8001.015083494705,260.0,0.48229497942479405
5,20190314,gchure,Q21A,O2,R260,75.0,8497.316272957478,260.0,0.5203302706947422
8,20190314,gchure,Q21A,O2,R1220,75.0,9252.927476267992,1220.0,0.6194410522758151
23,20190314,gchure,delta,O2,R0,75.0,12154.272817644744,0.0,1.0
41,20190314,gchure,Q21A,O2,R124,75.0,10418.230407373909,124.0,0.7722896121894521
70,20190314,gchure,Q21A,O2,R60,75.0,8891.450673831945,60.0,0.572027450868239
0,20190314,gchure,Q21A,O2,R124,100.0,10216.924879855702,124.0,0.808725817609707
14,20190314,gchure,Q21A,O2,R60,100.0,8527.334253522633,60.0,0.5766653131179504
17,20190314,gchure,Q21A,O2,R1220,100.0,7383.071908647197,1220.0,0.4195041091646513
35,20190314,gchure,delta,O2,R0,100.0,11609.557660405573,0.0,1.0
36,20190314,gchure,Q21A,O2,R260,100.0,8137.7056038228075,260.0,0.5231509176161141
13,20190314,gchure,delta,O2,R0,250.0,11716.617791746094,0.0,1.0
22,20190314,gchure,Q21A,O2,R260,250.0,9089.397173395844,260.0,0.6439095045201535
26,20190314,gchure,Q21A,O2,R124,250.0,10857.15617039147,124.0,0.8835095490434068
30,20190314,gchure,Q21A,O2,R60,250.0,8794.844915499812,60.0,0.6039862263887689
32,20190314,gchure,Q21A,O2,R1220,250.0,13121.386768549604,1220.0,1.1904007899035114
40,20190314,gchure,Q21A,O2,R124,500.0,10993.969585452163,124.0,0.8625404016448535
45,20190314,gchure,Q21A,O2,R1220,500.0,11840.74261763879,1220.0,0.9735027211056154
48,20190314,gchure,Q21A,O2,R60,500.0,8842.956895093743,60.0,0.5806686978479626
66,20190314,gchure,delta,O2,R0,500.0,12042.948026674305,0.0,1.0
71,20190314,gchure,Q21A,O2,R260,500.0,9135.27721784659,260.0,0.6189747607541151
25,20190314,gchure,Q21A,O2,R1220,1000.0,13352.301645488256,1220.0,1.1356513739597058
33,20190314,gchure,Q21A,O2,R60,1000.0,9424.29537601594,60.0,0.6290608871412106
34,20190314,gchure,Q21A,O2,R124,1000.0,12217.929107814818,124.0,0.9893526420662054
37,20190314,gchure,delta,O2,R0,1000.0,12300.486695857811,0.0,1.0
50,20190314,gchure,Q21A,O2,R260,1000.0,9779.420725129237,260.0,0.6748609982273523
31,20190314,gchure,Q21A,O2,R260,5000.0,8680.79846035176,260.0,0.5908704642014488
39,20190314,gchure,Q21A,O2,R1220,5000.0,11298.670965364274,1220.0,0.9573726545054314
49,20190314,gchure,Q21A,O2,R124,5000.0,10598.76328459544,124.0,0.8593855686098438
51,20190314,gchure,Q21A,O2,R60,5000.0,8839.412299763817,60.0,0.6130764041185898
54,20190314,gchure,delta,O2,R0,5000.0,11603.15197171063,0.0,1.0
