# Date : 2017-06-22
# Equipment : MACSQuant (Bjorkman lab)
# User : sbarnes 
# Description :
# LacI titration for the 3 DNA binding domain mutants.
# The strains were grown in deep 96-well plates in 1 mL of LB + Kan + Spec and then
# diluted next morning 1:1000 into 0.5 mL of M9 + 0.5% glucose also in deep 96-well plates 
# Comments :
# The data was generated by Stephanie and Jonathan, and processed by Manuel.
date,username,operator,class,strain,repressors,IPTG_uM,mean_YFP,mean_YFP_bgcorr,fold_change
20170622,sbarnes,O1,NA,auto,0,0.0,2489.658201020443,-376.81105956599004,-0.03895951723500545
20170622,sbarnes,O1,NA,delta,0,0.0,3365.496991950128,499.02773136369524,0.05159583034320346
20170622,sbarnes,O1,NA,auto,0,0.0,3073.4746877961825,207.00542720974954,0.021402852449200815
20170622,sbarnes,O1,NA,delta,0,0.0,17992.631723602317,15126.162463015884,1.5639349541813428
20170622,sbarnes,O1,NA,auto,0,0.0,3036.2748929426734,169.8056323562405,0.01755666478580464
20170622,sbarnes,O1,NA,delta,0,0.0,16256.863932907063,13390.39467232063,1.3844692154754539
20170622,sbarnes,O1,dna,Q21A,1220,0.0,3529.672592194984,663.2033316085513,0.06857039084223436
20170622,sbarnes,O1,dna,Q21M,1220,0.0,3140.9029615191384,274.4337009327055,0.028374444512506782
20170622,sbarnes,O1,dna,Y20I,1220,0.0,7782.347293691608,4915.878033105175,0.5082659600717088
20170622,sbarnes,O1,dna,Q21A,124,0.0,5288.3992697050235,2421.9300091185905,0.25040991111278166
20170622,sbarnes,O1,dna,Q21M,124,0.0,3147.683290479044,281.21402989261105,0.029075481109672226
20170622,sbarnes,O1,dna,Y20I,124,0.0,5103.55202986415,2237.0827692777175,0.23129805374129578
20170622,sbarnes,O1,dna,Q21A,260,0.0,4222.474024340833,1356.0047637544003,0.1402010095592409
20170622,sbarnes,O1,dna,Q21M,260,0.0,3148.1051381682278,281.63587758179483,0.0291190970861678
20170622,sbarnes,O1,dna,Y20I,260,0.0,6387.104940975737,3520.635680389304,0.3640080697904286
20170622,sbarnes,O1,dna,Q21A,60,0.0,9217.268232488552,6350.798971902119,0.6566263269630618
20170622,sbarnes,O1,dna,Q21M,60,0.0,3219.72449005137,353.2552294649372,0.03652401608526781
20170622,sbarnes,O1,dna,Y20I,60,0.0,3956.1340611167666,1089.6648005303337,0.11266339853595951
