date,username,mut_class,mutant,rbs,repressors,mean_intensity,area,eccentricity,operator,IPTG_uM
20171129,mrazomej,DNA,wt,R260,260,85.68011987488127,2.7648,0.869891918680143,O1,0.0
20171129,mrazomej,DNA,wt,R260,260,91.45799106793916,5.9648,0.8712430795544448,O1,0.0
20171129,mrazomej,DNA,wt,R260,260,110.86985846418725,2.8416,0.8730189737277626,O1,0.0
20171129,mrazomej,DNA,wt,R260,260,101.03331138507,3.5328000000000004,0.9306161223959797,O1,0.0
20171129,mrazomej,DNA,wt,R1220,1220,98.71622484403821,3.072,0.9259509523707422,O1,0.0
20171129,mrazomej,DNA,wt,R1220,1220,74.31285634841385,4.7616000000000005,0.9345698477498372,O1,0.0
20171129,mrazomej,DNA,wt,R1220,1220,87.26131896665788,4.454400000000001,0.9754795115509957,O1,0.0
20171129,mrazomej,DNA,wt,R1220,1220,88.74776696424229,2.688,0.9615655174034211,O1,0.0
20171129,mrazomej,DNA,wt,R1220,1220,95.69417799130707,2.2528,0.9056391256070093,O1,0.0
20171129,mrazomej,DNA,wt,R1220,1220,97.81912158987225,3.2768,0.9129468792423898,O1,0.0
20171129,mrazomej,DNA,wt,R1220,1220,106.92118379610982,4.48,0.8398171686335354,O1,0.0
20171129,mrazomej,DNA,wt,R1220,1220,86.22702548043499,2.8928000000000003,0.9072796467987624,O1,0.0
20171129,mrazomej,DNA,Q21M,R124,124,117.5756619066331,4.0192000000000005,0.84127331515675,O1,0.0
20171129,mrazomej,DNA,wt,R1220,1220,99.66677736036492,4.9664,0.9626962594229774,O1,0.0
20171129,mrazomej,DNA,wt,R1220,1220,89.16299583311607,4.096,0.9414397276100039,O1,0.0
20171129,mrazomej,DNA,wt,R1220,1220,72.02725029937912,1.8176,0.8163543995057919,O1,0.0
20171129,mrazomej,DNA,Y20I,R260,260,325.5975862056346,1.9200000000000002,0.8500409411427571,O1,0.0
20171129,mrazomej,DNA,Y20I,R260,260,491.1371757259938,3.7888,0.9204776750459982,O1,0.0
20171129,mrazomej,DNA,Y20I,R260,260,419.62305193414585,5.2992,0.9798706080787485,O1,0.0
20171129,mrazomej,DNA,Y20I,R260,260,369.5046565756225,5.4016,0.9785950913807988,O1,0.0
20171129,mrazomej,DNA,wt,R260,260,100.92780526125696,4.3264000000000005,0.9505834777684563,O1,0.0
20171129,mrazomej,DNA,wt,R260,260,91.141265395546,1.8688,0.8351985882080104,O1,0.0
20171129,mrazomej,DNA,Q21M,R60,60,138.35079653152113,4.4288,0.9715656107257972,O1,0.0
20171129,mrazomej,DNA,Q21M,R60,60,87.74845476567076,4.4288,0.9588792455456403,O1,0.0
20171129,mrazomej,DNA,Q21M,R60,60,82.3798301712351,2.944,0.9080668047431143,O1,0.0
20171129,mrazomej,DNA,Q21M,R60,60,93.81820757952866,4.224,0.9532701748450828,O1,0.0
20171129,mrazomej,DNA,Q21M,R60,60,104.10603404416898,3.456,0.9532449635411092,O1,0.0
20171129,mrazomej,DNA,Q21M,R60,60,103.69316970121326,4.5056,0.9685837763610118,O1,0.0
20171129,mrazomej,DNA,wt,R260,260,82.3972765508519,3.5072,0.9262587221214763,O1,0.0
20171129,mrazomej,DNA,wt,R260,260,102.6151526257774,2.0224,0.8036632217785555,O1,0.0
20171129,mrazomej,DNA,wt,R260,260,143.00919161217877,3.072,0.9156741830260452,O1,0.0
20171129,mrazomej,DNA,Y20I,R260,260,515.5095355480839,3.072,0.9045546504342282,O1,0.0
20171129,mrazomej,DNA,Y20I,R260,260,413.11913259626897,4.736000000000001,0.9667267594540384,O1,0.0
20171129,mrazomej,DNA,Y20I,R260,260,671.3603689051322,3.8656,0.8016452213185746,O1,0.0
20171129,mrazomej,DNA,Y20I,R260,260,590.3601819637734,4.4032,0.9730669889465691,O1,0.0
20171129,mrazomej,DNA,wt,R1220,1220,88.47077593565508,3.7888,0.9246938812691577,O1,0.0
20171129,mrazomej,DNA,wt,R1220,1220,91.90044102304995,4.4032,0.9273470230182463,O1,0.0
20171129,mrazomej,DNA,wt,R1220,1220,92.2079859493104,3.1488,0.942110960225723,O1,0.0
20171129,mrazomej,DNA,wt,R1220,1220,96.1913832729868,3.6096000000000004,0.9210333933033421,O1,0.0
20171129,mrazomej,DNA,wt,R1220,1220,83.60087022227286,3.6352,0.9148644431984467,O1,0.0
20171129,mrazomej,DNA,Q21A,R1220,1220,121.59626695349162,3.6096000000000004,0.9138517126144932,O1,0.0
