,date,username,mutant,operator,strain,IPTGuM,mean_FITC_H,repressors,fold_change
8,20180417,gchure,Q21A-Q294K,O2,R260,0.0,14061.928528948076,260.0,0.8322463346509734
17,20180417,gchure,delta,O2,R0,0.0,15712.925685904529,0.0,1.0
22,20180417,gchure,Q294R,O2,R260,0.0,7433.23321690051,260.0,0.15872128926095383
41,20180417,gchure,Q294R,O2,R260,0.0,7494.500963082885,260.0,0.16494655073185432
51,20180417,gchure,Q294R,O2,R260,0.0,7198.359090947563,260.0,0.1348563205308502
61,20180417,gchure,Q294R,O2,R260,0.0,7440.943830996812,260.0,0.15950474535068504
90,20180417,gchure,Q294R,O2,R260,0.0,7324.365954826916,260.0,0.1476595607943674
91,20180417,gchure,auto,O2,R0,0.0,5871.130852263157,0.0,0.0
1,20180417,gchure,Q294R,O2,R260,0.1,7713.0179966820515,260.0,0.16776270915887828
3,20180417,gchure,Q21A-Q294K,O2,R260,0.1,13784.334802509858,260.0,0.7900523824084235
26,20180417,gchure,Q294R,O2,R260,0.1,7664.476023001825,260.0,0.162787319155945
32,20180417,gchure,Q294R,O2,R260,0.1,7361.381538019139,260.0,0.13172114783664127
46,20180417,gchure,auto,O2,R0,0.1,6076.25524889489,0.0,0.0
70,20180417,gchure,Q294R,O2,R260,0.1,7869.927533189817,260.0,0.1838454120264717
81,20180417,gchure,delta,O2,R0,0.1,15832.6710578282,0.0,1.0
87,20180417,gchure,Q294R,O2,R260,0.1,7573.104224762757,260.0,0.15342201533654404
6,20180417,gchure,auto,O2,R0,5.0,5952.723275456944,0.0,0.0
9,20180417,gchure,Q294R,O2,R260,5.0,7467.57445732615,260.0,0.1632137788479537
29,20180417,gchure,Q294R,O2,R260,5.0,7468.370571208788,260.0,0.1632995541087409
35,20180417,gchure,Q294R,O2,R260,5.0,7387.178101599947,260.0,0.1545516784510773
53,20180417,gchure,Q294R,O2,R260,5.0,7423.863066454761,260.0,0.15850420647001479
59,20180417,gchure,Q294R,O2,R260,5.0,7490.943156306209,260.0,0.16573157974677827
74,20180417,gchure,delta,O2,R0,5.0,15234.116014242847,0.0,1.0
89,20180417,gchure,Q21A-Q294K,O2,R260,5.0,14801.68363193753,260.0,0.9534086753490961
23,20180417,gchure,Q294R,O2,R260,10.0,7551.611990063547,260.0,0.1577176513970622
27,20180417,gchure,auto,O2,R0,10.0,5986.689759686503,0.0,0.0
45,20180417,gchure,Q21A-Q294K,O2,R260,10.0,13716.845348373361,260.0,0.7790687362705704
47,20180417,gchure,Q294R,O2,R260,10.0,7565.087146474603,260.0,0.15907571889722663
66,20180417,gchure,Q294R,O2,R260,10.0,7334.626064303964,260.0,0.13584914577248985
67,20180417,gchure,delta,O2,R0,10.0,15908.992155867083,0.0,1.0
77,20180417,gchure,Q294R,O2,R260,10.0,7618.737101719716,260.0,0.164482725567953
80,20180417,gchure,Q294R,O2,R260,10.0,7633.484587433973,260.0,0.1659690223089124
20,20180417,gchure,Q294R,O2,R260,25.0,7927.582159769258,260.0,0.18576410836606808
33,20180417,gchure,auto,O2,R0,25.0,6586.446591656633,0.0,0.0
40,20180417,gchure,Q21A-Q294K,O2,R260,25.0,12794.754700290478,260.0,0.8599285916226979
52,20180417,gchure,Q294R,O2,R260,25.0,8092.372283507619,260.0,0.2085896087342902
62,20180417,gchure,delta,O2,R0,25.0,13806.008970573092,0.0,1.0
63,20180417,gchure,Q294R,O2,R260,25.0,7796.185977071953,260.0,0.167564087949176
75,20180417,gchure,Q294R,O2,R260,25.0,7873.796050467585,260.0,0.17831405717477328
85,20180417,gchure,Q294R,O2,R260,25.0,7810.890397713755,260.0,0.1696008347587533
5,20180417,gchure,Q294R,O2,R260,50.0,7815.806624284425,260.0,0.17438666240407832
13,20180417,gchure,delta,O2,R0,50.0,14723.607770690132,0.0,1.0
14,20180417,gchure,Q294R,O2,R260,50.0,7802.02910185795,260.0,0.17273998699561738
24,20180417,gchure,Q294R,O2,R260,50.0,7916.587249164242,260.0,0.18643185975538343
37,20180417,gchure,Q294R,O2,R260,50.0,7934.045973058873,260.0,0.18851850860344874
71,20180417,gchure,auto,O2,R0,50.0,6356.735735264539,0.0,0.0
78,20180417,gchure,Q294R,O2,R260,50.0,7911.4003680088545,260.0,0.18581192901741753
88,20180417,gchure,Q21A-Q294K,O2,R260,50.0,13214.428251134823,260.0,0.8196244052537919
19,20180417,gchure,Q21A-Q294K,O2,R260,75.0,13124.808597336847,260.0,0.8340851436003723
36,20180417,gchure,auto,O2,R0,75.0,6708.447462031603,0.0,0.0
39,20180417,gchure,Q294R,O2,R260,75.0,8109.336423299273,260.0,0.18210643786831265
48,20180417,gchure,Q294R,O2,R260,75.0,7946.222383770102,260.0,0.1609026754529896
49,20180417,gchure,delta,O2,R0,75.0,14401.140689498387,0.0,1.0
68,20180417,gchure,Q294R,O2,R260,75.0,8254.990397177817,260.0,0.20104050550518218
79,20180417,gchure,Q294R,O2,R260,75.0,8267.98294456013,260.0,0.20272945201560888
83,20180417,gchure,Q294R,O2,R260,75.0,8315.539040200534,260.0,0.2089114346105478
4,20180417,gchure,delta,O2,R0,100.0,14135.336794758317,0.0,1.0
10,20180417,gchure,Q294R,O2,R260,100.0,8001.900393723081,260.0,0.17325269663966367
25,20180417,gchure,Q294R,O2,R260,100.0,7974.117390828933,260.0,0.1695077286934545
42,20180417,gchure,auto,O2,R0,100.0,6716.580935373326,0.0,0.0
57,20180417,gchure,Q294R,O2,R260,100.0,7737.150192981077,260.0,0.13756609288020916
69,20180417,gchure,Q294R,O2,R260,100.0,8205.164098599304,260.0,0.20065132098165311
94,20180417,gchure,Q294R,O2,R260,100.0,7903.01468269344,260.0,0.1599235464554657
95,20180417,gchure,Q21A-Q294K,O2,R260,100.0,13109.426825097024,260.0,0.8617140138985055
0,20180417,gchure,Q294R,O2,R260,250.0,7287.004542835724,260.0,0.17734298298816975
18,20180417,gchure,auto,O2,R0,250.0,5648.916095130556,0.0,0.0
30,20180417,gchure,Q294R,O2,R260,250.0,7390.126032530292,260.0,0.1885071375356475
31,20180417,gchure,delta,O2,R0,250.0,14885.754339891799,0.0,1.0
64,20180417,gchure,Q294R,O2,R260,250.0,7876.3921637138155,260.0,0.24115135607647925
65,20180417,gchure,Q21A-Q294K,O2,R260,250.0,15828.728636368533,260.0,1.1020884280410077
82,20180417,gchure,Q294R,O2,R260,250.0,7279.362371870031,260.0,0.17651562510193333
92,20180417,gchure,Q294R,O2,R260,250.0,7173.528389232241,260.0,0.16505781022704208
12,20180417,gchure,Q294R,O2,R260,500.0,7525.607083570303,260.0,0.16739388314607176
16,20180417,gchure,Q294R,O2,R260,500.0,7454.003385181521,260.0,0.15980378292060263
38,20180417,gchure,Q21A-Q294K,O2,R260,500.0,15635.633485661398,260.0,1.0270689363653303
43,20180417,gchure,Q294R,O2,R260,500.0,7645.5102990137475,260.0,0.18010380516197613
54,20180417,gchure,Q294R,O2,R260,500.0,7631.307853248333,260.0,0.17859832445033774
56,20180417,gchure,delta,O2,R0,500.0,15380.269801700499,0.0,1.0
72,20180417,gchure,Q294R,O2,R260,500.0,7583.6105062497445,260.0,0.17354233359575105
93,20180417,gchure,auto,O2,R0,500.0,5946.442017910374,0.0,0.0
2,20180417,gchure,Q294R,O2,R260,1000.0,7877.338308076222,260.0,0.20758279799059198
11,20180417,gchure,auto,O2,R0,1000.0,6086.825860389819,0.0,0.0
28,20180417,gchure,Q294R,O2,R260,1000.0,7294.107900083976,260.0,0.1399660661881056
34,20180417,gchure,Q294R,O2,R260,1000.0,7691.264822139267,260.0,0.18601039569170486
44,20180417,gchure,Q21A-Q294K,O2,R260,1000.0,17957.99586896955,260.0,1.3762823536843558
50,20180417,gchure,Q294R,O2,R260,1000.0,7441.620571658855,260.0,0.15706792613001624
76,20180417,gchure,delta,O2,R0,1000.0,14712.35969565276,0.0,1.0
84,20180417,gchure,Q294R,O2,R260,1000.0,7682.566653627369,260.0,0.18500197480112318
7,20180417,gchure,delta,O2,R0,5000.0,13984.703268700101,0.0,1.0
15,20180417,gchure,Q294R,O2,R260,5000.0,7561.575002163911,260.0,0.20926797213545376
21,20180417,gchure,Q294R,O2,R260,5000.0,7467.2782065263455,260.0,0.19765937686201215
55,20180417,gchure,Q294R,O2,R260,5000.0,7212.321022947435,260.0,0.1662723638016761
58,20180417,gchure,Q294R,O2,R260,5000.0,7833.91617633618,260.0,0.24279507606177486
60,20180417,gchure,Q21A-Q294K,O2,R260,5000.0,15599.495830981532,260.0,1.1987922620206308
73,20180417,gchure,Q294R,O2,R260,5000.0,7310.565312546139,260.0,0.1783669231996605
86,20180417,gchure,auto,O2,R0,5000.0,5861.688087586832,0.0,0.0
