# Date : 2017-07-10
# Equipment : MACSQuant (Bjorkman lab)
# User : mrazomej
# Description :
# IPTG titration with all the O1+11 YFP DNA mutant strains 
# The strains were grown in deep 96-well plates in 1 mL of LB + Kan + Spec and then
# diluted next morning 1:1000 into 0.5 mL of M9 + 0.5% glucose also in deep 96-well plates with the following
# IPTG concentrations:
# 0uM, 0.1uM, 5uM, 10uM, 25uM, 50uM, 75uM, 100uM, 250uM, 500uM, 1000uM, 5000uM
# Comments :
# Everything ran smoothly with this experiment except that at the beginning the flow-rate was extremely low
# then suddenly the good flow rates (order 2-4K / sec) appeared.
date,username,operator,class,strain,repressors,IPTG_uM,mean_YFP,mean_YFP_bgcorr,fold_change
20170710,mrazomej,O1,NA,auto,0,0.1,2982.5173793585564,0.0,0.0
20170710,mrazomej,O1,NA,auto,0,0.0,3161.6523204751966,0.0,0.0
20170710,mrazomej,O1,NA,auto,0,1000.0,3052.701979778959,0.0,0.0
20170710,mrazomej,O1,NA,auto,0,100.0,3072.1777341404536,0.0,0.0
20170710,mrazomej,O1,NA,auto,0,10.0,2985.9557299514627,0.0,0.0
20170710,mrazomej,O1,NA,auto,0,250.0,3074.315098695206,0.0,0.0
20170710,mrazomej,O1,NA,auto,0,25.0,3035.28465036279,0.0,0.0
20170710,mrazomej,O1,NA,auto,0,5000.0,2960.6824616942918,0.0,0.0
20170710,mrazomej,O1,NA,auto,0,500.0,3036.5521547394524,0.0,0.0
20170710,mrazomej,O1,NA,auto,0,50.0,3011.202656765518,0.0,0.0
20170710,mrazomej,O1,NA,auto,0,5.0,3009.3886915276494,0.0,0.0
20170710,mrazomej,O1,NA,auto,0,75.0,3039.807405639723,0.0,0.0
20170710,mrazomej,O1,NA,delta,0,0.1,13574.36234165072,10591.844962292163,1.0
20170710,mrazomej,O1,NA,delta,0,0.0,13411.868607065451,10250.216286590254,1.0
20170710,mrazomej,O1,NA,delta,0,1000.0,13783.430227262514,10730.728247483556,1.0
20170710,mrazomej,O1,NA,delta,0,100.0,15178.726625203324,12106.54889106287,1.0
20170710,mrazomej,O1,NA,delta,0,10.0,14353.687733849398,11367.732003897934,1.0
20170710,mrazomej,O1,NA,delta,0,250.0,14773.162487683505,11698.847388988299,1.0
20170710,mrazomej,O1,NA,delta,0,25.0,15030.274678334805,11994.990027972015,1.0
20170710,mrazomej,O1,NA,delta,0,5000.0,12648.71001116283,9688.027549468537,1.0
20170710,mrazomej,O1,NA,delta,0,500.0,14244.029972671726,11207.477817932273,1.0
20170710,mrazomej,O1,NA,delta,0,50.0,14788.89026107928,11777.687604313762,1.0
20170710,mrazomej,O1,NA,delta,0,5.0,14348.765348662415,11339.376657134766,1.0
20170710,mrazomej,O1,NA,delta,0,75.0,15407.84131929607,12368.033913656347,1.0
20170710,mrazomej,O1,dna,Q21A,260,0.1,3729.9358985103563,747.4185191518,0.07056547011523216
20170710,mrazomej,O1,dna,Q21A,260,0.0,3770.405753387334,608.7534329121372,0.059389325638770474
20170710,mrazomej,O1,dna,Q21A,260,1000.0,13589.468148309763,10536.766168530805,0.9819246117803574
20170710,mrazomej,O1,dna,Q21A,260,100.0,11709.688349148144,8637.51061500769,0.7134577072896434
20170710,mrazomej,O1,dna,Q21A,260,10.0,4476.496423289942,1490.5406933384793,0.1311203231064368
20170710,mrazomej,O1,dna,Q21A,260,250.0,13368.696456415459,10294.381357720253,0.8799483415272158
20170710,mrazomej,O1,dna,Q21A,260,25.0,6201.030418375543,3165.745768012753,0.26392233429376044
20170710,mrazomej,O1,dna,Q21A,260,5000.0,12080.082991050711,9119.400529356419,0.9413062135498044
20170710,mrazomej,O1,dna,Q21A,260,500.0,14060.015139544994,11023.462984805541,0.9835810664882777
20170710,mrazomej,O1,dna,Q21A,260,50.0,9204.370698263207,6193.168041497689,0.5258390483399598
20170710,mrazomej,O1,dna,Q21A,260,5.0,4003.673963203389,994.2852716757398,0.08768429709494946
20170710,mrazomej,O1,dna,Q21A,260,75.0,11753.54642648917,8713.739020849447,0.7045371222040427
20170710,mrazomej,O1,dna,Q21M,260,0.1,3118.845058792447,136.3276794338908,0.012871004052573326
20170710,mrazomej,O1,dna,Q21M,260,0.0,3073.7500163253953,-87.90230414980124,-0.008575653595212286
20170710,mrazomej,O1,dna,Q21M,260,1000.0,5900.182470305724,2847.4804905267647,0.26535761831397814
20170710,mrazomej,O1,dna,Q21M,260,100.0,3676.765635188368,604.5879010479143,0.049938913763791504
20170710,mrazomej,O1,dna,Q21M,260,10.0,3169.958235604678,184.0025056532154,0.01618638665919657
20170710,mrazomej,O1,dna,Q21M,260,250.0,5027.5994900611095,1953.2843913659035,0.16696383211259422
20170710,mrazomej,O1,dna,Q21M,260,25.0,3267.7134464964397,232.42879613364948,0.019377156262042016
20170710,mrazomej,O1,dna,Q21M,260,5000.0,7424.927454906903,4464.244993212611,0.46080019595500726
20170710,mrazomej,O1,dna,Q21M,260,500.0,6369.375003322125,3332.8228485826726,0.2973749225940973
20170710,mrazomej,O1,dna,Q21M,260,50.0,3675.2107487143867,664.0080919488687,0.056378477189840334
20170710,mrazomej,O1,dna,Q21M,260,5.0,3095.649919572189,86.26122804453962,0.007607228391188842
20170710,mrazomej,O1,dna,Q21M,260,75.0,3973.457010081149,933.6496044414257,0.07548892661189445
20170710,mrazomej,O1,NA,wt,260,0.1,3091.71900800118,109.20162864262375,0.010309972344892745
20170710,mrazomej,O1,NA,wt,260,0.0,3116.628804029554,-45.0235164456426,-0.004392445504251864
20170710,mrazomej,O1,NA,wt,260,1000.0,10565.88674550101,7513.1847657220505,0.7001560930856631
20170710,mrazomej,O1,NA,wt,260,100.0,7118.357349782706,4046.179615642252,0.33421412262491806
20170710,mrazomej,O1,NA,wt,260,10.0,3317.1000440359508,331.1443140844881,0.02913020063904924
20170710,mrazomej,O1,NA,wt,260,250.0,9114.331886582499,6040.016787887293,0.5162916129303936
20170710,mrazomej,O1,NA,wt,260,25.0,4119.53597164031,1084.2513212775198,0.09039201522878076
20170710,mrazomej,O1,NA,wt,260,5000.0,10577.207973468488,7616.525511774196,0.7861791755734655
20170710,mrazomej,O1,NA,wt,260,500.0,10895.557054836034,7859.004900096581,0.7012286821145394
20170710,mrazomej,O1,NA,wt,260,50.0,4900.931499108608,1889.7288423430896,0.16044990373585277
20170710,mrazomej,O1,NA,wt,260,5.0,3247.655039347655,238.26634782000565,0.021012296797645207
20170710,mrazomej,O1,NA,wt,260,75.0,6627.698427865684,3587.8910222259606,0.29009388616442405
20170710,mrazomej,O1,dna,Y20I,260,0.1,4491.9652415455885,1509.4478621870321,0.1425103811055383
20170710,mrazomej,O1,dna,Y20I,260,0.0,4486.8060083834125,1325.153687908216,0.12928055865921925
20170710,mrazomej,O1,dna,Y20I,260,1000.0,13179.758756852372,10127.056777073412,0.943743662453505
20170710,mrazomej,O1,dna,Y20I,260,100.0,12051.367368534802,8979.189634394348,0.7416803678067861
20170710,mrazomej,O1,dna,Y20I,260,10.0,7192.817452713104,4206.861722761641,0.3700704521639964
20170710,mrazomej,O1,dna,Y20I,260,250.0,13979.676647897975,10905.36154920277,0.9321740156613711
20170710,mrazomej,O1,dna,Y20I,260,25.0,7210.06159334078,4174.776942977989,0.348043385883816
20170710,mrazomej,O1,dna,Y20I,260,5000.0,12517.780242539902,9557.09778084561,0.9864854050058818
20170710,mrazomej,O1,dna,Y20I,260,500.0,13926.903377502522,10890.351222763069,0.9717040175924513
20170710,mrazomej,O1,dna,Y20I,260,50.0,12751.869522936508,9740.66686617099,0.8270440848340483
20170710,mrazomej,O1,dna,Y20I,260,5.0,5033.655218553571,2024.2665270259217,0.17851656120376316
20170710,mrazomej,O1,dna,Y20I,260,75.0,13246.747334559801,10206.939928920077,0.8252677830750395
