,date,username,mutant,operator,strain,IPTGuM,mean_FITC_H,repressors,fold_change
6,20180402,gchure,wt,O2,R260,0.0,5972.464131749207,260.0,0.033489225930227316
33,20180402,gchure,Q294V,O2,R260,0.0,6231.812109359872,260.0,0.07866394956940402
38,20180402,gchure,delta,O2,R0,0.0,11521.200115084206,0.0,1.0
48,20180402,gchure,F164T,O2,R260,0.0,6154.494544469297,260.0,0.0651963310494352
51,20180402,gchure,Q294K,O2,R260,0.0,21533.97363235298,260.0,2.7440825283138177
64,20180402,gchure,auto,O2,R0,0.0,5780.202567824133,0.0,0.0
19,20180402,gchure,Q294V,O2,R260,0.1,6284.048117027843,260.0,0.027962782358718272
35,20180402,gchure,auto,O2,R0,0.1,6047.242458686045,0.0,0.0
44,20180402,gchure,wt,O2,R260,0.1,6043.173886259488,260.0,-0.0004804302653540475
45,20180402,gchure,F164T,O2,R260,0.1,6316.727309585696,260.0,0.0318216477065849
62,20180402,gchure,delta,O2,R0,0.1,14515.843876955349,0.0,1.0
66,20180402,gchure,Q294K,O2,R260,0.1,23841.202601267305,260.0,2.1011686893415917
4,20180402,gchure,auto,O2,R0,5.0,5909.495822838564,0.0,0.0
20,20180402,gchure,F164T,O2,R260,5.0,6574.3489841334185,260.0,0.09399095950758883
23,20180402,gchure,Q294K,O2,R260,5.0,25841.56328051788,260.0,2.8178164057588346
32,20180402,gchure,delta,O2,R0,5.0,12983.08209941205,0.0,1.0
43,20180402,gchure,Q294V,O2,R260,5.0,6217.292693683675,260.0,0.0435135529292237
68,20180402,gchure,wt,O2,R260,5.0,6350.594240555774,260.0,0.0623585265621278
3,20180402,gchure,wt,O2,R260,10.0,6689.303612566147,260.0,0.08541014639613768
15,20180402,gchure,delta,O2,R0,10.0,14075.07427239515,0.0,1.0
24,20180402,gchure,Q294V,O2,R260,10.0,6222.478555177399,260.0,0.0276025755196173
47,20180402,gchure,Q294K,O2,R260,10.0,26198.592174841135,260.0,2.501271427756273
58,20180402,gchure,F164T,O2,R260,10.0,7104.4623156009,260.0,0.13681980354892487
67,20180402,gchure,auto,O2,R0,10.0,5999.573947603648,0.0,0.0
0,20180402,gchure,wt,O2,R260,25.0,8595.76974676847,260.0,0.3592371413644892
18,20180402,gchure,delta,O2,R0,25.0,13585.389840053269,0.0,1.0
27,20180402,gchure,Q294V,O2,R260,25.0,6697.461867569796,260.0,0.1154580238155034
50,20180402,gchure,Q294K,O2,R260,25.0,27199.591987784333,260.0,2.7483245063010346
60,20180402,gchure,F164T,O2,R260,25.0,9108.985542054203,260.0,0.42514388655472124
71,20180402,gchure,auto,O2,R0,25.0,5798.390287816306,0.0,0.0
