# Date : 2017-03-08
# Equipment : MACSQuant (Bjorkman lab)
# User : nbellive and sbarnes
# Description :
# IPTG titration with all the O2+11 YFP DNA mutant strains 
# The strains were grown in deep 96-well plates in 1 mL of LB + Kan + Spec and then
# diluted next morning 1:1000 into 0.5 mL of M9 + 0.5% glucose also in deep 96-well plates with the following
# IPTG concentrations:
# 0uM, 0.1uM, 5uM, 10uM, 25uM, 50uM, 75uM, 100uM, 250uM, 500uM, 1000uM, 5000uM
# Comments :
# I started overnights the night before. The plate was prepared by me (Nathan) 
# early in the morning and Stephanie performed the dilution and started the run 
# on the flow cytometer.
date,username,operator,class,strain,repressors,IPTG_uM,mean_YFP,mean_YFP_bgcorr,fold_change
20170308,nbellive,O2,NA,auto,260,0.1,3063.7238343112463,0.0,0.0
20170308,nbellive,O2,NA,auto,260,0.0,3042.9942164292956,0.0,0.0
20170308,nbellive,O2,NA,auto,260,1000.0,3151.1538957822986,0.0,0.0
20170308,nbellive,O2,NA,auto,260,100.0,3172.686317422136,0.0,0.0
20170308,nbellive,O2,NA,auto,260,10.0,3081.8105743744463,0.0,0.0
20170308,nbellive,O2,NA,auto,260,250.0,3204.2148383196304,0.0,0.0
20170308,nbellive,O2,NA,auto,260,25.0,3139.003043620397,0.0,0.0
20170308,nbellive,O2,NA,auto,260,5000.0,3008.6135978267434,0.0,0.0
20170308,nbellive,O2,NA,auto,260,500.0,3107.7674928141746,0.0,0.0
20170308,nbellive,O2,NA,auto,260,50.0,3130.455829906924,0.0,0.0
20170308,nbellive,O2,NA,auto,260,5.0,3117.6546781733455,0.0,0.0
20170308,nbellive,O2,NA,auto,260,75.0,3186.3726853736407,0.0,0.0
20170308,nbellive,O2,NA,delta,260,0.1,24045.694907009147,20981.9710726979,1.0
20170308,nbellive,O2,NA,delta,260,0.0,24598.299914967305,21555.30569853801,1.0
20170308,nbellive,O2,NA,delta,260,1000.0,20861.06556323311,17709.91166745081,1.0
20170308,nbellive,O2,NA,delta,260,100.0,22089.398126672444,18916.711809250308,1.0
20170308,nbellive,O2,NA,delta,260,10.0,21941.71070339575,18859.900129021305,1.0
20170308,nbellive,O2,NA,delta,260,250.0,21355.193041335464,18150.978203015835,1.0
20170308,nbellive,O2,NA,delta,260,25.0,22274.784269129792,19135.781225509396,1.0
20170308,nbellive,O2,NA,delta,260,5000.0,18954.503788909988,15945.890191083245,1.0
20170308,nbellive,O2,NA,delta,260,500.0,19813.284846747418,16705.517353933243,1.0
20170308,nbellive,O2,NA,delta,260,50.0,22561.5656432803,19431.109813373376,1.0
20170308,nbellive,O2,NA,delta,260,5.0,22235.941234947597,19118.286556774252,1.0
20170308,nbellive,O2,NA,delta,260,75.0,21761.383133564155,18575.010448190515,1.0
20170308,nbellive,O2,dna,Q21A,260,0.1,8241.71972036007,5177.995886048824,0.24678310098265846
20170308,nbellive,O2,dna,Q21A,260,0.0,9240.365749836898,6197.371533407602,0.2875102594266589
20170308,nbellive,O2,dna,Q21A,260,1000.0,19368.394807391684,16217.240911609384,0.9157155166061716
20170308,nbellive,O2,dna,Q21A,260,100.0,20949.511291116938,17776.824973694802,0.9397418088804367
20170308,nbellive,O2,dna,Q21A,260,10.0,11998.711578138365,8916.90100376392,0.4727968304584359
20170308,nbellive,O2,dna,Q21A,260,250.0,21959.03078065378,18754.81594233415,1.0332675039639454
20170308,nbellive,O2,dna,Q21A,260,25.0,17601.03245906262,14462.029415442223,0.7557585052322442
20170308,nbellive,O2,dna,Q21A,260,5000.0,18832.883477694955,15824.269879868212,0.9923729368660119
20170308,nbellive,O2,dna,Q21A,260,500.0,21046.954235323232,17939.186742509057,1.0738480205334886
20170308,nbellive,O2,dna,Q21A,260,50.0,20142.706193000144,17012.25036309322,0.8755161453199453
20170308,nbellive,O2,dna,Q21A,260,5.0,10618.007975990919,7500.353297817574,0.39231304936999944
20170308,nbellive,O2,dna,Q21A,260,75.0,21348.383601934624,18162.010916560983,0.977765851987999
20170308,nbellive,O2,dna,Q21M,260,0.1,3190.142467719335,126.41863340808868,0.006025107601667928
20170308,nbellive,O2,dna,Q21M,260,0.0,3199.84211902323,156.84790259393458,0.007276533433927258
20170308,nbellive,O2,dna,Q21M,260,1000.0,15108.736727413418,11957.58283163112,0.6751915569182684
20170308,nbellive,O2,dna,Q21M,260,100.0,8732.506240650479,5559.819923228342,0.293910483983246
20170308,nbellive,O2,dna,Q21M,260,10.0,3511.744116712654,429.93354233820764,0.022796172800333813
20170308,nbellive,O2,dna,Q21M,260,250.0,12592.887737675239,9388.672899355608,0.517254375733626
20170308,nbellive,O2,dna,Q21M,260,25.0,4346.494110480844,1207.491066860447,0.06310121612650824
20170308,nbellive,O2,dna,Q21M,260,5000.0,15415.47071557096,12406.857117744217,0.7780598617618718
20170308,nbellive,O2,dna,Q21M,260,500.0,13918.596197072917,10810.828704258742,0.6471412094108764
20170308,nbellive,O2,dna,Q21M,260,50.0,6032.64102640099,2902.185196494066,0.14935766532988506
20170308,nbellive,O2,dna,Q21M,260,5.0,3351.3928504881887,233.73817231484327,0.012225895433710924
20170308,nbellive,O2,dna,Q21M,260,75.0,8076.2210267847895,4889.848341411149,0.2632487532133525
20170308,nbellive,O2,NA,wt,260,0.1,3352.3790626472937,288.65522833604746,0.013757297983870095
20170308,nbellive,O2,NA,wt,260,0.0,3412.2762617846597,369.28204535536406,0.01713183985975252
20170308,nbellive,O2,NA,wt,260,1000.0,18988.38683858604,15837.232942803741,0.8942581555565361
20170308,nbellive,O2,NA,wt,260,100.0,17088.451464564554,13915.765147142418,0.7356334064537359
20170308,nbellive,O2,NA,wt,260,10.0,4444.2252108886505,1362.4146365142042,0.07223869835968764
20170308,nbellive,O2,NA,wt,260,250.0,19443.38230701609,16239.16746869646,0.8946717519609096
20170308,nbellive,O2,NA,wt,260,25.0,7596.027082746017,4457.02403912562,0.23291570835812447
20170308,nbellive,O2,NA,wt,260,5000.0,19178.580994809745,16169.967396983002,1.014052348486951
20170308,nbellive,O2,NA,wt,260,500.0,20913.899439071836,17806.13194625766,1.0658832988530753
20170308,nbellive,O2,NA,wt,260,50.0,12453.079466543959,9322.623636637036,0.479778238411312
