# Date : 2017-07-08
# Equipment : MACSQuant (Bjorkman lab)
# User : mrazomej
# Description :
# LacI titration for the 3 DNA binding domain mutants plus the wild-type for the O2 operator.
# The strains were grown in deep 96-well plates in 1 mL of LB + Kan + Spec and then
# diluted next morning 1:1000 into 0.5 mL of M9 + 0.5% glucose also in deep 96-well plates 
# Comments :
# Everything ran smoothly with this experiment.
date,username,operator,class,strain,repressors,IPTG_uM,mean_YFP,mean_YFP_bgcorr,fold_change
20170708,mrazomej,O2,NA,auto,0,0.0,3165.7667703023358,57.02057857318141,0.0036548101104492744
20170708,mrazomej,O2,NA,delta,0,0.0,19063.472545778022,15954.726354048868,1.0226394864336756
20170708,mrazomej,O2,NA,auto,0,0.0,3102.284800259225,-6.461391469929367,-0.000414151512713263
20170708,mrazomej,O2,NA,delta,0,0.0,19480.98505689468,16372.238865165524,1.0494005082445963
20170708,mrazomej,O2,NA,auto,0,0.0,3080.040692715181,-28.705499013973167,-0.001839917283321022
20170708,mrazomej,O2,NA,delta,0,0.0,18208.451068965056,15099.704877235901,0.9678357433587667
20170708,mrazomej,O2,NA,auto,0,0.0,3086.892503639876,-21.85368808927842,-0.0014007413144149605
20170708,mrazomej,O2,NA,delta,0,0.0,18088.140268251223,14979.394076522069,0.960124261962961
20170708,mrazomej,O2,dna,Q21A,1220,0.0,3436.843662505066,328.09747077591146,0.021029845424413624
20170708,mrazomej,O2,dna,Q21M,1220,0.0,3286.9477440534124,178.20155232425805,0.011422066408824155
20170708,mrazomej,O2,NA,wt,1220,0.0,3223.364773627024,114.61858189786972,0.007346631031252263
20170708,mrazomej,O2,dna,Y20I,1220,0.0,7067.184916463306,3958.4387247341515,0.2537214148780447
20170708,mrazomej,O2,dna,Q21A,124,0.0,28059.28393914736,24950.537747418206,1.5992380277828264
20170708,mrazomej,O2,dna,Q21M,124,0.0,5480.298373911327,2371.5521821821726,0.1520078033191701
20170708,mrazomej,O2,NA,wt,124,0.0,3536.633957469515,427.88776574036046,0.027426037607779515
20170708,mrazomej,O2,dna,Y20I,124,0.0,21965.699000463836,18856.95280873468,1.2086615657394075
20170708,mrazomej,O2,dna,Q21A,260,0.0,8598.010066375404,5489.263874646249,0.35184169662945103
20170708,mrazomej,O2,dna,Q21M,260,0.0,3381.894756340074,273.1485646109195,0.01750782192280719
20170708,mrazomej,O2,NA,wt,260,0.0,3385.013896941529,276.2677052123745,0.017707747403946948
20170708,mrazomej,O2,dna,Y20I,260,0.0,11585.283127727766,8476.53693599861,0.5433149517331516
20170708,mrazomej,O2,dna,Q21A,60,0.0,28105.495048922538,24996.748857193383,1.6021999905592061
20170708,mrazomej,O2,dna,Q21M,60,0.0,27337.800643252736,24229.05445152358,1.5529935926974878
20170708,mrazomej,O2,NA,wt,60,0.0,3914.6597906187008,805.9135988895464,0.051656108076662335
20170708,mrazomej,O2,dna,Y20I,60,0.0,17026.828216718215,13918.08202498906,0.8920980490877927
