,date,username,mutant,operator,strain,IPTGuM,mean_FITC_H,repressors,fold_change
25,20180201,gchure,wt,O2,R260,0.0,5199.612294620035,260.0,-0.07494032653864369
28,20180201,gchure,delta,O2,R0,0.0,17418.345536449808,0.0,1.0
46,20180201,gchure,Y20I,O2,R124,0.0,16612.359661295843,124.0,0.9290935727398043
53,20180201,gchure,Y20I,O2,R260,0.0,11282.347802004875,260.0,0.46018697046888973
58,20180201,gchure,auto,O2,R0,0.0,6051.451077131638,0.0,0.0
70,20180201,gchure,Y20I,O2,R60,0.0,13010.07723368019,60.0,0.6121835811402402
77,20180201,gchure,Y20I,O2,R1220,0.0,7507.1788800346685,1220.0,0.12806732816188657
9,20180201,gchure,wt,O2,R260,0.1,6000.781971058556,260.0,-0.01401295229149549
19,20180201,gchure,Y20I,O2,R260,0.1,10332.481544785083,260.0,0.5142074074520014
24,20180201,gchure,Y20I,O2,R124,0.1,12926.37004055929,124.0,0.8305139035633291
44,20180201,gchure,Y20I,O2,R1220,0.1,7321.267505752209,1220.0,0.14701099045897212
65,20180201,gchure,Y20I,O2,R60,0.1,12045.083780837695,60.0,0.7230472297499685
75,20180201,gchure,delta,O2,R0,0.1,14316.249923348754,0.0,1.0
81,20180201,gchure,auto,O2,R0,0.1,6115.695942752485,0.0,0.0
1,20180201,gchure,Y20I,O2,R1220,5.0,7857.678781344436,1220.0,0.15321320036782712
10,20180201,gchure,Y20I,O2,R60,5.0,14744.678217031758,60.0,0.8446625546511148
22,20180201,gchure,Y20I,O2,R260,5.0,12297.177570055528,260.0,0.5989354048577956
29,20180201,gchure,auto,O2,R0,5.0,6331.638995586294,0.0,0.0
38,20180201,gchure,Y20I,O2,R124,5.0,15395.10939059909,124.0,0.9099653355165191
54,20180201,gchure,wt,O2,R260,5.0,5901.366238280332,260.0,-0.04319904814616926
57,20180201,gchure,delta,O2,R0,5.0,16291.875986227418,0.0,1.0
14,20180201,gchure,auto,O2,R0,10.0,5992.120076054841,0.0,0.0
17,20180201,gchure,Y20I,O2,R260,10.0,16830.092380905862,260.0,1.1593238945287843
34,20180201,gchure,Y20I,O2,R60,10.0,16893.448292774265,60.0,1.1661009945639838
47,20180201,gchure,Y20I,O2,R1220,10.0,10704.26845698417,1220.0,0.5040524240988626
62,20180201,gchure,Y20I,O2,R124,10.0,17808.5486677634,124.0,1.2639880993448571
66,20180201,gchure,delta,O2,R0,10.0,15340.648434694593,0.0,1.0
67,20180201,gchure,wt,O2,R260,10.0,6732.696646037637,260.0,0.07921851884830276
20,20180201,gchure,Y20I,O2,R260,25.0,14901.626779233287,260.0,0.9877772367891158
21,20180201,gchure,auto,O2,R0,25.0,5867.997876868129,0.0,0.0
31,20180201,gchure,Y20I,O2,R60,25.0,14748.564996951605,60.0,0.9710407794922444
49,20180201,gchure,Y20I,O2,R1220,25.0,13576.823713963335,1220.0,0.8429173664927514
59,20180201,gchure,Y20I,O2,R124,25.0,14817.825389529324,124.0,0.9786140194314494
63,20180201,gchure,wt,O2,R260,25.0,8420.924383459462,260.0,0.2791483597191209
64,20180201,gchure,delta,O2,R0,25.0,15013.40897353403,0.0,1.0
0,20180201,gchure,Y20I,O2,R1220,50.0,13289.80385066721,1220.0,0.7782656219612117
12,20180201,gchure,Y20I,O2,R124,50.0,14930.732289833875,124.0,0.9485840199332658
32,20180201,gchure,delta,O2,R0,50.0,15426.09829211963,0.0,1.0
