# Date : 2017-03-16
# Equipment : MACSQuant (Bjorkman lab)
# User : nbellive
# Description :
# IPTG titration with all the O1+11 YFP DNA mutant strains
# The strains were grown in deep 96-well plates in 1 mL of LB + Kan + Spec and then
# diluted next morning 1:1000 into 0.5 mL of M9 + 0.5% glucose also in deep 96-well plates with the following
# IPTG concentrations:
# 0uM, 0.1uM, 5uM, 10uM, 25uM, 50uM, 75uM, 100uM, 250uM, 500uM, 1000uM, 5000uM
# Comments :
# Nathan prepared the plate, Nathan ran the flow cytometer and processed data.
# The flow rates were a bit high (6000-12000 counts per sec).
# An error occurred during run where sampler stage - DeviceError: 0x0101: Position not allowed.
# This happened several times, requiring hardware to be re-initialized.
date,username,operator,class,strain,repressors,IPTG_uM,mean_YFP,mean_YFP_bgcorr,fold_change
20170316,nbellive,O1,NA,auto,260,0.1,3472.686995823375,0.0,0.0
20170316,nbellive,O1,NA,auto,260,0.0,3275.2428903289688,0.0,0.0
20170316,nbellive,O1,NA,auto,260,1000.0,1626.7113554144125,0.0,0.0
20170316,nbellive,O1,NA,auto,260,100.0,1609.3033993818071,0.0,0.0
20170316,nbellive,O1,NA,auto,260,10.0,3329.8370085320944,0.0,0.0
20170316,nbellive,O1,NA,auto,260,250.0,1662.9098866049126,0.0,0.0
20170316,nbellive,O1,NA,auto,260,25.0,3307.351037174953,0.0,0.0
20170316,nbellive,O1,NA,auto,260,5000.0,1552.7971852225992,0.0,0.0
20170316,nbellive,O1,NA,auto,260,500.0,1633.6455478954877,0.0,0.0
20170316,nbellive,O1,NA,auto,260,50.0,3013.656180245401,0.0,0.0
20170316,nbellive,O1,NA,auto,260,5.0,3397.7291873728277,0.0,0.0
20170316,nbellive,O1,NA,auto,260,75.0,1606.3860385973576,0.0,0.0
20170316,nbellive,O1,NA,delta,260,0.1,29200.97378831599,25728.286792492614,1.0
20170316,nbellive,O1,NA,delta,260,0.0,28496.33709316509,25221.09420283612,1.0
20170316,nbellive,O1,NA,delta,260,1000.0,11032.810783882354,9406.099428467942,1.0
20170316,nbellive,O1,NA,delta,260,100.0,11231.583199267934,9622.279799886128,1.0
20170316,nbellive,O1,NA,delta,260,10.0,25890.680013448626,22560.843004916533,1.0
20170316,nbellive,O1,NA,delta,260,250.0,11602.607513408135,9939.697626803223,1.0
20170316,nbellive,O1,NA,delta,260,25.0,26256.27447164318,22948.923434468226,1.0
20170316,nbellive,O1,NA,delta,260,5000.0,9708.830197414542,8156.033012191942,1.0
20170316,nbellive,O1,NA,delta,260,500.0,10886.60722216191,9252.961674266422,1.0
20170316,nbellive,O1,NA,delta,260,50.0,14669.794349001944,11656.138168756543,1.0
20170316,nbellive,O1,NA,delta,260,5.0,27407.292800415755,24009.563613042927,1.0
20170316,nbellive,O1,NA,delta,260,75.0,11637.270431623865,10030.884393026507,1.0
20170316,nbellive,O1,dna,Q21A,260,0.1,4816.455334742323,1343.7683389189483,0.05222921952623185
20170316,nbellive,O1,dna,Q21A,260,0.0,4782.7751026675405,1507.5322123385718,0.05977267283546522
20170316,nbellive,O1,dna,Q21A,260,1000.0,12012.809121498602,10386.097766084189,1.1041875375727204
20170316,nbellive,O1,dna,Q21A,260,100.0,8910.328807061964,7301.025407680157,0.7587625344013129
20170316,nbellive,O1,dna,Q21A,260,10.0,5363.302284219472,2033.465275687378,0.09013250414642035
20170316,nbellive,O1,dna,Q21A,260,250.0,10999.19483260112,9336.284945996209,0.9392926522050468
20170316,nbellive,O1,dna,Q21A,260,25.0,8843.950889859148,5536.599852684196,0.24125749813468278
