,date,username,mutant,operator,strain,IPTGuM,mean_FITC_H,repressors,fold_change
6,20180322,gchure,Q21A,O2,R1220,0.0,10398.66071030159,1220.0,-14.614831572555495
32,20180322,gchure,wt,O2,R260,0.0,4488.1514078859645,260.0,-0.761454101092757
55,20180322,gchure,auto,O2,R0,0.0,4163.278895233924,0.0,-0.0
65,20180322,gchure,delta,O2,R0,0.0,3736.631363641648,0.0,1.0
71,20180322,gchure,Q21A,O2,R60,0.0,19473.90047564695,60.0,-35.88587873290347
75,20180322,gchure,Q21A,O2,R124,0.0,18071.258904218088,124.0,-32.59829010864936
78,20180322,gchure,Q21A,O2,R260,0.0,15216.259150928354,260.0,-25.906584328389275
7,20180322,gchure,Q21A,O2,R124,0.1,3643.835695155741,124.0,1.883547615825551
17,20180322,gchure,auto,O2,R0,0.1,5266.736660571809,0.0,-0.0
37,20180322,gchure,Q21A,O2,R260,0.1,4204.197241998488,260.0,1.233188981473898
57,20180322,gchure,delta,O2,R0,0.1,4405.1173673930925,0.0,1.0
76,20180322,gchure,Q21A,O2,R60,0.1,5158.049717494419,60.0,0.12614265248914958
79,20180322,gchure,wt,O2,R260,0.1,3798.0318870544434,260.0,1.7045866836372336
81,20180322,gchure,Q21A,O2,R1220,0.1,3274.9069274902345,1220.0,2.3117283339063195
3,20180322,gchure,Q21A,O2,R260,5.0,13845.70777627562,260.0,0.4720035550591109
15,20180322,gchure,delta,O2,R0,5.0,24650.410825541796,0.0,1.0
19,20180322,gchure,Q21A,O2,R60,5.0,22000.845262616986,60.0,0.8705229388088441
20,20180322,gchure,Q21A,O2,R124,5.0,19183.604139879917,124.0,0.7328520291536752
21,20180322,gchure,auto,O2,R0,5.0,4186.820298003684,0.0,0.0
63,20180322,gchure,wt,O2,R260,5.0,7686.903521626609,260.0,0.17103954552417472
82,20180322,gchure,Q21A,O2,R1220,5.0,4924.9851586126515,1220.0,0.036072108636830365
4,20180322,gchure,delta,O2,R0,10.0,26492.8475786912,0.0,1.0
11,20180322,gchure,Q21A,O2,R260,10.0,16833.859732548724,260.0,0.5660041101384462
34,20180322,gchure,wt,O2,R260,10.0,6214.9925448752,260.0,0.08887909581548592
49,20180322,gchure,Q21A,O2,R124,10.0,22417.182461274286,124.0,0.8168729542280702
56,20180322,gchure,auto,O2,R0,10.0,4236.904442400843,0.0,0.0
66,20180322,gchure,Q21A,O2,R1220,10.0,8499.779457452749,1220.0,0.1915387269345102
70,20180322,gchure,Q21A,O2,R60,10.0,26110.08577262191,60.0,0.9828018159587603
