,date,username,mutant,operator,strain,IPTGuM,mean_FITC_H,repressors,fold_change
23,20181206,gchure,F164T,O1,R260,0.0,5870.420409068376,260.0,-0.029456781559878603
47,20181206,gchure,Q294V,O1,R260,0.0,5941.307460379252,260.0,-0.022198117502111276
58,20181206,gchure,delta,O1,R0,0.0,15923.944737512158,0.0,1.0
4,20181206,gchure,F164T,O3,R260,0.0,31170.280836317288,260.0,0.9499257636318682
36,20181206,gchure,delta,O3,R260,0.0,32488.76945139774,260.0,1.0
72,20181206,gchure,Q294V,O3,R260,0.0,30768.420232769666,260.0,0.9346636956709281
3,20181206,gchure,delta,O1,R0,0.1,16541.964054197648,0.0,1.0
9,20181206,gchure,Q294V,O1,R260,0.1,5832.594380366908,260.0,-0.04219073602871678
78,20181206,gchure,F164T,O1,R260,0.1,5747.344690089545,260.0,-0.05048687671321372
13,20181206,gchure,F164T,O3,R260,0.1,25799.023938446127,260.0,0.8575592560476223
61,20181206,gchure,Q294V,O3,R260,0.1,18813.761137251153,260.0,0.550882756863644
63,20181206,gchure,delta,O3,R260,0.1,29043.439577572688,260.0,1.0
31,20181206,gchure,delta,O1,R0,5.0,14113.915547216948,0.0,1.0
37,20181206,gchure,Q294V,O1,R260,5.0,5762.126377774803,260.0,-0.043164530377937
52,20181206,gchure,F164T,O1,R260,5.0,5653.647403873811,260.0,-0.056713892744428285
21,20181206,gchure,Q294V,O3,R260,5.0,20213.317246241197,260.0,0.44088504504733383
44,20181206,gchure,delta,O3,R260,5.0,38101.553173519045,260.0,1.0
75,20181206,gchure,F164T,O3,R260,5.0,28682.550685258848,260.0,0.705599525110688
5,20181206,gchure,F164T,O1,R260,10.0,5843.088792722706,260.0,-0.08992945902807191
20,20181206,gchure,delta,O1,R0,10.0,14424.960287101349,0.0,1.0
46,20181206,gchure,Q294V,O1,R260,10.0,5743.052845196757,260.0,-0.1026343948036469
22,20181206,gchure,Q294V,O3,R260,10.0,28325.001361366827,260.0,0.6487916755283509
62,20181206,gchure,F164T,O3,R260,10.0,30228.319707137216,260.0,0.7055045852568897
79,20181206,gchure,delta,O3,R260,10.0,40111.757681115116,260.0,1.0
1,20181206,gchure,F164T,O1,R260,25.0,6080.059026222933,260.0,0.02923980960203618
16,20181206,gchure,delta,O1,R0,25.0,13695.189428207776,0.0,1.0
43,20181206,gchure,Q294V,O1,R260,25.0,5756.980820229079,260.0,-0.0119454944187959
25,20181206,gchure,Q294V,O3,R260,25.0,31857.532712928354,260.0,0.7351773930973398
64,20181206,gchure,F164T,O3,R260,25.0,37208.58879336785,260.0,0.8864443150779906
82,20181206,gchure,delta,O3,R260,25.0,41225.61267614453,260.0,1.0
10,20181206,gchure,Q294V,O1,R260,50.0,5878.798671222935,260.0,0.007947066581406384
51,20181206,gchure,F164T,O1,R260,50.0,6717.169801939942,260.0,0.12332538582104124
54,20181206,gchure,delta,O1,R0,50.0,13087.332692193148,0.0,1.0
29,20181206,gchure,F164T,O3,R260,50.0,35022.16767563281,260.0,1.1121960870733403
33,20181206,gchure,delta,O3,R260,50.0,32076.41841813009,260.0,1.0
67,20181206,gchure,Q294V,O3,R260,50.0,29121.403967034305,260.0,0.887451025299014
2,20181206,gchure,delta,O1,R0,75.0,12830.436931971684,0.0,1.0
14,20181206,gchure,F164T,O1,R260,75.0,7178.032615950589,260.0,0.22036635030496016
57,20181206,gchure,Q294V,O1,R260,75.0,5874.169147135142,260.0,0.04052503357265089
41,20181206,gchure,Q294V,O3,R260,75.0,27809.056128683635,260.0,0.8447208823707677
