date,username,mut_class,mutant,rbs,repressors,mean_intensity,area,eccentricity,operator,IPTG_uM
20171205,mrazomej,DNA,wt,R60,60,168.0296754851737,5.5296,0.8110814438966623,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,92.05200355236752,2.9952,0.9018220752219339,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,133.4290715977513,3.1488,0.9246756865421745,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,85.31378574204683,4.224,0.8870910780049306,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,110.46287497953267,2.4576000000000002,0.880319643802905,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,219.38610663101736,3.456,0.9280624683019827,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,100.38421692965852,3.0464,0.8950809053947789,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,92.98030262247549,2.7392000000000003,0.916453566931458,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,115.23732687033267,2.3808000000000002,0.8525613687356695,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,92.78868980728127,4.4288,0.9014796996819359,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,103.87306176966798,2.56,0.8923759479235226,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,110.41664660911526,2.8672,0.9096851064973266,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,95.40222723825003,3.5072,0.9586430995284897,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,88.0555857883121,2.8672,0.8681390546887274,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,100.45229423042665,2.7904,0.9019525162246184,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,91.58691342640104,3.8912,0.9486355858984744,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,109.46498078188739,2.5344,0.8907291509668707,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,115.15958764851311,4.1728000000000005,0.9343423510630933,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,122.50085476071742,2.4064,0.8509375047261861,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,96.24792565131669,4.1984,0.9280220280429553,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,95.22728266333654,3.6352,0.8332569734186801,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,140.07058601737847,3.0976000000000004,0.9274290516826355,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,107.56721416254831,2.7136,0.8841817518894933,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,94.79472712197109,3.0208,0.8865964459244039,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,85.8733717566918,2.7136,0.8767913953152543,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,81.65596846636274,2.8160000000000003,0.8860577642615544,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,96.14318460824893,3.2256,0.9440637752448421,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,84.71497485345627,2.4576000000000002,0.8612477987345117,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,81.77602485232052,2.7136,0.8959163523421132,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,82.88115052739865,2.8416,0.9033220064888823,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,87.30856178594932,2.1248,0.8227352678994201,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,94.30612478459535,3.4304,0.9134999844247405,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,109.89412447359095,5.9392000000000005,0.8429443363541673,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,109.63683138776611,2.3552,0.8453638324127991,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,86.43020611523363,3.2512000000000003,0.9080485988409561,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,93.01720314782743,3.7376,0.9303536706588748,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,85.63295928921448,3.0208,0.9327321291752325,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,110.97397367263915,3.8144,0.9422592086386192,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,105.98540539707771,4.6848,0.9140543397187288,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,104.51123070220012,3.8912,0.8483426933324187,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,91.63041572378609,3.5328000000000004,0.9241545983704048,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,93.31402710771155,5.043200000000001,0.9023637141989057,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,109.07329589044157,3.6608,0.9090600261067442,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,96.41608773418527,4.300800000000001,0.9558589987233352,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,91.80510867333447,4.1216,0.906388631056888,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,88.84767897739736,3.6608,0.9439135272174314,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,100.25701987765909,4.992,0.9263558494940792,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,111.61093312851109,3.8400000000000003,0.921683049081853,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,94.59831053328604,4.1472,0.9420764796756308,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,448.549820792809,3.2256,0.9328021534607718,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,80.53920455039807,2.4832,0.8730424956689338,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,115.22900489623447,4.7104,0.9052658687293866,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,101.63286848378851,2.8160000000000003,0.9261426674576237,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,109.62877847281678,4.9664,0.9071355849806472,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,113.8963596557008,4.3776,0.907671569330558,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,87.64096513957416,2.9184,0.9169856421551947,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,109.69492399153671,5.9648,0.921280275046769,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,103.44088525931836,2.7136,0.8803703183075724,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,91.92869621295955,5.2992,0.881271932837327,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,154.8821839311018,4.864,0.8604339950600237,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,111.11502527574306,5.5040000000000004,0.921641141214148,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,99.63417955242655,3.968,0.955158876241405,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,91.59488095189955,2.7904,0.8892655602440686,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,98.35889335906049,3.0976000000000004,0.8723967124331163,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,99.74466032215203,2.7904,0.8790020669561992,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,79.64658008823321,3.2,0.9127167396974818,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,103.93110228101703,5.2736,0.9535601718398595,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,99.67938648136742,3.4816000000000003,0.9290456903924708,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,111.42813082499812,5.7856000000000005,0.8139653505736106,O1,0.0
20171205,mrazomej,DNA,wt,R60,60,82.4390888950609,4.300800000000001,0.813161974454734,O1,0.0
20171205,mrazomej,DNA,Y20I,R260,260,318.5998568373736,3.8912,0.9626849784423762,O1,0.0
20171205,mrazomej,DNA,Y20I,R260,260,721.4346596919131,4.7872,0.9464301443269908,O1,0.0
20171205,mrazomej,DNA,Y20I,R260,260,270.06959101803295,4.1984,0.949568028339415,O1,0.0
20171205,mrazomej,DNA,Y20I,R260,260,199.80344649974944,3.8144,0.9588386655924123,O1,0.0
20171205,mrazomej,DNA,Y20I,R260,260,197.67184853028058,4.5056,0.9678361535457259,O1,0.0
20171205,mrazomej,DNA,Y20I,R260,260,275.9215146603703,5.1968000000000005,0.9648207618932945,O1,0.0
20171205,mrazomej,DNA,Y20I,R260,260,278.37368201381634,3.1232,0.9275882673986536,O1,0.0
20171205,mrazomej,DNA,Y20I,R260,260,393.2162513855791,4.7872,0.9320322943554047,O1,0.0
